Freq, Harmonic, V1, VAngle1, V2, VAngle2, V3, VAngle3, I1, IAngle1, I2, IAngle2, I3, IAngle3
50, 1.00000, 214.435, -33.2488, 207.549, -153.147, 203.559, 85.7429, 1.06064E-011, -149.036, 2.70412E-011, 160.346, 2.2129E-011, -80.5377
100, 2.00000, 0.0188964, -60.4456, 0.0245342, 36.255, 0.00154586, 39.2028, 1.78177E-015, -71.8473, 2.33295E-015, 177.955, 6.49741E-016, -109.983
150, 3.00000, 1.43552, -73.5271, 1.8232, -81.8868, 1.6653, -55.6218, 1.31018E-013, 139.399, 6.35529E-014, 153.435, 1.84741E-013, 67.3801
200, 4.00000, 0.0287311, -177.51, 0.0456677, 76.4292, 0.0348539, -65.208, 1.35064E-015, -99.4623, 2.1065E-015, -71.565, 1.60119E-015, -33.6901
250, 5.00000, 0.057544, -2.44952, 0.804297, -168.949, 0.860591, -83.044, 5.32907E-015, 90, 2.24693E-014, 18.4349, 5.85929E-014, -165.964
300, 6.00000, 0.0231514, -164.157, 0.0708934, -171.851, 0.0258719, -126.78, 1.69104E-015, -66.8014, 2.73079E-015, -116.565, 1.33227E-015, -90
350, 7.00000, 0.643767, -150.103, 1.06021, 100.068, 1.29871, -45.4183, 1.58882E-014, -26.5651, 3.35162E-014, 32.0054, 6.07088E-014, -69.444
400, 8.00000, 0.0370421, -27.6564, 0.0548084, 89.7885, 0.028161, -112.643, 1.33227E-015, 0, 2.22045E-016, 180, 9.15513E-016, -165.964
450, 9.00000, 0.81224, -144.746, 1.08161, -120.305, 1.04771, -122.526, 4.32206E-014, 170.538, 7.32411E-015, 75.9638, 2.5619E-014, 123.69
500, 10.00000, 0.00927867, 141.001, 0.0164313, -144.611, 0.0122758, -136.446, 2.77556E-016, 126.87, 4.47545E-016, -7.12502, 5.55112E-017, -90
550, 11.00000, 0.601902, 94.3305, 0.80176, -160.256, 0.985344, -41.2306, 2.66454E-014, -90, 1.46482E-014, 165.964, 2.41611E-014, -143.973
650, 13.00000, 0.245681, 30.3859, 0.413118, -145.265, 0.205514, -164.414, 4.44089E-015, 180, 5.61733E-015, -108.435, 3.55271E-015, 0
750, 15.00000, 0.115287, -130.899, 0.212823, 179.161, 0.375227, -60.914, 8.88178E-016, -90, 3.20237E-015, 56.3099, 1.77636E-015, 180
850, 17.00000, 0.529248, -7.30296, 0.564371, 112.084, 0.29248, -155.466, 7.85674E-015, -137.291, 6.04027E-015, -162.897, 4.44089E-015, -143.13
950, 19.00000, 0.368444, -140.169, 0.536302, 167.476, 0.419118, -42.0887, 9.05768E-015, -101.31, 7.16072E-015, -119.745, 5.68712E-015, -38.6598
1050, 21.00000, 0.189728, 68.026, 0.0373648, 8.75513, 0.403972, 80.5006, 8.88178E-016, -90, 2.66454E-015, 180, 3.66205E-015, 14.0362
1150, 23.00000, 0.53955, 112.828, 0.407634, -146.315, 0.539943, -80.2025, 9.60712E-015, 123.69, 7.16072E-015, -7.12502, 9.56597E-015, -21.8014
1250, 25.00000, 0.324531, -55.8981, 0.280194, -105.532, 0.496348, 56.133, 3.97205E-015, -26.5651, 4.44089E-016, 0, 3.97205E-015, 26.5651
1350, 27.00000, 0.280159, -138.968, 0.0500668, -55.1876, 0.831968, -141.935, 6.04027E-015, -143.973, 7.11323E-015, -87.3162, 7.5886E-015, 20.556
1450, 29.00000, 0.736486, -135.492, 0.629873, -59.0696, 0.791449, 54.7965, 8.88178E-015, -90, 3.97205E-015, 63.4349, 6.40475E-015, 123.69
1550, 31.00000, 0.521743, 145.992, 1.11635, 31.5645, 0.690544, -134.551, 1.67581E-014, 57.9946, 9.27286E-015, -106.699, 6.9369E-015, 39.8056
1650, 33.00000, 0.171852, -97.996, 0.595737, -108.251, 0.621347, -13.9484, 8.74754E-015, 66.0375, 3.66205E-015, -104.036, 5.68712E-015, -38.6598
1750, 35.00000, 0.88241, -34.7675, 0.984664, 54.5736, 0.940282, 161.641, 1.92142E-014, -123.69, 0, 0, 1.29321E-014, -164.055
1850, 37.00000, 0.69755, -175.005, 0.294475, 78.2333, 0.798923, -72.5822, 5.40258E-015, -170.538, 7.22925E-015, -42.5104, 7.10543E-015, 90
1950, 39.00000, 0.241841, -28.1298, 0.176567, 2.10834, 0.356936, 84.1328, 3.76822E-015, 45, 1.25607E-015, -135, 5.32907E-015, 0
2050, 41.00000, 0.340127, 100.305, 0.475234, 143.948, 0.61112, -86.4373, 5.77316E-015, 22.6199, 3.23302E-015, -105.945, 1.25607E-015, 45
2150, 43.00000, 0.408881, -34.6104, 0.524441, -134.414, 0.631824, 55.6471, 3.7943E-015, 110.556, 4.44089E-016, 180, 5.61733E-015, 18.4349
2250, 45.00000, 0.251333, 92.5398, 0.178066, 137.57, 0.40093, 150.798, 0, 0, 1.25607E-015, -135, 1.60119E-015, -33.6901
2350, 47.00000, 0.852394, 175.118, 0.758776, -96.7438, 0.711331, 9.78316, 1.13742E-014, 51.3402, 5.0243E-015, -135, 3.97205E-015, 116.565
2450, 49.00000, 0.336322, 64.2173, 0.805094, -30.3137, 0.638263, 160.306, 5.17893E-015, 149.036, 8.88178E-016, 180, 4.96507E-015, 63.4349
