Freq, Harmonic, V1, VAngle1, V2, VAngle2, V3, VAngle3, I1, IAngle1, I2, IAngle2, I3, IAngle3
50, 1.00000, 203.981, -34.3218, 216.051, -152.894, 205.948, 86.5498, 1.81899E-012, 90, 4.06738E-012, -26.5651, 2.30086E-011, 71.565
100, 2.00000, 0.0298054, -84.476, 0.00940813, 59.8454, 0.0589154, 171.876, 3.87784E-015, -113.629, 6.28037E-016, -45, 2.51215E-015, 45
150, 3.00000, 1.95708, -83.7624, 1.41169, -74.8059, 1.94017, -94.0773, 3.39098E-013, -120.192, 2.06126E-013, 51.6486, 1.27106E-013, -26.5651
200, 4.00000, 0.0435173, -160.978, 0.0377365, 79.5834, 0.078021, -20.5154, 3.55271E-015, 180, 3.76822E-015, -135, 2.51215E-015, -45
250, 5.00000, 0.742987, 75.8992, 1.7083, -173.135, 0.595809, -43.0818, 3.01981E-014, 90, 7.49446E-014, -31.4296, 7.5886E-014, -110.556
300, 6.00000, 0.0888456, 142.063, 0.101892, 161.681, 0.207788, 166.951, 0, 0, 4.78299E-015, 111.801, 7.94411E-015, 26.5651
350, 7.00000, 0.826269, -148.071, 1.6692, 85.65, 1.42984, -28.487, 8.28628E-014, 149.036, 6.70325E-014, -32.0054, 7.10543E-014, 126.87
400, 8.00000, 0.054283, -31.3156, 0.0705015, 104.925, 0.113118, -163.914, 1.98603E-015, 116.565, 8.88178E-016, 90, 7.32411E-015, 165.964
450, 9.00000, 1.43027, -138.453, 1.3515, -110.522, 1.67135, -129.745, 9.87117E-014, -59.7436, 3.17764E-014, 26.5651, 2.92964E-014, -165.964
500, 10.00000, 0.0289601, 15.2435, 0.0284099, -80.3792, 0.0842874, 126.75, 4.47545E-016, -172.875, 1.83103E-015, 14.0362, 5.17893E-015, 149.036
550, 11.00000, 0.797653, 70.0959, 0.690037, -176.937, 0.656858, -99.6495, 3.94415E-014, 144.162, 7.94411E-015, -116.565, 7.94411E-015, -153.435
650, 13.00000, 0.688937, -25.1779, 0.241098, 7.83316, 0.706407, 72.6723, 3.01458E-014, -135, 7.94411E-015, 153.435, 1.42109E-014, 0
750, 15.00000, 0.281239, 121.713, 0.117108, 28.9553, 0.564866, 162.928, 7.53644E-015, 135, 3.55271E-015, 180, 1.12347E-014, -71.565
850, 17.00000, 0.59159, -14.3874, 0.419692, 133.176, 0.548834, -122.877, 2.05052E-014, 107.65, 5.0243E-015, -135, 1.48886E-014, -17.354
950, 19.00000, 0.343302, -61.2629, 0.178282, 79.9193, 0.422531, 117.374, 7.16072E-015, 7.12502, 4.44089E-016, 90, 3.97205E-015, 63.4349
1050, 21.00000, 0.081917, 165.583, 0.105326, 170.069, 0.215606, -14.5264, 2.80867E-015, 161.565, 8.88178E-016, 180, 1.98603E-015, -116.565
1150, 23.00000, 0.339221, 76.874, 0.219298, -144.744, 0.244243, 33.7242, 6.60186E-015, -109.654, 5.19793E-015, -19.9831, 3.55271E-015, 180
1250, 25.00000, 0.034302, -10.4238, 0.537861, -149.062, 0.413029, 88.4166, 8.37906E-015, -57.9946, 1.25607E-015, -135, 4.78299E-015, -68.1986
1350, 27.00000, 0.43442, -123.026, 0.405757, -120.451, 0.124709, -99.5341, 1.06327E-014, 28.706, 2.80867E-015, -18.4349, 5.86215E-015, -24.6236
1450, 29.00000, 0.759652, 176.997, 0.966745, -71.0319, 0.670456, 51.9934, 1.24345E-014, 0, 3.20237E-015, 146.31, 1.19162E-014, -26.5651
1550, 31.00000, 1.05405, 138.786, 1.09837, 10.0302, 1.58366, -105.684, 2.4869E-014, 90, 1.81154E-014, -101.31, 1.58882E-014, 26.5651
1650, 33.00000, 0.41272, -175.065, 0.0993264, 79.3741, 0.982675, -128.266, 7.99361E-015, 180, 3.66205E-015, -75.9638, 2.0897E-014, 47.153
1750, 35.00000, 0.918989, -62.9659, 1.63332, 76.6587, 0.891915, -168.611, 2.86979E-014, 111.801, 7.10543E-015, 90, 1.51772E-014, -20.556
1850, 37.00000, 0.379359, 94.01, 0.804081, 66.0318, 0.576404, -88.8631, 2.80867E-015, -108.435, 6.21725E-015, 180, 1.77636E-015, 180
1950, 39.00000, 0.492123, 32.6887, 0.445456, 124.732, 0.231047, 12.4686, 4.93019E-015, 97.7652, 1.33227E-015, -90, 3.8202E-015, 54.4623
2050, 41.00000, 0.475856, 26.9615, 0.674788, 170.898, 0.0226606, 59.8231, 5.6928E-015, -23.5654, 1.79126E-015, 12.5288, 7.94508E-015, -145.533
2150, 43.00000, 0.220762, -38.3414, 0.720427, -157.193, 0.69992, 85.25, 1.98603E-015, -116.565, 8.74754E-015, 156.038, 5.32907E-015, 0
2250, 45.00000, 0.568347, 134.39, 0.289611, -158.966, 0.287618, 120.498, 1.79018E-015, -60.2551, 4.18953E-015, -147.995, 5.32907E-015, 180
2350, 47.00000, 0.793633, 140.698, 1.10834, -73.7633, 0.422889, 48.8663, 6.76417E-015, -23.1986, 1.06605E-014, 91.1935, 5.19793E-015, 109.983
2450, 49.00000, 0.360827, 80.3463, 0.674252, -47.0419, 0.825505, -156.312, 2.22045E-015, 0, 1.77636E-015, -90, 5.68712E-015, -51.3402
