Freq, Harmonic, V1, VAngle1, V2, VAngle2, V3, VAngle3, I1, IAngle1, I2, IAngle2, I3, IAngle3
50, 1.00000, 186.114, -34.7163, 189.268, -157.073, 214.539, 86.823, 1.82806E-011, 174.289, 1.49998E-011, 165.964, 1.62695E-011, 116.565
100, 2.00000, 0.0431768, -72.0614, 0.0271548, 36.7268, 0.00983344, -170.256, 3.37661E-015, 80.5377, 2.77778E-015, -2.29061, 1.79018E-015, 7.12502
150, 3.00000, 2.06593, -79.7723, 2.34288, -90.5791, 1.69943, -87.6797, 9.53293E-014, -153.435, 7.6857E-014, -123.69, 1.13687E-013, -90
200, 4.00000, 0.094634, -156.521, 0.0695229, 71.9052, 0.0294665, -68.2704, 1.29473E-015, -120.964, 1.11022E-015, -53.1301, 1.60119E-015, 146.31
250, 5.00000, 1.81173, 51.0979, 0.20881, -162.787, 0.809673, -39.3319, 3.57043E-014, -95.7106, 2.13163E-014, 90, 2.41611E-014, 143.973
300, 6.00000, 0.230208, 167.803, 0.112332, 145.749, 0.0552166, 114.68, 1.55372E-014, -39.4911, 6.75048E-015, 126.304, 2.22045E-015, 180
350, 7.00000, 2.44103, -165.154, 1.84814, 81.8544, 1.0384, -5.52445, 1.46353E-013, -5.5722, 5.1238E-014, -33.6901, 6.99803E-014, 23.9625
400, 8.00000, 0.131205, -42.5498, 0.0568149, 79.6668, 0.0607591, -126.667, 6.50026E-015, 172.147, 8.00593E-016, -146.31, 1.11022E-015, -143.13
450, 9.00000, 2.20149, -123.455, 1.74515, -149.767, 1.07589, -151.95, 4.54969E-014, -38.6598, 1.42109E-014, 180, 6.35529E-014, 116.565
500, 10.00000, 0.0808067, -5.76672, 0.0368862, -121.079, 0.0263433, -82.3448, 1.96419E-015, -132.709, 1.98603E-015, 63.4349, 8.00593E-016, -123.69
550, 11.00000, 1.23788, 29.2628, 0.985296, 179.512, 1.02377, -38.4138, 3.77659E-014, 138.814, 5.32907E-015, -90, 3.03544E-014, -69.444
650, 13.00000, 0.492954, -60.2873, 0.737589, 176.553, 0.4148, 117.331, 1.76968E-014, 107.526, 7.94411E-015, 153.435, 2.54336E-014, -102.095
750, 15.00000, 0.318972, -160.173, 0.205855, 132.748, 0.138115, 65.4339, 1.29092E-014, -49.1849, 1.60119E-015, 146.31, 6.46604E-015, -164.055
850, 17.00000, 0.45677, -40.1081, 0.617808, 87.8132, 0.635159, -126.51, 1.06581E-014, 90, 1.08052E-014, -80.5377, 7.10543E-015, 90
950, 19.00000, 0.134571, -80.9591, 0.161326, 113.086, 0.422165, 1.18572, 3.66205E-015, -104.036, 1.77636E-015, 0, 5.61733E-015, 161.565
1050, 21.00000, 0.225743, 24.7614, 0.0539579, 98.2201, 0.176681, -174.158, 6.16948E-015, -59.7436, 6.28037E-016, -45, 3.76822E-015, 45
1150, 23.00000, 0.260352, 25.0809, 0.373205, -164.485, 0.461836, -26.7695, 5.40258E-015, 170.538, 1.98603E-015, -26.5651, 9.48575E-015, -69.444
1250, 25.00000, 0.890349, -72.1149, 0.455397, 137.576, 0.253641, 129.162, 3.55271E-015, 0, 6.28037E-015, 171.87, 1.98603E-015, -63.4349
1350, 27.00000, 0.532199, -138.054, 0.44453, -166.459, 0.0527974, 63.4485, 7.21922E-015, -100.187, 1.18669E-015, 169.216, 3.13429E-015, -22.9321
1450, 29.00000, 1.39651, 105.215, 0.481847, -73.6354, 0.9581, 32.7818, 3.05616E-014, 35.5377, 1.77636E-015, 180, 3.97205E-015, -26.5651
1550, 31.00000, 2.09264, 82.1608, 1.39557, -69.1475, 0.942111, -97.94, 2.27485E-014, -51.3402, 5.61733E-015, 71.565, 2.77476E-014, -129.806
1650, 33.00000, 0.724227, -141.943, 0.463018, 153.13, 0.38451, 85.8882, 4.78299E-015, -158.199, 1.98603E-015, -26.5651, 2.22045E-015, -143.13
1750, 35.00000, 1.85092, -112.421, 0.340901, 24.408, 1.86294, 154.572, 1.12347E-014, 18.4349, 1.12347E-014, -108.435, 1.77636E-014, 126.87
1850, 37.00000, 1.04411, 121.551, 0.686207, -45.0281, 0.484119, -75.2577, 1.20805E-014, 143.973, 8.88178E-016, 180, 2.66454E-015, 180
1950, 39.00000, 0.419451, 57.1118, 0.711121, -12.7557, 0.274586, -29.0548, 3.76822E-015, 135, 8.88178E-016, 90, 6.28037E-015, 81.8699
2050, 41.00000, 0.669022, -35.2625, 0.301973, 101.079, 0.834881, -116.182, 1.88829E-014, 41.1859, 1.77636E-015, 180, 1.06951E-014, -48.3665
2150, 43.00000, 1.13657, -89.2243, 0.744846, 101.106, 0.557308, 70.9103, 2.71875E-014, 38.3675, 5.61733E-015, -18.4349, 4.78299E-015, 111.801
2250, 45.00000, 0.385624, 122.621, 0.623744, 81.8737, 0.11569, -25.9973, 2.88658E-015, -157.38, 3.55965E-015, -3.57633, 3.72215E-015, 72.646
2350, 47.00000, 0.821766, 63.4298, 0.426591, -123.569, 1.28055, -6.68307, 2.51215E-015, 135, 3.97205E-015, 63.4349, 1.15463E-014, 112.62
2450, 49.00000, 1.18292, 18.9641, 0.666825, -160.472, 0.666558, -172.201, 2.48094E-014, 134.275, 7.75568E-015, 113.629, 1.25607E-015, -135
