Freq, Harmonic, V1, VAngle1, V2, VAngle2, V3, VAngle3, I1, IAngle1, I2, IAngle2, I3, IAngle3
50, 1.00000, 224.828, -31.4884, 208.82, -152.941, 220.421, 86.9895, 1.56475E-011, -35.5377, 4.96487E-011, 8.42697, 1.49998E-011, 75.9638
100, 2.00000, 0.018745, -66.9934, 0.0235625, 55.7034, 0.0173737, 174.054, 1.88738E-015, -151.928, 2.15566E-015, -168.111, 1.40433E-015, 18.4349
150, 3.00000, 1.06371, -84.4893, 1.0291, -81.5691, 0.95774, -87.5965, 1.98857E-013, -138.621, 8.29389E-014, 46.7357, 1.13687E-013, 0
200, 4.00000, 0.0131906, -179.558, 0.0573135, 89.9597, 0.0268196, -27.9285, 2.4651E-015, -82.2348, 2.73079E-015, -116.565, 3.33067E-015, 53.1301
250, 5.00000, 0.165595, 87.9806, 0.722091, 173.812, 0.421427, 138.21, 3.55271E-015, 90, 5.51529E-014, -75.0686, 4.97697E-014, 34.8245
300, 6.00000, 0.0299126, 125.043, 0.131632, -178.209, 0.0316294, 142.988, 8.21565E-015, 90, 4.24216E-015, 137.121, 3.76822E-015, 135
350, 7.00000, 0.218794, -59.6269, 1.28028, 83.3201, 0.478481, -12.9239, 4.1317E-014, 154.537, 6.99127E-014, -27.2161, 5.1238E-014, -33.6901
400, 8.00000, 0.0368684, -21.981, 0.0722316, 91.6469, 0.0201392, -148.362, 3.53227E-015, 30.1916, 8.89911E-016, -93.5763, 1.11022E-015, 0
450, 9.00000, 0.506721, -146.142, 1.00138, -106.623, 0.53811, -158.233, 2.4869E-014, 0, 2.24693E-014, 18.4349, 4.27803E-014, 175.236
500, 10.00000, 0.00980722, 176.134, 0.0469337, -114.231, 0.0166414, 150.807, 9.99201E-016, -90, 9.48575E-016, 20.556, 8.00593E-016, 146.31
550, 11.00000, 0.404075, 89.449, 0.65978, 164.483, 0.388684, -19.8086, 1.81154E-014, 168.69, 1.48886E-014, 17.354, 1.28095E-014, -56.3099
650, 13.00000, 0.4962, 30.399, 0.425569, -155.013, 0.513444, 103.335, 1.88202E-014, 19.29, 5.32907E-015, 0, 2.51215E-014, 81.8699
750, 15.00000, 0.202772, 146.727, 0.141147, -154.643, 0.145178, 140.273, 8.19161E-015, 57.1715, 4.52884E-015, -101.31, 3.55271E-015, 0
850, 17.00000, 0.403835, 19.7059, 0.184043, 120.621, 0.359224, -115.433, 1.84818E-014, -35.2176, 2.66454E-015, 0, 5.0243E-015, 135
950, 19.00000, 0.304215, -48.7305, 0.13658, -115.59, 0.0887535, 57.0245, 8.00593E-016, -146.31, 2.93107E-015, -114.624, 1.77636E-015, 180
1050, 21.00000, 0.0817967, -101.232, 0.131761, 39.1615, 0.0283915, 103.638, 1.51516E-015, -28.4429, 2.27596E-015, -12.6804, 1.29473E-015, -120.964
1150, 23.00000, 0.230885, 157.541, 0.0841853, -151.426, 0.250278, 19.7363, 6.9369E-015, 50.1944, 1.60119E-015, 33.6901, 1.98603E-015, 116.565
1250, 25.00000, 0.172275, 120.324, 0.374913, -167.723, 0.209077, 69.1867, 4.44089E-015, 36.8699, 8.79252E-015, -45, 3.20237E-015, -146.31
1350, 27.00000, 0.0580532, -54.0612, 0.317196, -81.3177, 0.194691, -84.4888, 2.36037E-015, -138.814, 1.42178E-015, 51.3402, 3.46845E-015, -39.8056
1450, 29.00000, 0.205098, -143.69, 0.694232, -79.0058, 0.504006, 145.04, 1.81154E-014, 168.69, 8.53068E-015, -128.66, 1.06581E-014, 90
1550, 31.00000, 0.85764, -135.774, 0.806542, 9.96392, 0.630454, -100.628, 2.13163E-014, 90, 7.32411E-015, 14.0362, 2.67193E-014, 74.5778
1650, 33.00000, 0.142275, 157.251, 0.456729, -94.524, 0.141239, 161.982, 4.79328E-015, -166.607, 5.0634E-015, 37.875, 1.51007E-015, 36.0274
1750, 35.00000, 0.671869, -35.8657, 1.07189, 77.5889, 0.287135, -88.9576, 1.91783E-014, 84.6855, 1.17243E-014, 155.376, 6.76417E-015, -156.801
1850, 37.00000, 0.214586, -163.486, 0.47809, 39.657, 0.3363, -89.4384, 1.98603E-015, 26.5651, 2.22045E-015, -143.13, 3.46845E-015, 39.8056
1950, 39.00000, 0.163747, 56.8207, 0.264445, 170.557, 0.16646, -6.50707, 4.26534E-015, 128.66, 2.0107E-015, -83.6598, 3.20237E-015, -33.6901
2050, 41.00000, 0.190061, 29.8028, 0.344937, 164.654, 0.105382, 77.0206, 2.70129E-015, 9.46232, 8.88178E-016, 180, 2.34202E-015, 84.5597
2150, 43.00000, 0.214706, 61.684, 0.397711, -150.65, 0.264917, 96.577, 3.55271E-015, -90, 3.97205E-015, -116.565, 3.58036E-015, 82.875
2250, 45.00000, 0.0845926, -129.126, 0.192996, -128.416, 0.0957544, 156.752, 1.13221E-015, -11.3099, 8.00593E-016, -56.3099, 2.38375E-015, -27.7585
2350, 47.00000, 0.405851, -156.94, 0.486745, -73.2136, 0.318664, 114.063, 9.93014E-016, -26.5651, 2.36037E-015, -138.814, 4.213E-015, -71.565
2450, 49.00000, 0.347115, 169.691, 0.41941, -16.1117, 0.29598, -141.838, 9.21151E-015, 74.6237, 2.22045E-016, 0, 5.0634E-015, -74.7449
