Freq, Harmonic, V1, VAngle1, V2, VAngle2, V3, VAngle3, I1, IAngle1, I2, IAngle2, I3, IAngle3
50, 1.00000, 234.906, -31.7551, 221.088, -150.964, 197.123, 85.0519, 2.57244E-011, 81.8699, 7.49989E-012, 165.964, 3.63798E-011, -143.13
100, 2.00000, 0.0116967, 126.234, 0.00727959, 148.01, 0.0483209, 161.768, 4.55191E-015, 102.68, 1.33689E-015, 85.2364, 7.16072E-015, -29.7449
150, 3.00000, 0.48001, -73.2755, 0.72239, -65.1243, 1.86745, -87.597, 6.20455E-014, -23.6294, 9.34573E-014, 81.2538, 5.68434E-014, 180
200, 4.00000, 0.0110595, -158.239, 0.0167873, 37.2971, 0.0578969, -48.0879, 1.40433E-015, -18.4349, 2.66454E-015, 180, 4.17184E-015, 154.799
250, 5.00000, 0.35141, 58.5312, 0.147542, 125.261, 0.130591, -41.4261, 1.68812E-014, 178.493, 1.18498E-014, 102.995, 7.5886E-015, -69.444
300, 6.00000, 0.0052272, -9.19437, 0.0163005, -11.0537, 0.0860939, 173.584, 5.32907E-015, -90, 4.0214E-015, -83.6598, 8.88178E-015, 53.1301
350, 7.00000, 0.40208, -142.917, 0.640039, 109.5, 0.790572, -28.1814, 6.99803E-014, 23.9625, 2.13163E-014, -90, 5.7834E-014, 47.4896
400, 8.00000, 0.024136, 78.9399, 0.0241407, 122.171, 0.0771234, 179.81, 9.93014E-016, 63.4349, 1.61651E-015, 164.055, 3.66205E-015, -104.036
450, 9.00000, 0.24658, -133.172, 0.309032, -119.01, 1.10507, -130.539, 3.49902E-014, -23.9625, 7.94411E-015, 63.4349, 7.10543E-015, -90
500, 10.00000, 0.00159638, -16.2844, 0.0213656, 66.3276, 0.0263369, 91.7509, 4.71028E-016, -135, 5.55112E-016, -53.1301, 9.15513E-016, 104.036
550, 11.00000, 0.495695, 127.461, 0.666599, -138.353, 0.550756, -82.3326, 2.16103E-014, -170.538, 1.13742E-014, 128.66, 3.55271E-015, 0
650, 13.00000, 0.0971454, -18.3657, 0.241122, -28.3848, 0.815598, 80.2933, 2.27485E-014, -51.3402, 1.46482E-014, 165.964, 2.84217E-014, 180
750, 15.00000, 0.22431, -17.2567, 0.28053, 0.424048, 0.288603, 147.619, 8.48431E-015, -96.009, 6.76417E-015, -66.8014, 1.55114E-014, 66.3706
850, 17.00000, 0.216243, 55.4915, 0.369092, 110.175, 0.614347, -154.207, 7.16072E-015, 150.255, 9.44147E-015, -131.186, 1.74951E-014, -113.962
950, 19.00000, 0.212708, -88.6522, 0.269749, 143.124, 0.512433, 40.9631, 6.9369E-015, 129.806, 8.88178E-015, 53.1301, 8.74754E-015, -113.962
1050, 21.00000, 0.132191, 116.205, 0.152655, 158.08, 0.103174, 105.964, 1.09344E-015, -113.962, 4.57757E-016, -14.0362, 8.88178E-016, 90
1150, 23.00000, 0.230355, 130.073, 0.399867, -118.945, 0.321904, -18.0693, 6.28037E-015, 8.1301, 5.32907E-015, 180, 6.40475E-015, 56.3099
1250, 25.00000, 0.115667, 27.1909, 0.228798, -128.395, 0.121128, -174.413, 4.70504E-015, -109.29, 1.19575E-015, 21.8014, 2.26442E-015, 78.6901
1350, 27.00000, 0.239433, -134.517, 0.0777624, -84.3747, 0.525026, -90.2228, 1.27168E-014, -167.905, 4.44089E-015, 90, 3.55271E-015, 0
1450, 29.00000, 0.405305, -112.585, 0.351417, 2.10333, 0.373456, 44.7804, 1.68987E-014, 3.01279, 2.22045E-015, 180, 4.44089E-016, -90
1550, 31.00000, 0.377971, 127.04, 0.554856, 73.1461, 0.897526, -114.249, 1.82887E-014, 119.055, 3.97205E-015, 26.5651, 1.15463E-014, -157.38
1650, 33.00000, 0.342713, 53.3866, 0.289689, 84.5807, 0.276671, -131.681, 1.57276E-014, 166.945, 5.17893E-015, 59.0362, 4.0943E-015, 77.4712
1750, 35.00000, 0.668253, -8.58403, 0.30133, 114.062, 0.392995, 127.667, 2.39149E-015, 111.801, 5.0243E-015, 135, 8.88178E-015, -90
1850, 37.00000, 0.178444, -14.6168, 0.435025, 111.633, 0.369811, 156.112, 2.22045E-015, 90, 1.98603E-015, 63.4349, 4.52884E-015, 11.3099
1950, 39.00000, 0.203054, 147.372, 0.134987, 162.446, 0.0894349, 44.8443, 8.62265E-015, -101.889, 1.37327E-015, -104.036, 2.07407E-015, -164.476
2050, 41.00000, 0.289329, 106.985, 0.314617, -81.6839, 0.122142, 99.1936, 3.1792E-015, 114.775, 2.5317E-015, 37.875, 8.46395E-015, 94.514
2150, 43.00000, 0.0448177, 67.1181, 0.419352, -88.5485, 0.0123092, -80.8974, 2.48564E-015, 23.7026, 1.74684E-015, -72.4287, 1.40707E-015, 112.011
2250, 45.00000, 0.108206, -77.0968, 0.139863, -17.6083, 0.351216, 164.185, 5.32907E-015, 0, 1.98603E-015, -116.565, 3.66205E-015, 14.0362
2350, 47.00000, 0.592175, -142.379, 0.257117, 18.9862, 0.356975, -34.9089, 6.23309E-015, 4.08562, 2.22045E-015, -90, 2.67377E-015, 85.2364
2450, 49.00000, 0.0599343, 14.1489, 0.547203, 29.3711, 0.127315, 153.606, 3.33991E-015, -21.4477, 1.18018E-015, -138.814, 6.66527E-015, 75.0378
