Freq, Harmonic, V1, VAngle1, V2, VAngle2, V3, VAngle3, I1, IAngle1, I2, IAngle2, I3, IAngle3
50, 1.00000, 231.853, -30.836, 228.908, -151.27, 232.441, 89.1828, 1.46652E-011, -60.2551, 5.6418E-011, -159.228, 6.21658E-011, 69.444
100, 2.00000, 0.00417572, 145.136, 0.00639085, 147.773, 0.0263908, 172.103, 2.36037E-015, -41.1859, 4.00297E-016, 33.6901, 2.80867E-015, -108.435
150, 3.00000, 0.329259, -91.1402, 0.26031, -64.8918, 0.449665, -99.1135, 1.34538E-013, -147.674, 5.0243E-014, 171.87, 6.35529E-014, 153.435
200, 4.00000, 0.00569253, -147.977, 0.0117181, 27.2636, 0.0346375, -1.33391, 2.02616E-015, -138.888, 8.9509E-016, 97.125, 0, 0
250, 5.00000, 0.212716, -95.7968, 0.196256, 29.2706, 0.389783, -44.8102, 1.63772E-014, 130.601, 3.17764E-014, -153.435, 5.1238E-014, -146.31
300, 6.00000, 0.0156849, 84.7137, 0.0116017, 73.2877, 0.101272, -172.664, 3.23302E-015, -15.9454, 9.15513E-016, -75.9638, 1.24345E-014, 180
350, 7.00000, 0.226317, -102.07, 0.174269, 138.198, 0.419527, -29.7549, 3.90799E-014, 180, 1.85457E-014, -106.699, 6.21725E-014, 126.87
400, 8.00000, 0.0123415, 98.2236, 0.0165988, 140.098, 0.0481378, -152.257, 1.83103E-015, -104.036, 5.23691E-016, -57.9946, 2.39149E-015, 68.1986
450, 9.00000, 0.173291, -153.399, 0.22445, -162.675, 0.500802, -93.2517, 2.14638E-014, -24.444, 7.32411E-015, 14.0362, 3.70914E-014, 163.301
500, 10.00000, 0.00341948, 71.9905, 0.023586, 70.9898, 0.0471328, 143.776, 3.14018E-016, 45, 4.96507E-016, -153.435, 3.02472E-015, -47.2312
550, 11.00000, 0.381121, 124.562, 0.287451, -154.497, 0.289688, -125.222, 1.35575E-014, 148.393, 2.84356E-015, 141.34, 1.74951E-014, -66.0375
650, 13.00000, 0.219683, 17.3334, 0.20893, -83.6747, 0.347502, 99.0578, 2.19723E-014, -75.9638, 5.61733E-015, 18.4349, 1.12347E-014, 71.565
750, 15.00000, 0.101212, 99.6903, 0.113868, 36.5021, 0.309641, -146.804, 1.2315E-014, -154.359, 1.83103E-015, -75.9638, 5.32907E-015, 90
850, 17.00000, 0.10756, 19.295, 0.0472767, 122.186, 0.131678, -75.4262, 1.48952E-015, 26.5651, 9.15513E-016, 14.0362, 4.78299E-015, 21.8014
950, 19.00000, 0.129708, -3.13562, 0.238698, 123.019, 0.233033, -175.995, 7.5886E-015, 110.556, 3.97205E-015, -63.4349, 3.20237E-015, 146.31
1050, 21.00000, 0.0940427, -102.636, 0.0774619, 174.576, 0.185608, 35.6683, 7.16072E-015, -150.255, 3.58036E-015, 150.255, 1.77636E-015, 180
1150, 23.00000, 0.146216, 135.746, 0.0491317, -113.305, 0.140788, 138.391, 1.19575E-015, -111.801, 1.11022E-015, 90, 8.88178E-016, 180
1250, 25.00000, 0.0346817, 94.9977, 0.028445, -131.919, 0.152886, 125.499, 3.03032E-015, 81.573, 2.22045E-016, -90, 7.32411E-015, 104.036
1350, 27.00000, 0.0580007, 20.7472, 0.166922, -43.3318, 0.0522394, -29.7547, 1.06633E-015, 128.66, 1.13221E-015, 101.31, 3.69055E-015, -133.781
1450, 29.00000, 0.231399, -53.7132, 0.195352, -9.80406, 0.229973, 82.302, 1.60119E-015, 146.31, 2.39149E-015, -68.1986, 6.77873E-015, -58.3925
1550, 31.00000, 0.287968, -144.482, 0.188922, 154.802, 0.530515, -48.5355, 1.25313E-014, -172.875, 3.97205E-015, 153.435, 9.93014E-015, 10.3048
1650, 33.00000, 0.221395, -158.157, 0.276754, 174.163, 0.498555, -38.6482, 7.53644E-015, -45, 4.72073E-015, -138.814, 6.04027E-015, 143.973
1750, 35.00000, 0.0448354, 93.6395, 0.338428, 140.272, 0.394873, -82.2049, 9.14436E-015, 60.9454, 5.77316E-015, -157.38, 8.426E-015, -18.4349
1850, 37.00000, 0.153704, 177.607, 0.204509, 123.171, 0.174248, -55.91, 5.00955E-015, -12.8043, 1.79018E-015, 60.2551, 9.15513E-015, -157.166
1950, 39.00000, 0.0858735, 124.033, 0.0161992, -69.7725, 0.0736066, -82.0971, 4.83457E-015, -111.557, 3.14018E-016, -135, 1.24127E-015, 26.5651
2050, 41.00000, 0.108113, 113.32, 0.0605998, -95.8327, 0.0681922, -123.194, 1.93892E-015, 13.2405, 7.21645E-016, 0, 1.66995E-015, 74.5778
2150, 43.00000, 0.0519578, 35.8121, 0.108326, -58.613, 0.0898722, -163.367, 2.43301E-015, -27.1497, 1.5896E-015, -102.095, 2.00148E-015, 33.6901
2250, 45.00000, 0.050466, -84.2594, 0.0298676, 81.9175, 0.0602421, -77.4538, 1.14439E-015, 140.906, 5.55112E-017, 90, 1.54636E-015, -111.038
2350, 47.00000, 0.144518, -101.546, 0.142731, 31.0674, 0.102576, 157.182, 3.47732E-015, 163.301, 4.57757E-016, 165.964, 2.09476E-015, 147.995
2450, 49.00000, 0.116567, -151.078, 0.155644, 68.0159, 0.101004, -7.94065, 2.04715E-015, -12.5288, 1.33227E-015, 180, 4.96507E-016, 153.435
