Freq, Harmonic, V1, VAngle1, V2, VAngle2, V3, VAngle3, I1, IAngle1, I2, IAngle2, I3, IAngle3
50, 1.00000, 209.966, -33.1366, 208.396, -153.919, 214.6, 87.178, 1.10645E-011, 99.4623, 2.47409E-011, 162.897, 0, 0
100, 2.00000, 0.0159642, -63.1016, 0.0211842, 38.3868, 0.0246811, 176.739, 4.57757E-016, 104.036, 1.46027E-015, 171.254, 1.98603E-015, -153.435
150, 3.00000, 1.05201, -82.294, 2.06239, -89.2408, 1.3063, -90.5885, 3.99187E-014, -69.1455, 1.51772E-014, -20.556, 1.17186E-013, -75.9638
200, 4.00000, 0.0323462, -160.365, 0.0356609, 43.9124, 0.0330612, -48.1065, 1.83103E-015, 14.0362, 4.96507E-016, -116.565, 0, 0
250, 5.00000, 0.435939, -91.9704, 0.716445, -172.243, 0.590569, 151.42, 2.07157E-014, 120.964, 1.77636E-014, 36.8699, 2.71149E-014, 148.393
300, 6.00000, 0.0235152, -155.009, 0.0014124, -90.6404, 0.0279051, -174.446, 4.74287E-016, 110.556, 4.57757E-016, 75.9638, 6.28037E-016, 135
350, 7.00000, 0.25299, -145.576, 0.849008, 99.1306, 0.363897, -8.50564, 1.06581E-014, -90, 3.52597E-014, 49.0856, 1.06581E-014, 180
400, 8.00000, 0.0311327, -17.9229, 0.0465167, 83.1436, 0.0390422, -155.024, 7.1089E-016, -38.6598, 2.48253E-016, -116.565, 4.44089E-016, 180
450, 9.00000, 0.618388, -164.62, 0.834989, -111.581, 0.608217, -156.778, 6.40475E-015, -146.31, 1.08052E-014, -80.5377, 1.00486E-014, 45
500, 10.00000, 0.0087967, 20.479, 0.0219057, 81.0638, 0.00803257, 43.4439, 2.35922E-016, -28.0725, 6.46324E-016, -165.069, 1.11022E-016, 0
550, 11.00000, 0.701528, 85.1116, 0.753348, -147.815, 0.452407, -35.3741, 2.16832E-014, 55.008, 1.72453E-014, -34.5085, 1.46482E-014, 75.9638
650, 13.00000, 0.700563, -16.2344, 0.476875, -82.4939, 0.512381, 127.232, 5.68712E-015, 128.66, 9.93014E-015, 26.5651, 8.88178E-015, 0
750, 15.00000, 0.100178, -34.4193, 0.262923, 89.7776, 0.106903, 158.084, 8.00593E-016, 123.69, 3.46845E-015, -140.194, 2.22045E-016, 0
850, 17.00000, 0.386536, -13.8751, 0.91017, 115.183, 0.359039, -111.445, 1.35283E-014, -66.8014, 5.0243E-015, -135, 3.97205E-015, -153.435
950, 19.00000, 0.21489, -81.7305, 0.484934, 157.22, 0.437046, 57.0908, 3.7943E-015, 110.556, 1.77636E-015, 0, 7.10543E-015, 0
1050, 21.00000, 0.302832, 78.7229, 0.271435, -171.941, 0.155994, 64.5849, 8.88178E-016, 90, 2.84356E-015, -141.34, 1.98603E-015, 153.435
1150, 23.00000, 0.358236, 97.3841, 0.519545, -112.117, 0.322619, 15.4157, 5.40258E-015, -99.4623, 3.66205E-015, -165.964, 1.25607E-015, -135
1250, 25.00000, 0.154135, -84.9246, 0.0768421, 19.2489, 0.0686306, -102.382, 2.84356E-015, 128.66, 8.00593E-016, -33.6901, 1.33227E-015, 90
1350, 27.00000, 0.435396, -110.73, 0.333277, -72.1943, 0.238626, -105.456, 3.14018E-015, -81.8699, 2.84356E-015, -141.34, 3.7943E-015, -20.556
1450, 29.00000, 0.467611, -139.923, 0.316396, 9.41778, 0.435264, 119.884, 9.56597E-015, 111.801, 1.83103E-015, -165.964, 8.37906E-015, 57.9946
1550, 31.00000, 0.701773, 170.985, 0.504419, 55.8925, 0.556006, -53.3178, 9.93014E-015, -79.6952, 6.9369E-015, 140.194, 1.98603E-015, 63.4349
1650, 33.00000, 0.0851132, 96.809, 0.132374, -56.0375, 0.192356, -128.953, 1.83103E-015, 75.9638, 4.96507E-016, 116.565, 1.88411E-015, 45
1750, 35.00000, 0.48063, -57.9969, 0.429878, 23.141, 0.619934, -168.827, 6.77873E-015, 31.6075, 1.77636E-015, -90, 7.10543E-015, 0
1850, 37.00000, 0.263806, 170.514, 0.562014, 18.963, 0.363182, -115.442, 1.98603E-015, 116.565, 5.61733E-015, 108.435, 1.83103E-015, 165.964
1950, 39.00000, 0.341443, -98.1957, 0.27699, 61.5034, 0.204846, -75.3214, 5.97564E-015, -144.834, 9.93014E-016, -153.435, 1.33227E-015, 180
2050, 41.00000, 0.0929816, 15.1168, 0.406967, 83.5062, 0.173078, 15.6429, 2.23152E-015, -95.7106, 8.88178E-016, 0, 9.93014E-016, 153.435
2150, 43.00000, 0.361426, 22.2878, 0.406805, 157.315, 0.177465, 9.60137, 4.05193E-015, -80.5377, 1.29948E-015, 160.017, 1.73422E-015, -140.194
2250, 45.00000, 0.266217, 38.3939, 0.496178, 179.376, 0.146353, 55.8934, 4.55191E-015, 180, 1.83103E-015, -104.036, 7.4476E-016, 153.435
2350, 47.00000, 0.378661, 150.001, 0.574123, -106.238, 0.577983, 79.0653, 4.52884E-015, 11.3099, 3.97205E-015, -153.435, 3.66205E-015, 14.0362
2450, 49.00000, 0.50591, 128.552, 0.480152, -69.8759, 0.226924, 176.667, 4.0214E-015, 96.3402, 1.83103E-015, 75.9638, 2.51215E-015, -135
