Freq, Harmonic, V1, VAngle1, V2, VAngle2, V3, VAngle3, I1, IAngle1, I2, IAngle2, I3, IAngle3
50, 1.00000, 218.175, -32.4486, 236.743, -150.875, 228.194, 89.2237, 1.87276E-011, 150.945, 2.84717E-011, 26.5651, 2.91038E-011, -90
100, 2.00000, 0.00500561, -83.7638, 0.0160776, 53.0036, 0.00181533, -154.208, 9.22638E-016, -158.839, 8.62212E-016, 56.8215, 1.13221E-015, 168.69
150, 3.00000, 1.02797, -57.425, 0.42534, -95.8971, 0.335373, -58.8826, 2.26093E-014, 45, 3.27544E-014, 102.529, 4.93559E-014, 120.256
200, 4.00000, 0.0272578, 176.038, 0.0246325, 120.414, 0.0145289, -7.40618, 9.93014E-016, 26.5651, 1.95652E-015, -121.661, 2.23152E-015, -84.2894
250, 5.00000, 1.31327, 70.2041, 0.0494003, -127.222, 0.0537859, 150.386, 1.01298E-013, -170.538, 5.15029E-015, -172.569, 2.51215E-015, 45
300, 6.00000, 0.0440914, 176.806, 0.0680112, 178.137, 0.0327594, 162.63, 1.15911E-015, 73.3008, 1.48952E-015, 63.4349, 6.66134E-016, 0
350, 7.00000, 1.1793, -152.083, 0.440296, 104.603, 0.245996, 10.8208, 6.13695E-014, -131.186, 2.48094E-014, -45.7252, 4.32206E-014, 99.4623
400, 8.00000, 0.0389319, -13.9359, 0.0252607, 94.1471, 0.0166154, -89.7105, 1.66903E-015, -86.1859, 1.8882E-015, -178.315, 4.57757E-016, -14.0362
450, 9.00000, 0.988166, -88.7504, 0.432875, -123.267, 0.462961, -150.193, 1.50729E-014, -135, 1.09862E-014, 104.036, 2.5619E-014, 56.3099
500, 10.00000, 0.00384285, 132.173, 0.0325115, -93.0385, 0.0142521, -178.374, 4.74287E-016, 69.444, 1.39111E-015, -151.39, 5.55112E-016, -36.8699
550, 11.00000, 0.518128, 74.0402, 0.108299, 105.345, 0.451932, -23.1865, 1.7585E-014, -135, 1.77636E-015, 90, 2.30926E-014, -112.62
650, 13.00000, 0.251386, 143.881, 0.1346, -153.49, 0.386239, 106.247, 1.2339E-014, -149.744, 5.40258E-015, -170.538, 3.55271E-015, 0
750, 15.00000, 0.052667, -24.7729, 0.256055, -148.312, 0.0275214, -45.1524, 2.9358E-015, 105.35, 3.27516E-015, -90, 2.45256E-015, 84.8056
850, 17.00000, 0.323217, 8.622, 0.067669, -155.568, 0.105909, -151.823, 1.2518E-014, 96.6208, 1.19575E-015, -158.199, 5.49308E-015, 14.0362
950, 19.00000, 0.276365, -131.196, 0.13441, -66.95, 0.0507081, 44.8145, 5.17535E-015, 54.6052, 1.72353E-015, -14.9314, 5.73138E-015, 21.5953
1050, 21.00000, 0.0967176, -160.542, 0.172072, 29.6842, 0.0876885, 98.2157, 6.28037E-016, -135, 9.93014E-016, 153.435, 9.93014E-016, -153.435
1150, 23.00000, 0.159047, 84.9745, 0.0938653, -23.3646, 0.225726, -28.8196, 1.60119E-015, -56.3099, 9.93014E-016, 153.435, 1.55431E-015, 0
1250, 25.00000, 0.330956, -18.8084, 0.16106, -113.012, 0.21715, 159.283, 4.18953E-015, 122.005, 4.72073E-015, 41.1859, 2.18689E-015, -23.9625
1350, 27.00000, 0.317431, -77.0833, 0.115514, 174.45, 0.0840067, -78.14, 3.61462E-015, -47.4896, 1.29473E-015, 120.964, 1.79018E-015, -82.875
1450, 29.00000, 0.532766, 179.634, 0.311923, 13.0787, 0.360235, 108.949, 6.04027E-015, 53.9726, 9.15513E-016, -14.0362, 5.40258E-015, -9.46232
1550, 31.00000, 0.502905, 127.716, 0.425026, 47.2415, 0.666543, -31.3789, 5.61733E-015, -161.565, 3.97205E-015, -153.435, 4.44089E-015, 126.87
1650, 33.00000, 0.146197, -10.6185, 0.372648, -57.468, 0.250993, -145.704, 7.32411E-015, -104.036, 1.83103E-015, 75.9638, 2.97904E-015, -153.435
1750, 35.00000, 0.716543, -30.5551, 0.59334, 173.798, 0.420645, -118.205, 7.2836E-015, -37.5686, 3.66205E-015, 165.964, 2.84356E-015, 128.66
1850, 37.00000, 0.543358, -136.53, 0.257012, 70.7049, 0.166161, 56.4122, 9.76996E-015, 0, 1.83103E-015, 104.036, 4.37377E-015, 23.9625
1950, 39.00000, 0.518858, 148.229, 0.142484, 17.7315, 0.19231, 5.82874, 3.38208E-015, 66.8014, 8.00593E-016, -146.31, 1.60119E-015, 33.6901
2050, 41.00000, 0.50963, 58.7856, 0.222299, -52.9182, 0.210197, -26.9284, 4.86982E-015, 155.772, 1.40433E-015, 108.435, 2.58946E-015, -149.036
2150, 43.00000, 0.507316, -12.8337, 0.234802, -144.685, 0.350052, -141.252, 4.18953E-015, -57.9946, 1.79018E-015, 82.875, 3.46845E-015, -39.8056
2250, 45.00000, 0.462496, -107.642, 0.123029, 124.002, 0.244487, 114.362, 2.72175E-015, 11.7683, 1.89715E-015, 159.444, 1.25607E-015, 135
2350, 47.00000, 0.605241, -179.686, 0.367766, 48.2016, 0.265444, 80.9752, 6.76417E-015, 66.8014, 1.83103E-015, -14.0362, 3.10862E-015, 90
2450, 49.00000, 0.518171, 101.291, 0.219352, -32.4518, 0.378243, -26.6162, 5.34754E-015, 48.3665, 1.60119E-015, -33.6901, 1.11022E-015, 126.87
