Freq, Harmonic, V1, VAngle1, V2, VAngle2, V3, VAngle3, I1, IAngle1, I2, IAngle2, I3, IAngle3
50, 1.00000, 232.819, -32.6602, 228.001, -150.187, 195.319, 85.6555, 5.75215E-012, 71.565, 1.96754E-011, -33.6901, 1.02898E-011, 135
100, 2.00000, 0.0119143, 99.6951, 0.0311016, 68.377, 0.0477735, 161.193, 1.04738E-015, -122.005, 4.57757E-016, 104.036, 1.77636E-015, 90
150, 3.00000, 0.550281, -120.616, 1.11195, -104.643, 1.71982, -101.932, 4.32206E-014, 170.538, 1.42109E-014, -90, 2.84217E-014, 90
200, 4.00000, 0.0138339, -151.713, 0.0124652, 93.7001, 0.066928, -37.9181, 1.25607E-015, 45, 8.88178E-016, 0, 2.15566E-015, -124.509
250, 5.00000, 0.246228, -99.0298, 0.0664506, -85.6199, 0.150727, -75.3812, 9.10383E-015, -12.6804, 6.23309E-015, 175.914, 5.32907E-015, 0
300, 6.00000, 0.028558, 74.1969, 0.0434416, 143.275, 0.133529, 166.501, 0, 0, 9.93014E-016, -63.4349, 7.32411E-015, -75.9638
350, 7.00000, 0.451509, -120.873, 0.249109, -173.286, 0.958831, -32.8501, 1.42109E-014, 90, 7.10543E-015, -90, 1.77636E-015, 180
400, 8.00000, 0.0309895, 72.6502, 0.0626233, 89.7208, 0.0863029, -171.47, 8.00593E-016, 33.6901, 1.11022E-015, 0, 8.88178E-016, -90
450, 9.00000, 0.398747, 170.004, 0.439593, -146.312, 1.13955, -127.631, 1.43214E-014, -97.125, 8.88178E-015, 53.1301, 1.88829E-014, 138.814
500, 10.00000, 0.00399642, -172.895, 0.00784284, -40.7128, 0.0496116, 107.777, 4.00297E-016, 56.3099, 0, 0, 1.60119E-015, 56.3099
550, 11.00000, 0.456679, 118.487, 0.314903, -177.244, 0.625433, -83.0764, 0, 0, 7.32411E-015, 165.964, 7.10543E-015, -90
650, 13.00000, 0.375383, -15.3404, 0.578035, -76.1127, 0.961231, 81.5335, 7.94411E-015, -116.565, 1.28095E-014, -146.31, 1.58882E-014, -63.4349
750, 15.00000, 0.275283, 29.8832, 0.147172, 152.876, 0.434616, 130.925, 6.04027E-015, 53.9726, 1.98603E-015, -26.5651, 3.66205E-015, -104.036
850, 17.00000, 0.278961, 69.6969, 0.556739, 135.841, 0.54124, -150.562, 2.51215E-015, -135, 3.58036E-015, 97.125, 1.08052E-014, 170.538
950, 19.00000, 0.219515, -88.0687, 0.345744, -98.5661, 0.486212, 73.745, 3.20237E-015, 146.31, 3.97205E-015, 153.435, 3.66205E-015, -14.0362
1050, 21.00000, 0.121885, 151.286, 0.0145343, -29.335, 0.0738888, -162.189, 9.15513E-016, 104.036, 2.48253E-016, -116.565, 8.88178E-016, 90
1150, 23.00000, 0.164801, -159.511, 0.325885, -60.3266, 0.364841, -2.93262, 4.44089E-015, 143.13, 5.61733E-015, 71.565, 5.61733E-015, 108.435
1250, 25.00000, 0.0564068, -19.8478, 0.163625, 78.0429, 0.0427445, 146.621, 1.04738E-015, -147.995, 7.85046E-016, 81.8699, 2.28878E-015, 129.094
1350, 27.00000, 0.202217, -124.726, 0.09929, 138.957, 0.64548, -59.4417, 3.7943E-015, 20.556, 4.44089E-016, -90, 3.20237E-015, -33.6901
1450, 29.00000, 0.272983, -97.3306, 0.0145152, -19.6755, 0.333314, 29.0234, 3.58036E-015, -150.255, 3.33067E-016, 180, 3.46845E-015, 140.194
1550, 31.00000, 0.487739, 104.24, 0.825704, 114.804, 0.881528, -121.099, 7.53644E-015, 135, 1.98603E-015, 63.4349, 7.10543E-015, 90
1650, 33.00000, 0.401679, 94.7756, 0.306649, 23.649, 0.823327, -168.122, 4.78299E-015, 21.8014, 8.88178E-016, 0, 1.77636E-015, -90
1750, 35.00000, 0.436339, -2.36612, 0.294881, 56.4434, 0.592598, 146.939, 5.32907E-015, 180, 1.77636E-015, 90, 3.72215E-015, 107.354
1850, 37.00000, 0.217608, 51.1418, 0.686909, 45.9422, 0.516607, 171.773, 1.25607E-015, -135, 0, 0, 5.34754E-015, -94.7636
1950, 39.00000, 0.0510576, -178.454, 0.147342, 104.694, 0.215996, -70.5353, 1.88411E-015, -45, 9.48575E-016, -159.444, 1.40433E-015, -108.435
2050, 41.00000, 0.253878, 16.8606, 0.132112, 60.7729, 0.154191, 108.656, 1.51007E-015, -53.9726, 5.55112E-016, -36.8699, 1.89715E-015, 69.444
2150, 43.00000, 0.0751574, -86.0274, 0.269517, -146.844, 0.159098, -26.9973, 9.93014E-016, 63.4349, 6.28037E-016, 135, 1.54237E-015, 120.256
2250, 45.00000, 0.0881428, -10.2354, 0.160389, -45.6848, 0.205705, 131.327, 5.55112E-016, 143.13, 8.9509E-016, -60.2551, 1.83103E-015, 104.036
2350, 47.00000, 0.381737, -153.457, 0.0147231, -134.089, 0.35162, -23.0195, 1.83103E-015, -75.9638, 2.70129E-015, -80.5377, 1.18018E-015, 48.8141
2450, 49.00000, 0.19058, 45.8473, 0.356118, 21.728, 0.213519, 133.878, 5.55112E-016, 90, 1.22125E-015, -90, 1.33227E-015, 0
