Freq, Harmonic, V1, VAngle1, V2, VAngle2, V3, VAngle3, I1, IAngle1, I2, IAngle2, I3, IAngle3
50, 1.00000, 187.315, -35.4304, 210.216, -154.798, 209.235, 87.3161, 1.22022E-011, -153.435, 3.83716E-011, -148.57, 8.13477E-012, 63.4349
100, 2.00000, 0.0402265, -82.8548, 0.0535564, 49.1495, 0.0534972, 171.873, 3.7943E-015, 159.444, 5.17893E-015, -59.0362, 7.32411E-015, 165.964
150, 3.00000, 2.75412, -93.7772, 2.25944, -103.281, 2.36612, -110.064, 2.53017E-013, 141.843, 6.67494E-014, -115.201, 1.13687E-013, 0
200, 4.00000, 0.0555686, -179.623, 0.0784231, 92.889, 0.0663347, -18.7829, 5.79021E-015, -32.4712, 1.55431E-015, 0, 5.0243E-015, 45
250, 5.00000, 1.63032, 65.7172, 1.3586, -173.425, 0.380081, 4.70734, 7.0256E-014, -2.89858, 3.90799E-014, -90, 6.11232E-014, -144.462
300, 6.00000, 0.107007, 142.736, 0.213422, 161.009, 0.155397, 155.96, 3.55271E-015, 90, 1.98603E-015, -63.4349, 7.5886E-015, 69.444
350, 7.00000, 1.4978, -156.15, 1.68533, 78.2794, 0.997837, -8.51832, 4.26326E-014, -90, 5.32907E-014, -126.87, 5.72858E-014, -29.7449
400, 8.00000, 0.0943016, -44.4805, 0.120485, 76.9686, 0.102713, -157.221, 3.46845E-015, -140.194, 2.39149E-015, -111.801, 7.16072E-015, 172.875
450, 9.00000, 1.94707, -132.502, 1.87456, -130.345, 1.44584, -147.848, 9.89672E-014, -21.0375, 6.82454E-014, -141.34, 7.10543E-014, -126.87
500, 10.00000, 0.0164529, 25.6838, 0.0796986, -122.422, 0.069416, 122.366, 1.11022E-015, -90, 2.31821E-015, 163.301, 1.77636E-015, -90
550, 11.00000, 1.0907, 48.2744, 0.556048, 126.535, 0.739204, -66.6535, 4.84851E-014, -81.573, 1.55114E-014, -156.371, 2.16103E-014, -99.4623
650, 13.00000, 0.559802, -8.56726, 0.377757, -151.841, 0.959356, 91.5169, 1.77636E-014, -126.87, 1.46482E-014, -104.036, 7.10543E-015, 90
750, 15.00000, 0.473716, 73.5572, 0.450441, 130.037, 0.503232, 129.513, 8.37906E-015, -32.0054, 5.40258E-015, 9.46232, 2.86429E-014, 82.875
850, 17.00000, 0.932749, -36.2353, 0.772474, 132.5, 0.909606, -124.54, 2.86429E-014, -119.745, 1.42109E-014, 180, 8.88178E-015, 36.8699
950, 19.00000, 0.381607, -94.7943, 0.325247, -144.924, 0.820723, 104.467, 1.77636E-015, 90, 5.0243E-015, 45, 7.10543E-015, 180
1050, 21.00000, 0.383122, 146.042, 0.0834063, 1.53269, 0.0933513, -59.8162, 4.86982E-015, 136.848, 3.61462E-015, 10.6197, 5.27794E-015, 112.249
1150, 23.00000, 0.443243, 52.3973, 0.442849, -66.7185, 0.409311, 19.1522, 1.56443E-014, 34.5923, 2.22045E-015, 53.1301, 3.55271E-015, 0
1250, 25.00000, 0.11383, 23.3596, 0.3371, 174.855, 0.0444678, -129.521, 2.95463E-015, -64.3978, 1.93892E-015, 103.241, 4.22469E-015, 176.987
1350, 27.00000, 0.865831, -115.863, 0.410534, -120.809, 0.193522, 20.6123, 2.71848E-014, -20.0631, 5.06826E-015, -118.811, 1.27168E-014, 114.775
1450, 29.00000, 0.910523, 131.698, 0.635614, -98.045, 0.604515, 62.584, 2.51215E-014, -81.8699, 6.9369E-015, -129.806, 5.40258E-015, -170.538
1550, 31.00000, 1.13326, 122.558, 1.22322, -24.2597, 1.46854, -92.1262, 4.32571E-014, 109.179, 7.10543E-015, 0, 2.86429E-014, 97.125
1650, 33.00000, 0.590324, 138.867, 0.789845, -162.6, 0.686638, -158.114, 7.16072E-015, -97.125, 1.08052E-014, -80.5377, 1.03959E-014, -70.0169
1750, 35.00000, 0.984756, -118.449, 1.37805, 46.9537, 0.626579, 179.736, 1.13742E-014, -51.3402, 1.19162E-014, 26.5651, 2.07157E-014, -30.9638
1850, 37.00000, 0.693371, 91.4235, 0.671042, -16.2454, 0.928366, -136.313, 4.44089E-014, -143.13, 5.49308E-015, 104.036, 1.98603E-015, 153.435
1950, 39.00000, 0.286504, -22.2917, 0.0412528, 121.103, 0.336973, -59.7678, 1.38223E-014, 90, 9.93014E-016, 26.5651, 2.22045E-015, -53.1301
2050, 41.00000, 0.475477, -42.8239, 0.5191, 84.4155, 0.399224, 179.562, 8.29627E-015, -74.4759, 3.46845E-015, -50.1944, 3.66205E-015, 75.9638
2150, 43.00000, 0.483021, -118.13, 0.561278, 117.802, 0.58569, 38.2205, 5.40258E-015, -9.46232, 2.66454E-015, 0, 3.97205E-015, -26.5651
2250, 45.00000, 0.672908, 90.8748, 0.225339, 87.991, 0.277509, -0.264449, 6.72029E-015, -172.405, 6.28037E-016, -45, 5.4208E-015, 124.992
2350, 47.00000, 0.907707, 59.0585, 0.941326, -114.722, 0.471083, -3.91962, 1.74951E-014, -23.9625, 1.77636E-015, 0, 1.18498E-014, -12.9946
2450, 49.00000, 0.541184, -0.976532, 0.583571, -146.795, 0.758881, 176.312, 7.5886E-015, 159.444, 3.97205E-015, -26.5651, 3.66205E-015, -104.036
