Freq, Harmonic, V1, VAngle1, V2, VAngle2, V3, VAngle3, I1, IAngle1, I2, IAngle2, I3, IAngle3
50, 1.00000, 194.688, -34.672, 196.863, -155.681, 206.562, 86.4205, 1.85501E-011, 168.69, 2.19035E-011, -4.76364, 1.62695E-011, 153.435
100, 2.00000, 0.0365443, -87.4041, 0.0118781, 32.7499, 0.0237988, -178.038, 9.42055E-016, 135, 9.15513E-016, 14.0362, 2.51215E-015, -45
150, 3.00000, 2.43905, -78.829, 2.13847, -71.9541, 1.86038, -77.1937, 1.02476E-013, 33.6901, 1.1099E-013, 50.1944, 2.54212E-013, -116.565
200, 4.00000, 0.0578928, -175.105, 0.0637355, 72.953, 0.0268066, -78.2828, 2.66511E-015, -178.807, 3.55965E-015, -3.57633, 0, 0
250, 5.00000, 1.75365, 62.7464, 1.27603, 160.802, 0.480198, 124.243, 6.83378E-014, 62.1027, 2.77476E-014, 50.1944, 0, 0
300, 6.00000, 0.0929881, 166.848, 0.100803, 173.751, 0.0344909, 44.516, 1.93892E-015, 13.2405, 6.40859E-015, -75.9638, 4.44089E-016, -90
350, 7.00000, 1.43483, -159.77, 2.20545, 72.1036, 0.333909, -8.31547, 3.73458E-014, 25.3462, 5.81876E-014, 148.736, 3.27544E-014, 40.6013
400, 8.00000, 0.0863677, -44.0413, 0.0574491, 93.2189, 0.0353719, -145.871, 1.73422E-015, -129.806, 2.39149E-015, 158.199, 1.60119E-015, -123.69
450, 9.00000, 1.65534, -124.673, 1.71255, -129.823, 1.1191, -175.222, 3.17764E-014, -63.4349, 1.58882E-014, -116.565, 2.5619E-014, 146.31
500, 10.00000, 0.0192893, -20.4703, 0.0391331, -117.198, 0.0248368, -90.6015, 1.13221E-015, 101.31, 7.85046E-016, 8.1301, 4.96507E-016, 26.5651
550, 11.00000, 0.937139, 57.3738, 1.04924, 179.892, 0.93334, -30.6262, 2.27485E-014, 38.6598, 1.19162E-014, -26.5651, 0, 0
650, 13.00000, 0.252494, -26.4737, 0.0441739, -128.304, 0.503795, 129.991, 7.32411E-015, -104.036, 1.77636E-015, 180, 3.55271E-015, 180
750, 15.00000, 0.218532, 145.387, 0.216612, -99.8842, 0.0423513, 115.835, 3.22729E-015, -139.185, 2.88711E-015, -127.972, 1.73422E-015, 140.194
850, 17.00000, 0.786884, -27.6451, 0.405164, 91.2722, 0.736234, -140.228, 2.54336E-014, 24.7751, 7.32411E-015, -75.9638, 1.42109E-014, 90
950, 19.00000, 0.62086, -104.946, 0.199848, 87.8243, 0.362899, -10.3478, 6.28037E-015, 171.87, 0, 0, 9.93014E-015, -63.4349
1050, 21.00000, 0.0427406, 131.071, 0.306566, 54.2705, 0.186165, 76.6066, 2.97904E-015, 63.4349, 2.70129E-015, 9.46232, 2.80867E-015, -71.565
1150, 23.00000, 0.479924, 69.8337, 0.395984, 156.61, 0.686991, -33.2378, 1.00486E-014, -45, 9.44147E-015, -138.814, 3.97205E-015, -63.4349
1250, 25.00000, 0.400285, -35.748, 0.676535, 157.318, 0.240165, 18.2531, 1.22929E-014, 163.202, 9.58914E-015, 47.8156, 1.77636E-015, 90
1350, 27.00000, 0.407696, -128.229, 0.764372, -170.531, 0.291715, -161.733, 9.535E-015, -27.7585, 1.77636E-015, -90, 1.25607E-015, -45
1450, 29.00000, 0.814659, 126.095, 0.798233, -94.7235, 0.892913, 79.5049, 2.51215E-014, 8.1301, 2.51215E-015, 45, 3.55271E-015, 90
1550, 31.00000, 1.33517, 108.046, 1.34524, -54.6716, 0.598158, -85.4338, 7.16072E-015, 60.2551, 1.08052E-014, 9.46232, 1.19162E-014, 153.435
1650, 33.00000, 0.342452, -157.372, 0.538189, -91.9347, 0.369583, 78.6732, 3.97205E-015, 63.4349, 8.88178E-016, -90, 4.78299E-015, -111.801
1750, 35.00000, 1.44792, -108.644, 1.20943, 21.0773, 1.15263, 157.253, 3.01981E-014, -28.0725, 7.94411E-015, 63.4349, 3.55271E-015, 90
1850, 37.00000, 0.541263, 172.537, 0.807174, -9.87898, 0.630145, -95.3725, 1.19492E-014, 48.0128, 4.78299E-015, -21.8014, 1.20805E-014, 107.103
1950, 39.00000, 0.175034, 44.4812, 0.499203, 24.3072, 0.408598, -62.3268, 3.58036E-015, 60.2551, 7.22925E-015, -10.6197, 4.78299E-015, -158.199
2050, 41.00000, 0.553054, -32.669, 0.474394, 103.009, 0.434555, -76.2156, 9.15513E-016, -14.0362, 2.70129E-015, 9.46232, 4.78299E-015, -21.8014
2150, 43.00000, 0.739351, -65.7966, 0.818005, 116.478, 0.345305, 58.4715, 2.22045E-015, -126.87, 2.80867E-015, -108.435, 8.10387E-015, 9.46232
2250, 45.00000, 0.345604, 134.241, 0.584631, 96.7701, 0.318378, 9.07127, 3.38208E-015, 66.8014, 4.44089E-016, 180, 3.58036E-015, -172.875
2350, 47.00000, 0.898497, 81.1233, 0.667171, -136.949, 1.09175, 6.13465, 1.4349E-014, 158.199, 3.20237E-015, 146.31, 1.78522E-014, -84.2894
2450, 49.00000, 1.0108, 30.1695, 0.814215, -139.305, 0.391565, 175.306, 4.72073E-015, 48.8141, 3.20237E-015, 146.31, 6.66134E-015, 126.87
