Freq, Harmonic, V1, VAngle1, V2, VAngle2, V3, VAngle3, I1, IAngle1, I2, IAngle2, I3, IAngle3
50, 1.00000, 195.596, -34.6886, 206.422, -154.483, 217.012, 87.5793, 1.32424E-011, -105.945, 9.09495E-012, 143.13, 7.27596E-012, 180
100, 2.00000, 0.0252064, -83.7006, 0.0197079, 62.1734, 0.0430569, 171.195, 3.23302E-015, 164.055, 1.98603E-015, 63.4349, 3.97205E-015, 116.565
150, 3.00000, 2.02109, -71.5348, 1.51544, -73.9689, 1.51779, -92.0719, 3.39842E-013, -128.847, 8.6167E-014, -8.29714, 1.53056E-013, 111.801
200, 4.00000, 0.0480063, -171.19, 0.0428379, 67.0152, 0.0639206, -15.8122, 6.31169E-015, -129.289, 3.30093E-015, -109.654, 7.16072E-015, 97.125
250, 5.00000, 0.683354, 34.747, 0.329169, 176.863, 1.05557, -45.0927, 5.1238E-014, -146.31, 2.13163E-014, 0, 4.01944E-014, -45
300, 6.00000, 0.0707542, 151.348, 0.0743989, 154.27, 0.173729, 173.626, 9.36807E-015, -58.5704, 4.44089E-015, 126.87, 5.32907E-015, 180
350, 7.00000, 1.22562, -161.68, 1.02803, 80.0834, 1.21935, -25.5008, 3.03544E-014, -159.444, 1.42109E-014, 0, 6.99803E-014, 23.9625
400, 8.00000, 0.0510302, -39.2585, 0.0573924, 95.8053, 0.0946631, -154.689, 2.58946E-015, 30.9638, 1.33227E-015, 90, 5.40258E-015, -170.538
450, 9.00000, 1.3676, -133.46, 1.11761, -142.787, 1.18214, -118.813, 6.55088E-014, -49.3987, 2.00972E-014, -45, 7.10543E-014, 0
500, 10.00000, 0.0254842, 24.2633, 0.0120238, -63.6204, 0.0681497, 131.917, 1.14439E-015, -67.1663, 6.28037E-016, -45, 2.84356E-015, 38.6598
550, 11.00000, 1.0102, 62.6325, 0.726072, -179.35, 0.582167, -83.8319, 3.55271E-014, 36.8699, 1.13742E-014, -51.3402, 3.55271E-015, 90
650, 13.00000, 0.445553, -9.19556, 0.333028, -138.923, 0.61786, 85.1028, 1.25607E-014, 81.8699, 3.55271E-015, 0, 1.42109E-014, -90
750, 15.00000, 0.142481, 146.507, 0.0932312, 160.521, 0.468735, 174.988, 3.55271E-015, 180, 1.77636E-015, 180, 1.88829E-014, 131.186
850, 17.00000, 0.537028, -41.1302, 0.369899, 115.245, 0.47366, -118.755, 7.32411E-015, 75.9638, 9.05768E-015, -78.6901, 1.78135E-014, 4.28915
950, 19.00000, 0.229893, -108.636, 0.335288, 78.8299, 0.306501, 121.169, 1.4349E-014, 158.199, 5.95808E-015, 153.435, 8.88178E-016, 180
1050, 21.00000, 0.0677834, 84.8126, 0.091192, 28.8915, 0.237329, -29.2734, 7.85674E-015, -47.2906, 1.98603E-015, -26.5651, 2.88658E-015, 0
1150, 23.00000, 0.482655, 43.2199, 0.25, -151.655, 0.131197, 11.1223, 1.05862E-014, 170.34, 6.10925E-015, -70.9065, 1.83103E-015, -165.964
1250, 25.00000, 0.304597, -64.5707, 0.379724, 154.88, 0.382337, 99.7002, 2.80867E-015, 71.565, 5.68712E-015, 141.34, 6.40475E-015, -33.6901
1350, 27.00000, 0.532749, -133.855, 0.362179, -141.092, 0.208824, 61.8001, 1.77636E-015, 0, 3.55271E-015, 90, 5.61733E-015, 18.4349
1450, 29.00000, 0.694136, 152.318, 0.76893, -65.2987, 0.822508, 51.5489, 1.08052E-014, -99.4623, 1.98603E-015, -116.565, 1.81154E-014, -168.69
1550, 31.00000, 1.00882, 120.679, 0.677356, -27.9318, 1.40489, -92.4899, 1.58882E-014, 63.4349, 3.97205E-015, 153.435, 3.55271E-015, -90
1650, 33.00000, 0.294581, -143.83, 0.304283, -167.65, 0.800276, -102.698, 1.38738E-014, -140.194, 5.0243E-015, -45, 3.10227E-014, 76.7595
1750, 35.00000, 1.04626, -115.657, 1.21278, 62.0678, 1.09798, -158.367, 2.86429E-014, -29.7449, 1.03959E-014, -160.017, 1.77636E-014, 180
1850, 37.00000, 0.675983, 136.247, 0.60228, 30.0672, 0.547541, -78.8576, 2.97772E-014, -107.354, 5.77316E-015, 157.38, 7.6404E-015, 35.5377
1950, 39.00000, 0.477833, 50.2698, 0.211253, 66.8484, 0.0863867, -47.1929, 1.05769E-014, 140.964, 1.57009E-015, -45, 4.62045E-015, 35.2176
2050, 41.00000, 0.455783, 3.43326, 0.481087, 161.508, 0.293255, -97.8533, 2.08012E-014, 73.8866, 3.14018E-015, 98.1301, 5.4208E-015, 34.992
2150, 43.00000, 0.489731, -72.4901, 0.50255, 168.865, 0.579478, 98.6553, 1.26234E-014, -50.7106, 2.22045E-015, 90, 3.66205E-015, 165.964
2250, 45.00000, 0.541882, 145.075, 0.167964, 150.267, 0.0254105, 10.7766, 1.00402E-014, -70.0372, 1.04185E-015, 48.2397, 1.5144E-015, 41.2847
2350, 47.00000, 0.738005, 91.232, 0.864519, -85.9096, 0.530042, 36.5527, 2.84356E-015, 141.34, 3.66205E-015, -14.0362, 4.0943E-015, -77.4712
2450, 49.00000, 0.483848, 40.4685, 0.459435, -97.2347, 0.639187, -145.844, 4.18953E-015, -57.9946, 2.39149E-015, -158.199, 6.66134E-015, -36.8699
