Freq, Harmonic, V1, VAngle1, V2, VAngle2, V3, VAngle3, I1, IAngle1, I2, IAngle2, I3, IAngle3
50, 1.00000, 241.032, -29.9986, 225.754, -150.816, 228.528, 88.1148, 1.27329E-011, -90, 1.09139E-011, 180, 2.93303E-011, 82.875
100, 2.00000, 0.00372272, 163.532, 0.00844513, -135.775, 0.0273747, 171.066, 0, 0, 7.02167E-016, 108.435, 1.25607E-015, 135
150, 3.00000, 0.194974, -99.2281, 0.558871, -40.9787, 0.785212, -97.6056, 2.90938E-014, 12.3391, 3.55271E-014, -126.87, 8.03887E-014, -135
200, 4.00000, 0.00555768, -75.3413, 0.0145031, 19.9868, 0.0296496, -19.2526, 5.97873E-016, -158.199, 8.00593E-016, -123.69, 2.66454E-015, 90
250, 5.00000, 0.0618604, 144.77, 0.79517, -167.244, 0.141451, 6.17226, 1.4284E-014, 84.2008, 1.94793E-014, 46.8476, 3.97205E-015, 63.4349
300, 6.00000, 0.00693986, 107.803, 0.00855727, -28.8335, 0.0722076, -176.234, 6.66134E-016, 180, 9.15513E-016, -75.9638, 1.77636E-015, 0
350, 7.00000, 0.158118, 5.49502, 0.750481, 95.9547, 0.481731, -7.37063, 2.16103E-014, 99.4623, 1.74951E-014, -156.038, 1.06581E-014, 180
400, 8.00000, 0.0111383, 109.062, 0.0190322, 150.375, 0.0439207, -164.378, 1.04296E-015, -25.2011, 4.44089E-016, 180, 9.93014E-016, 116.565
450, 9.00000, 0.257421, -162.232, 0.52975, -68.2889, 0.574129, -108.433, 2.51215E-014, -8.1301, 1.00486E-014, 45, 1.24345E-014, -90
500, 10.00000, 0.00717521, 19.0742, 0.0153091, 60.7437, 0.0254272, 127.245, 6.10623E-016, -90, 1.11022E-016, -90, 2.22045E-016, 0
550, 11.00000, 0.190027, 140.778, 0.490002, -132.768, 0.211729, -140.192, 7.6404E-015, 35.5377, 7.39112E-015, 122.735, 5.0243E-015, -135
650, 13.00000, 0.188861, -6.74123, 0.36921, 47.7541, 0.286805, 95.5666, 3.66205E-015, -104.036, 6.28037E-015, 171.87, 5.32907E-015, 0
750, 15.00000, 0.0299566, -35.3346, 0.275251, 17.3861, 0.289048, -169.445, 2.97904E-015, 63.4349, 9.44147E-015, 131.186, 5.61733E-015, -108.435
850, 17.00000, 0.0565038, 114.858, 0.23267, 140.783, 0.22787, -89.5265, 1.25607E-015, 135, 1.98603E-015, 26.5651, 0, 0
950, 19.00000, 0.177198, 9.63752, 0.256903, 105.497, 0.212974, 112.046, 3.23302E-015, 74.0546, 2.51215E-015, 45, 1.77636E-015, -90
1050, 21.00000, 0.0866262, 110.954, 0.186114, -168.304, 0.0632665, 7.45625, 1.04738E-015, 122.005, 2.77556E-015, 126.87, 2.19813E-015, 135
1150, 23.00000, 0.0798936, 92.5209, 0.245538, -118.774, 0.230172, 102.533, 5.95808E-015, -63.4349, 3.97205E-015, 153.435, 1.98603E-015, -26.5651
1250, 25.00000, 0.134549, 145.395, 0.258349, -113.804, 0.0984517, 175.929, 2.36037E-015, 131.186, 1.33227E-015, 0, 5.20267E-015, 129.806
1350, 27.00000, 0.1557, -112.537, 0.298181, -52.1969, 0.0964496, 32.0638, 3.58036E-015, 97.125, 2.04715E-015, 102.529, 3.58036E-015, 60.2551
1450, 29.00000, 0.163358, -104.933, 0.374202, -7.47869, 0.0681337, 176.135, 5.51212E-015, -34.3302, 4.96507E-016, 116.565, 2.84356E-015, 38.6598
1550, 31.00000, 0.289608, -112.975, 0.237331, 39.0823, 0.56726, -53.7606, 9.05768E-015, 11.3099, 5.32907E-015, 180, 1.85457E-014, -73.3008
1650, 33.00000, 0.0273816, -159.24, 0.385817, 113.678, 0.517587, -57.772, 6.66134E-016, -90, 8.88178E-016, -90, 5.61733E-015, 108.435
1750, 35.00000, 0.257244, 23.9271, 0.5191, 130.2, 0.18169, -36.727, 5.4208E-015, -145.008, 3.23302E-015, 74.0546, 3.44706E-015, -14.9314
1850, 37.00000, 0.23609, 72.0225, 0.521864, 155.963, 0.156969, -61.4598, 3.77476E-015, -61.9275, 1.88411E-015, -135, 4.72073E-015, -48.8141
1950, 39.00000, 0.120952, 72.5463, 0.356751, -147.381, 0.207619, 67.0287, 2.51215E-015, 45, 1.33227E-015, 0, 8.88178E-016, 0
2050, 41.00000, 0.250936, 125.878, 0.34282, -109.571, 0.263172, 166.213, 2.70129E-015, 99.4623, 4.44089E-016, -90, 1.61651E-015, -164.055
2150, 43.00000, 0.19954, -178.561, 0.44221, -69.6259, 0.197643, 144.425, 1.98603E-015, 26.5651, 1.83103E-015, 75.9638, 2.18689E-015, 156.038
2250, 45.00000, 0.166904, 171.11, 0.242379, -36.7703, 0.226681, -148.206, 3.69556E-015, 57.2648, 2.70129E-015, -99.4623, 3.08474E-015, 30.2564
2350, 47.00000, 0.279296, -101.531, 0.488541, 4.47023, 0.150486, -121.348, 7.16072E-015, -82.875, 3.77476E-015, -118.072, 2.48253E-015, -26.5651
2450, 49.00000, 0.177795, -76.8482, 0.42029, 54.7108, 0.286755, -84.5516, 3.08474E-015, -30.2564, 2.31821E-015, 16.6992, 4.0214E-015, 6.34019
