Freq, Harmonic, V1, VAngle1, V2, VAngle2, V3, VAngle3, I1, IAngle1, I2, IAngle2, I3, IAngle3
50, 1.00000, 214.465, -32.6461, 240.522, -151.045, 235.116, 90.3564, 5.9222E-011, 132.51, 3.14006E-011, 10.008, 5.05404E-011, 120.256
100, 2.00000, 0.00541889, 126.67, 0.00871741, 73.2197, 0.0104897, 171.747, 1.57009E-016, -135, 1.57009E-016, -135, 8.88178E-016, 90
150, 3.00000, 0.762023, -67.4685, 0.271822, -107.917, 0.299764, -95.2938, 1.29537E-013, -44.5139, 1.53388E-014, 157.891, 2.84217E-014, 0
200, 4.00000, 0.0239247, 155.675, 0.0112824, 108.844, 0.0190071, 8.73424, 1.77722E-015, -141.34, 1.17175E-015, 108.65, 8.88178E-016, 90
250, 5.00000, 0.173354, 48.7277, 0.109178, -132.164, 0.168777, -39.7902, 1.98603E-015, -63.4349, 8.92608E-015, -174.289, 6.77873E-015, 148.393
300, 6.00000, 0.0133732, -7.34398, 0.0375733, 179.401, 0.0522523, -164.767, 9.93014E-016, -63.4349, 1.35064E-015, -99.4623, 4.44089E-015, 126.87
350, 7.00000, 0.743164, -137.876, 0.225456, 121.535, 0.197721, 0.663709, 1.73422E-014, -76.6755, 1.15804E-014, 94.3987, 3.17764E-014, -63.4349
400, 8.00000, 0.0155687, 33.7949, 0.0148573, 97.8014, 0.0243346, -124.851, 2.28878E-016, 104.036, 4.74287E-016, -110.556, 1.60119E-015, -123.69
450, 9.00000, 0.46495, -98.2924, 0.258925, -134.647, 0.298318, -108.02, 5.33203E-014, 1.90915, 9.76996E-015, 180, 1.91319E-014, 21.8014
500, 10.00000, 0.0228382, -178.612, 0.00228095, -100.438, 0.0269819, 148.932, 7.46826E-016, -41.9872, 2.98937E-016, 68.1986, 1.33229E-015, 89.7016
550, 11.00000, 0.680465, 97.7698, 0.124571, 55.3991, 0.280369, -41.1491, 2.35158E-014, -10.8855, 1.03959E-014, 70.0169, 3.22233E-014, 82.875
650, 13.00000, 0.176377, 27.8297, 0.0738991, -99.0306, 0.206903, 107.268, 1.08416E-014, -34.992, 3.20237E-015, -56.3099, 7.32411E-015, 104.036
750, 15.00000, 0.166926, 18.1855, 0.13428, -150.086, 0.160019, -119.953, 5.95808E-015, 153.435, 8.88178E-016, -90, 1.09862E-014, 14.0362
850, 17.00000, 0.291154, -6.30745, 0.102294, -129.578, 0.105744, -108.182, 4.70504E-015, -109.29, 1.77636E-015, 0, 3.7943E-015, 20.556
950, 19.00000, 0.296748, -120.861, 0.0643498, 121.125, 0.144392, 169.957, 5.65233E-015, 45, 1.88411E-015, -45, 4.72073E-015, 48.8141
1050, 21.00000, 0.194101, -173.345, 0.111952, 38.2124, 0.137908, 64.3405, 4.93019E-015, -54.1623, 6.28037E-016, -135, 2.22045E-016, -90
1150, 23.00000, 0.294969, 105.446, 0.122839, 11.151, 0.0953672, -26.4926, 4.69586E-015, -6.78897, 8.00593E-016, 56.3099, 3.47555E-015, 63.4349
1250, 25.00000, 0.0992225, -21.5851, 0.0398548, -125.785, 0.13347, 166.517, 2.36037E-015, -41.1859, 4.96507E-016, 26.5651, 2.88658E-015, 112.62
1350, 27.00000, 0.260428, -35.6787, 0.0757132, -144.042, 0.0431675, -156.817, 4.63776E-015, -168.959, 2.37598E-015, 52.5946, 5.55112E-016, -53.1301
1450, 29.00000, 0.19662, -130.456, 0.152358, 16.1908, 0.281884, 109.74, 1.83103E-015, -14.0362, 3.55965E-015, -3.57633, 3.97205E-015, -63.4349
1550, 31.00000, 0.234562, 159.555, 0.0854023, 61.9455, 0.43275, -17.2342, 3.66205E-015, 165.964, 3.66205E-015, 75.9638, 5.61733E-015, 108.435
1650, 33.00000, 0.0384688, 141.294, 0.247218, -68.1839, 0.243893, -27.2967, 1.83103E-015, -104.036, 1.40433E-015, 18.4349, 9.15513E-016, -75.9638
1750, 35.00000, 0.364696, -71.829, 0.409531, 176.877, 0.191412, -102.643, 4.44089E-015, 36.8699, 4.0943E-015, 167.471, 8.26054E-015, 53.7462
1850, 37.00000, 0.367865, -171.157, 0.175959, 71.5514, 0.193124, 27.907, 8.44062E-015, 88.4926, 2.22045E-015, 90, 6.28037E-016, 135
1950, 39.00000, 0.198096, 113.648, 0.0906079, -24.1335, 0.135412, -22.1779, 2.44249E-015, 180, 6.28037E-016, -135, 1.19575E-015, -158.199
2050, 41.00000, 0.296359, 49.1763, 0.147872, -81.4982, 0.172198, -60.8612, 4.50838E-015, 170.074, 4.96507E-016, 153.435, 1.61651E-015, 15.9454
2150, 43.00000, 0.320781, -30.4447, 0.167786, -157.321, 0.23185, -152.78, 7.55033E-015, -109.767, 1.83103E-015, 75.9638, 1.79018E-015, 172.875
2250, 45.00000, 0.226017, -124.133, 0.0949149, 115.92, 0.122632, 107.909, 7.66938E-015, 157.891, 8.47341E-016, 121.608, 3.33067E-015, 53.1301
2350, 47.00000, 0.426162, 169.23, 0.276029, 45.9689, 0.192434, 58.6037, 4.0943E-015, 12.5288, 2.26442E-015, -101.31, 4.44089E-016, 0
2450, 49.00000, 0.369249, 94.715, 0.206589, -37.1092, 0.26556, -25.0412, 3.76822E-015, -45, 1.79018E-015, -60.2551, 4.46856E-015, 116.565
