Freq, Harmonic, V1, VAngle1, V2, VAngle2, V3, VAngle3, I1, IAngle1, I2, IAngle2, I3, IAngle3
50, 1.00000, 228.651, -31.3305, 228.57, -151.293, 228.366, 88.8455, 2.12907E-011, -19.9831, 5.2876E-011, 3.94519, 3.10829E-011, 69.444
100, 2.00000, 0.00386647, -142.689, 0.0064702, -171.45, 0.0215009, 170.38, 2.48253E-016, -63.4349, 2.48253E-016, 63.4349, 8.88178E-016, 180
150, 3.00000, 0.562574, -62.0354, 0.415376, -44.6064, 0.704865, -85.8468, 3.1427E-014, -132.709, 5.08671E-014, -114.775, 1.42109E-014, 180
200, 4.00000, 0.0189828, -146.428, 0.0111384, 50.6883, 0.0173199, -24.4979, 1.05325E-015, 18.4349, 2.98937E-016, 21.8014, 4.96507E-016, 63.4349
250, 5.00000, 0.688526, 67.2685, 0.144402, 62.0066, 0.154918, 5.5703, 1.70845E-014, 117.897, 1.36805E-014, -76.866, 6.40475E-015, 33.6901
300, 6.00000, 0.0410824, -168.067, 0.00378893, 10.2807, 0.0402795, 175.26, 1.68007E-015, -172.405, 1.35064E-015, -80.5377, 2.70129E-015, 99.4623
350, 7.00000, 0.666806, -145.536, 0.522006, 101.629, 0.12206, 36.1216, 1.9752E-014, 81.5966, 9.11195E-015, -43.0251, 6.9369E-015, -140.194
400, 8.00000, 0.018986, 8.35373, 0.0127906, 170.513, 0.032367, -154.776, 4.57757E-016, 104.036, 3.55445E-016, -38.6598, 1.35064E-015, 9.46232
450, 9.00000, 0.544994, -83.8659, 0.307879, -130.7, 0.442614, -126.971, 1.60856E-014, -6.34019, 4.78299E-015, 21.8014, 3.55271E-015, -90
500, 10.00000, 0.0169697, 26.1752, 0.0119509, 42.3096, 0.00996714, 131.209, 1.22911E-015, -6.48307, 2.22045E-016, 0, 3.77517E-016, -143.973
550, 11.00000, 0.335219, 93.9958, 0.363305, -132.895, 0.137486, -51.873, 3.66205E-015, -165.964, 1.09862E-014, 14.0362, 2.22045E-015, 126.87
650, 13.00000, 0.011961, 51.5401, 0.0787623, 37.0605, 0.358337, 117.551, 1.83103E-015, -165.964, 1.83103E-015, 14.0362, 0, 0
750, 15.00000, 0.0517654, -54.0848, 0.171685, -2.70122, 0.230477, -165.367, 3.10862E-015, 0, 2.80867E-015, 108.435, 5.61733E-015, -18.4349
850, 17.00000, 0.0824618, 29.3894, 0.0781541, 123.992, 0.277586, -95.7159, 3.97205E-015, 26.5651, 1.98603E-015, -63.4349, 4.78299E-015, -111.801
950, 19.00000, 0.0881511, -30.0896, 0.257071, 100.74, 0.178708, 101.708, 5.84108E-015, -98.7462, 3.55271E-015, -90, 1.25607E-015, -45
1050, 21.00000, 0.0380784, 127.927, 0.131696, 138.02, 0.0728613, 21.638, 5.97873E-016, 158.199, 7.77156E-016, 0, 6.28037E-016, 135
1150, 23.00000, 0.145065, 86.7325, 0.184434, -116.576, 0.157951, 61.8557, 3.23302E-015, 105.945, 2.48253E-015, 10.3048, 1.79018E-015, -119.745
1250, 25.00000, 0.177807, 20.1292, 0.290624, -123.423, 0.0692775, -105.471, 3.59582E-015, -98.8807, 2.15566E-015, -11.8887, 1.77636E-015, 180
1350, 27.00000, 0.18668, -74.0308, 0.235159, -81.7243, 0.0104952, 8.09583, 3.55499E-015, 79.6551, 1.08389E-015, -177.064, 1.94883E-015, 116.2
1450, 29.00000, 0.378225, -144.159, 0.313995, 28.895, 0.182176, 124.702, 9.01676E-015, 9.92625, 2.44249E-015, -90, 3.87784E-015, -13.2405
1550, 31.00000, 0.485222, -176.549, 0.311557, 36.5558, 0.42428, -11.7422, 1.98603E-015, -116.565, 2.66454E-015, 90, 5.49308E-015, -75.9638
1650, 33.00000, 0.169418, 8.45875, 0.174005, 133.99, 0.332938, -63.5286, 4.18953E-015, 32.0054, 3.66205E-015, -104.036, 4.63643E-015, -106.699
1750, 35.00000, 0.569782, 11.9003, 0.31338, 152.113, 0.315441, -107.233, 8.54223E-015, 117.897, 2.80867E-015, -18.4349, 3.87784E-015, 23.6294
1850, 37.00000, 0.197428, -125.522, 0.434525, 143.245, 0.0517372, -113.081, 1.33689E-015, 85.2364, 2.11234E-015, -86.9872, 9.48575E-016, 159.444
1950, 39.00000, 0.225457, -171.008, 0.0438179, -176.371, 0.205935, 65.0324, 5.32907E-015, 90, 8.88178E-016, 180, 7.1089E-016, -51.3402
2050, 41.00000, 0.357229, 112.054, 0.217695, -61.5406, 0.0339127, -80.6973, 8.98955E-015, -135.751, 2.88871E-015, 177.797, 3.50073E-015, -75.3027
2150, 43.00000, 0.212113, 32.8555, 0.350095, -76.9164, 0.14286, -123.094, 5.55112E-016, 53.1301, 8.9509E-016, -150.255, 2.15566E-015, 34.5085
2250, 45.00000, 0.19767, -83.7183, 0.0541905, 163.117, 0.148696, -157.185, 1.9984E-015, 180, 8.32667E-017, 180, 1.88411E-015, 135
2350, 47.00000, 0.385439, -123.697, 0.305559, 36.8201, 0.22883, 120.729, 3.58036E-015, 29.7449, 1.25607E-015, 135, 2.26442E-015, -101.31
2450, 49.00000, 0.245328, 159.6, 0.328114, 40.4234, 0.202547, -22.3334, 1.77636E-015, 90, 1.61651E-015, 164.055, 9.93014E-016, 116.565
