Freq, Harmonic, V1, VAngle1, V2, VAngle2, V3, VAngle3, I1, IAngle1, I2, IAngle2, I3, IAngle3
50, 1.00000, 220.424, -32.6293, 210.484, -152.918, 207.615, 86.3154, 1.81899E-012, 180, 1.06064E-011, 120.964, 1.49998E-011, -104.036
100, 2.00000, 0.00893224, -17.4606, 0.0365855, 50.1726, 0.00730248, 131.589, 3.77517E-016, -143.973, 4.65268E-016, 72.646, 5.55112E-016, -126.87
150, 3.00000, 0.779678, -62.8637, 1.1796, -69.1814, 1.53635, -73.845, 5.1238E-014, 56.3099, 2.13163E-014, 90, 1.17186E-013, -75.9638
200, 4.00000, 0.0268527, -169.628, 0.0592194, 99.1175, 0.0303887, -64.3511, 5.55112E-016, -90, 1.65047E-015, -160.346, 8.88178E-016, 90
250, 5.00000, 0.26244, 33.5907, 0.389977, 155.842, 0.504341, -56.9569, 2.49324E-014, 4.08562, 1.42109E-014, -90, 1.77636E-014, 180
300, 6.00000, 0.0457494, 172.286, 0.134457, 177.806, 0.0197894, 134.443, 1.15911E-015, 16.6992, 5.82523E-015, -82.3332, 4.44089E-016, 90
350, 7.00000, 0.826465, -143.46, 0.929494, 79.0622, 0.978603, -24.731, 5.0243E-015, 45, 7.10543E-015, 0, 2.13163E-014, 180
400, 8.00000, 0.0380335, -6.55838, 0.0689479, 81.2571, 0.028972, -119.239, 1.57009E-015, -81.8699, 2.89511E-015, 175.601, 2.22045E-016, 90
450, 9.00000, 0.604963, -136.095, 1.04117, -128.97, 0.829593, -121.363, 7.94411E-015, -26.5651, 1.00486E-014, 45, 1.42109E-014, 0
500, 10.00000, 0.0119491, 136.737, 0.0612533, -109.254, 0.00907016, -108.235, 4.00297E-016, -56.3099, 8.40036E-016, 172.405, 1.38778E-016, 36.8699
550, 11.00000, 0.477145, 72.7849, 0.590087, 167.935, 0.942863, -30.6306, 2.24693E-014, -161.565, 1.06581E-014, 90, 2.13902E-014, 138.366
650, 13.00000, 0.204131, 19.152, 0.675965, -159.243, 0.349279, 128.744, 3.97205E-015, -153.435, 1.08052E-014, 170.538, 2.66454E-015, 0
750, 15.00000, 0.109248, -59.2441, 0.374096, -150.907, 0.0564545, 81.607, 6.66134E-016, 90, 3.14018E-015, 8.1301, 2.58946E-015, 149.036
850, 17.00000, 0.0750068, -3.82341, 0.321623, 98.6862, 0.523151, -132.704, 4.44089E-015, 0, 4.44089E-015, 0, 6.40475E-015, -123.69
950, 19.00000, 0.353282, -142.067, 0.107596, -151.282, 0.29389, 17.7852, 3.20237E-015, -33.6901, 9.93014E-016, -63.4349, 1.98603E-015, 26.5651
1050, 21.00000, 0.126695, 64.9863, 0.339651, 30.8306, 0.128789, -169.946, 1.60119E-015, 33.6901, 9.93014E-016, 63.4349, 8.88178E-016, 180
1150, 23.00000, 0.2033, 98.5508, 0.243316, -152.758, 0.418527, -31.086, 4.78299E-015, 68.1986, 3.10862E-015, 90, 5.86215E-015, 37.3039
1250, 25.00000, 0.340424, -16.3812, 0.497688, -155.166, 0.136263, 84.9531, 6.14145E-015, -130.601, 2.70129E-015, 170.538, 3.8202E-015, -125.538
1350, 27.00000, 0.268802, -129.231, 0.354999, -117.454, 0.248577, -108.547, 1.98603E-015, 26.5651, 4.0943E-015, -167.471, 0, 0
1450, 29.00000, 0.618472, -164.098, 0.662959, -56.769, 0.588584, 91.0598, 5.40258E-015, 9.46232, 4.44089E-015, -90, 1.77636E-015, -90
1550, 31.00000, 0.655298, 158.908, 1.22278, 19.247, 0.666432, -95.2851, 1.77636E-015, 0, 8.88178E-016, -90, 2.51215E-015, 45
1650, 33.00000, 0.0673806, 146.452, 0.527715, -102.47, 0.102225, 6.25361, 9.15513E-016, 14.0362, 2.22322E-015, -87.1376, 9.15513E-016, 165.964
1750, 35.00000, 1.14479, -24.1195, 0.933619, 75.1294, 0.537258, -166.81, 2.02536E-014, -74.7449, 2.51215E-015, -45, 7.99361E-015, 0
1850, 37.00000, 0.484767, -162.833, 0.317574, 88.2442, 0.456267, -91.4686, 8.1886E-015, 130.601, 2.80867E-015, -18.4349, 3.55271E-015, 90
1950, 39.00000, 0.0841722, -176.105, 0.104055, -149.969, 0.449443, 79.9687, 0, 0, 1.98603E-015, -26.5651, 3.97205E-015, 63.4349
2050, 41.00000, 0.472379, 109.698, 0.113743, -176.741, 0.393174, -89.0613, 1.01268E-014, -37.875, 9.93014E-016, 153.435, 3.76822E-015, -135
2150, 43.00000, 0.335115, -11.039, 0.541582, -98.8103, 0.374065, 64.6384, 2.80867E-015, 108.435, 2.39149E-015, 21.8014, 1.89715E-015, 159.444
2250, 45.00000, 0.0548468, 63.1318, 0.0368685, 98.6363, 0.451407, -161.999, 2.88658E-015, 67.3801, 0, 0, 8.88178E-016, 90
2350, 47.00000, 0.693629, -153.126, 0.432581, -77.2625, 0.613365, 35.3336, 1.83103E-015, 75.9638, 8.88178E-016, 180, 3.46845E-015, -140.194
2450, 49.00000, 0.359355, 96.5593, 0.583926, 10.4268, 0.443883, -173.977, 2.51215E-015, 135, 1.25607E-015, 45, 2.80867E-015, -71.565
