Freq, Harmonic, V1, VAngle1, V2, VAngle2, V3, VAngle3, I1, IAngle1, I2, IAngle2, I3, IAngle3
50, 1.00000, 185.385, -37.4211, 223.4, -152.998, 185.934, 86.0687, 7.71732E-012, 135, 4.06738E-012, 153.435, 0, 0
100, 2.00000, 0.0217287, -100.852, 0.0253363, 75.4855, 0.0856688, 166.32, 9.15513E-016, 75.9638, 4.44089E-016, 0, 0, 0
150, 3.00000, 2.27577, -83.8568, 1.53687, -95.7932, 3.30314, -106.372, 1.0846E-013, -58.3925, 3.55271E-014, -90, 5.68434E-014, 90
200, 4.00000, 0.0575655, 179.044, 0.0406126, 93.0128, 0.0895515, -34.4048, 3.58036E-015, 82.875, 9.93014E-016, -26.5651, 3.61462E-015, -100.62
250, 5.00000, 0.82935, 27.4865, 0.885377, -166.897, 0.509092, -21.0815, 2.64074E-014, 137.726, 4.29276E-014, 65.556, 1.77636E-014, -126.87
300, 6.00000, 0.068187, 144.784, 0.0984775, 162.991, 0.19931, 161.634, 1.77636E-015, 90, 3.76822E-015, 45, 5.0243E-015, 45
350, 7.00000, 1.24094, 177.83, 1.25223, 81.9021, 1.41517, -11.6145, 1.58882E-014, -26.5651, 7.41828E-014, -163.301, 2.84217E-014, 0
400, 8.00000, 0.0440381, -40.3691, 0.0818641, 97.0142, 0.155015, -174.39, 1.25607E-015, -135, 1.60119E-015, 146.31, 2.51215E-015, -135
450, 9.00000, 1.69557, -151.916, 0.964239, -136.397, 1.75793, -138.129, 4.92599E-014, 154.359, 2.58641E-014, 15.9454, 1.42109E-014, -90
500, 10.00000, 0.0213825, 7.88635, 0.036427, -88.6149, 0.0660612, 100.009, 8.00593E-016, 56.3099, 1.04738E-015, -32.0054, 8.88178E-016, 0
550, 11.00000, 1.03998, 40.093, 0.60603, -164.222, 0.98627, -87.0226, 1.28095E-014, 123.69, 7.94411E-015, -153.435, 1.42109E-014, 90
650, 13.00000, 0.744503, -26.4709, 0.235285, -59.6578, 1.32808, 81.4316, 1.12347E-014, 161.565, 1.28095E-014, 146.31, 1.42109E-014, 180
750, 15.00000, 0.0863049, 4.35339, 0.0923049, 38.9201, 0.923321, 129.773, 8.74754E-015, -113.962, 3.9968E-015, 90, 8.88178E-015, 126.87
850, 17.00000, 0.273727, -90.8541, 0.852433, 124.469, 1.20455, -147.191, 5.32907E-015, 0, 1.51772E-014, -69.444, 7.10543E-015, 180
950, 19.00000, 0.162077, -137.92, 0.27688, -15.7358, 1.06572, 66.7581, 7.10543E-015, 0, 3.55271E-015, -90, 2.07347E-014, -133.264
1050, 21.00000, 0.38248, 62.9658, 0.101898, 82.6393, 0.334437, -116.783, 7.75568E-015, 166.759, 1.83103E-015, 104.036, 4.86982E-015, 43.1524
1150, 23.00000, 0.565901, -29.8225, 0.577379, -121.688, 0.52569, 9.41586, 3.66205E-015, 104.036, 3.97205E-015, -153.435, 3.97205E-015, -26.5651
1250, 25.00000, 0.378237, 173.019, 0.404115, 154.472, 0.245165, 164.075, 4.0943E-015, -102.529, 3.23302E-015, -74.0546, 3.20237E-015, 56.3099
1350, 27.00000, 1.01349, -170.427, 0.241973, -103.791, 0.798148, -20.2333, 5.61733E-015, 71.565, 3.97205E-015, 153.435, 3.97205E-015, 116.565
1450, 29.00000, 0.601137, 93.7933, 0.959414, -59.6822, 0.295058, -6.23611, 5.19793E-015, 19.9831, 3.9968E-015, 0, 5.32907E-015, -90
1550, 31.00000, 0.298085, 47.8435, 0.365484, 40.2299, 1.98779, -116.619, 3.19744E-014, 90, 0, 0, 8.88178E-015, -143.13
1650, 33.00000, 0.143508, 133.707, 0.350801, 49.5012, 1.45847, -164.666, 4.44089E-015, -53.1301, 8.88178E-016, 0, 5.0243E-015, -135
1750, 35.00000, 0.420482, 164.495, 1.40553, 50.7736, 0.606796, 76.0704, 1.98603E-015, -63.4349, 7.10543E-015, 180, 6.21725E-015, -90
1850, 37.00000, 1.052, 37.5638, 0.766795, 36.2252, 0.991996, -166.861, 8.88178E-015, -36.8699, 3.66205E-015, 104.036, 7.94411E-015, 116.565
1950, 39.00000, 0.357272, -43.7104, 0.562297, 176.134, 0.381565, -55.2649, 6.46604E-015, -105.945, 0, 0, 3.66205E-015, 14.0362
2050, 41.00000, 0.329225, -52.2133, 0.367348, 116.612, 0.793155, 119.29, 7.32411E-015, 165.964, 1.98603E-015, -26.5651, 7.53644E-015, 135
2150, 43.00000, 0.706084, 152.164, 0.336196, -153.857, 0.66952, 11.9057, 2.22045E-015, -53.1301, 2.51215E-015, -135, 5.95808E-015, -26.5651
2250, 45.00000, 0.673753, 48.4484, 0.430853, -81.5106, 0.338845, 143.992, 5.19793E-015, -70.0169, 3.55271E-015, 90, 3.97205E-015, -153.435
2350, 47.00000, 0.422833, -71.9803, 0.948256, -123.233, 0.349062, -107.277, 5.40258E-015, -170.538, 1.77636E-015, 0, 4.86982E-015, 155.772
2450, 49.00000, 0.531342, -118.593, 0.493253, 15.8, 0.937456, 139.134, 3.66205E-015, 165.964, 2.66454E-015, 90, 7.32411E-015, 104.036
