Freq, Harmonic, V1, VAngle1, V2, VAngle2, V3, VAngle3, I1, IAngle1, I2, IAngle2, I3, IAngle3
50, 1.00000, 207.42, -33.7108, 208.879, -153.824, 209.797, 86.8759, 9.79556E-012, 111.801, 5.14488E-012, -135, 7.27596E-012, -90
100, 2.00000, 0.00197983, -43.005, 0.0192005, 53.1181, 0.0275947, 169.934, 1.04738E-015, 122.005, 7.1089E-016, -38.6598, 2.51215E-015, 135
150, 3.00000, 1.31528, -66.6067, 1.52404, -63.4676, 1.33818, -84.1009, 3.55271E-014, 90, 8.64413E-014, -80.5377, 4.01944E-014, 135
200, 4.00000, 0.0279506, 165.726, 0.0360466, 57.4384, 0.0477407, -31.6007, 1.61651E-015, -164.055, 3.77476E-015, -28.0725, 5.34754E-015, 85.2364
250, 5.00000, 0.31086, -44.32, 0.4667, 155.027, 0.21032, 172.708, 1.44585E-014, 100.62, 9.05768E-015, 168.69, 7.94411E-015, 26.5651
300, 6.00000, 0.0184827, 2.04095, 0.0309096, 179.864, 0.0803289, 179.778, 1.77636E-015, 90, 1.73422E-015, 50.1944, 3.55271E-015, -90
350, 7.00000, 0.620866, -147.924, 0.867576, 79.8993, 0.639487, -27.1423, 2.51215E-014, -45, 4.29276E-014, -114.444, 2.5619E-014, -146.31
400, 8.00000, 0.0211673, 15.3199, 0.0442086, 86.7106, 0.0528365, -151.858, 1.51007E-015, -36.0274, 1.04738E-015, 57.9946, 8.88178E-016, -90
450, 9.00000, 0.528887, -151.534, 0.790058, -131.07, 0.72666, -141.954, 2.16103E-014, 170.538, 1.77636E-014, -36.8699, 3.01458E-014, -45
500, 10.00000, 0.0210564, 163.071, 0.0069015, 17.428, 0.0307608, 121.08, 7.1089E-016, -51.3402, 2.22045E-016, -90, 4.44089E-016, 0
550, 11.00000, 0.926107, 88.0819, 0.648741, -166.488, 0.637207, -46.8187, 4.32206E-014, -170.538, 1.46482E-014, 104.036, 4.39446E-014, -104.036
650, 13.00000, 0.475229, 7.34447, 0.24669, -90.6972, 0.739917, 95.4102, 1.58882E-014, 153.435, 1.06581E-014, 180, 7.10543E-015, -90
750, 15.00000, 0.142005, -14.2459, 0.0744006, -116.518, 0.246883, -177.547, 3.66205E-015, 75.9638, 1.25607E-015, 135, 1.77636E-015, 90
850, 17.00000, 0.376741, -28.2545, 0.412, 99.4172, 0.399683, -129.841, 8.1886E-015, -40.6013, 7.16072E-015, 97.125, 3.66205E-015, 14.0362
950, 19.00000, 0.374239, -124.958, 0.440595, 103.284, 0.31823, 62.8354, 7.54952E-015, -28.0725, 7.5886E-015, -110.556, 8.92608E-015, -5.71059
1050, 21.00000, 0.124718, 108.975, 0.143903, 58.8049, 0.162582, 9.93851, 2.58946E-015, 120.964, 9.93014E-016, 153.435, 2.51215E-015, 135
1150, 23.00000, 0.437307, 68.9153, 0.390065, -149.92, 0.339586, -7.67652, 6.46604E-015, 105.945, 4.44089E-015, 90, 1.77636E-015, 90
1250, 25.00000, 0.212941, -67.0887, 0.335152, -172.778, 0.189426, 81.044, 5.84108E-015, 171.254, 1.40433E-015, -71.565, 2.39149E-015, 68.1986
1350, 27.00000, 0.371105, -134.266, 0.513006, -127.734, 0.0380317, -126.926, 8.58989E-015, -79.1984, 7.64947E-015, -155.109, 1.42178E-015, 51.3402
1450, 29.00000, 0.551307, -157.304, 0.65201, -45.7146, 0.516127, 87.1686, 1.35865E-014, 101.31, 3.66205E-015, 75.9638, 9.60712E-015, 56.3099
1550, 31.00000, 0.558791, 151.78, 0.68253, 10.3564, 0.929536, -91.5723, 0, 0, 6.40475E-015, -146.31, 1.77636E-015, -90
1650, 33.00000, 0.249906, 43.2539, 0.140687, 14.1381, 0.527624, -112.378, 8.1886E-015, 102.529, 1.25607E-015, 135, 7.10543E-015, 0
1750, 35.00000, 0.633826, -78.8379, 1.00142, 66.5815, 0.815058, -169.795, 1.51772E-014, -69.444, 1.98603E-015, -116.565, 6.40475E-015, -33.6901
1850, 37.00000, 0.466416, 157.759, 0.627144, 72.317, 0.213333, -93.5358, 5.87894E-015, -10.8855, 2.22045E-015, -53.1301, 2.22045E-015, 126.87
1950, 39.00000, 0.22301, 84.0824, 0.24713, 143.17, 0.128796, -21.4875, 9.93014E-016, -116.565, 4.96507E-016, -116.565, 1.86107E-015, 72.646
2050, 41.00000, 0.36774, 50.6259, 0.404383, -144.401, 0.0681257, -69.0709, 1.18378E-014, 20.3045, 2.70129E-015, -170.538, 2.43491E-015, -65.7723
2150, 43.00000, 0.296676, -31.5148, 0.525616, -145.043, 0.30632, 131.7, 7.84732E-015, 154.885, 1.89715E-015, -20.556, 1.79018E-015, 97.125
2250, 45.00000, 0.215548, -178.279, 0.246166, -149.653, 0.124963, 108.33, 2.35252E-015, 160.71, 3.88578E-016, -90, 3.14018E-016, 135
2350, 47.00000, 0.561483, 145.682, 0.731893, -65.0368, 0.483727, 50.8109, 1.7585E-014, -135, 4.44089E-015, 180, 7.11929E-015, -3.57633
2450, 49.00000, 0.405432, 84.3363, 0.520911, -44.1243, 0.43421, -122.792, 7.5886E-015, -20.556, 3.58036E-015, 97.125, 3.66205E-015, -165.964
