Freq, Harmonic, V1, VAngle1, V2, VAngle2, V3, VAngle3, I1, IAngle1, I2, IAngle2, I3, IAngle3
50, 1.00000, 225.195, -32.7169, 202.278, -152.912, 189.596, 83.724, 9.27506E-012, -168.69, 5.75215E-012, -161.565, 2.30086E-011, 71.565
100, 2.00000, 0.00130361, -69.8151, 0.0244648, 38.7204, 0.0150591, 138.365, 1.64766E-015, -32.6192, 2.05391E-015, -161.075, 2.36037E-015, -48.8141
150, 3.00000, 1.37351, -81.1221, 2.14162, -77.3853, 2.16468, -72.4305, 1.51063E-013, 41.1859, 1.7171E-013, -65.556, 6.35529E-014, -63.4349
200, 4.00000, 0.0220685, 167.819, 0.0387353, 49.7003, 0.0599122, -65.9765, 8.88178E-016, 180, 2.84356E-015, -141.34, 3.97205E-015, 26.5651
250, 5.00000, 0.477574, 77.3647, 0.937083, -167.126, 1.30141, -76.1656, 3.55715E-014, -177.138, 1.13742E-014, 128.66, 8.03887E-014, -135
300, 6.00000, 0.0120239, -7.53719, 0.0147167, -159.895, 0.0616102, -169.223, 1.37327E-015, 104.036, 9.93014E-016, 26.5651, 8.88178E-016, 180
350, 7.00000, 0.937317, -147.244, 1.08562, 107.593, 1.73952, -54.5518, 7.4607E-014, -90, 2.86429E-014, -7.12502, 1.20583E-013, -135
400, 8.00000, 0.0211069, 20.2348, 0.0552474, 88.7431, 0.0516357, -159.3, 4.44089E-016, 90, 1.61651E-015, -74.0546, 1.60119E-015, 123.69
450, 9.00000, 0.696957, -136.723, 1.16461, -122.886, 1.74272, -129.104, 2.58641E-014, 15.9454, 2.86429E-014, -150.255, 2.86429E-014, -7.12502
500, 10.00000, 0.0124412, -173.727, 0.0168777, 86.9143, 0.00813485, 114.384, 3.77517E-016, -53.9726, 4.51828E-016, 42.5104, 3.51083E-016, -161.565
550, 11.00000, 0.82064, 118.256, 1.05493, -158.069, 1.02147, -68.2187, 2.24693E-014, -18.4349, 1.67581E-014, -32.0054, 2.13163E-014, 90
650, 13.00000, 0.322311, 120.304, 0.186392, -61.3745, 0.263639, 123.892, 1.17243E-014, 24.6236, 3.58036E-015, -7.12502, 2.51215E-015, 135
750, 15.00000, 0.0904135, 1.15335, 0.0774051, 149.379, 0.27336, -86.2403, 3.97205E-015, -26.5651, 5.17893E-015, -120.964, 3.55271E-015, -90
850, 17.00000, 0.688829, 11.7027, 0.79373, 106.096, 0.424591, -176.535, 1.39022E-014, 63.4349, 8.88178E-015, -90, 1.77636E-015, -90
950, 19.00000, 0.242815, -133.058, 0.654358, 151.232, 0.330338, -41.7936, 3.58036E-015, -119.745, 3.9968E-015, -90, 1.09862E-014, 75.9638
1050, 21.00000, 0.109571, 145.463, 0.154032, 167.991, 0.467628, 77.941, 7.53644E-015, -45, 3.97205E-015, -153.435, 7.32411E-015, -75.9638
1150, 23.00000, 0.613196, 112.496, 0.472004, -150.633, 0.421915, -106.582, 9.05768E-015, -168.69, 3.66205E-015, 14.0362, 7.10543E-015, -90
1250, 25.00000, 0.291904, -75.617, 0.294832, -121.429, 0.480472, 9.58737, 7.94411E-015, -116.565, 5.0243E-015, 45, 1.12347E-014, 161.565
1350, 27.00000, 0.0845052, -106.953, 0.269811, -40.2418, 0.828816, -152.405, 9.97966E-015, -159.146, 3.97205E-015, 63.4349, 7.10543E-015, 180
1450, 29.00000, 0.74236, -145.121, 0.448033, -64.6133, 0.728126, -18.5836, 1.82887E-014, -119.055, 2.51215E-015, 135, 1.2339E-014, -120.256
1550, 31.00000, 0.330615, 46.9599, 1.1045, 26.1916, 0.725695, 168.772, 1.51772E-014, 69.444, 1.00486E-014, 45, 8.74754E-015, 23.9625
1650, 33.00000, 0.242478, 83.0425, 0.0698768, 57.9609, 0.560912, -103.817, 6.46604E-015, 105.945, 2.51215E-015, 45, 3.20237E-015, -56.3099
1750, 35.00000, 1.15149, -57.6744, 0.757292, 26.0792, 0.960634, 102.87, 8.88178E-015, -36.8699, 7.5886E-015, -159.444, 1.19162E-014, -26.5651
1850, 37.00000, 0.350263, 169.936, 0.95072, 67.7809, 0.732925, -153.657, 1.20805E-014, 143.973, 7.32411E-015, 75.9638, 1.08052E-014, -170.538
1950, 39.00000, 0.110019, 176.983, 0.0685748, 111.542, 0.700774, -3.38888, 3.97205E-015, -26.5651, 8.88178E-016, 180, 6.40475E-015, -56.3099
2050, 41.00000, 0.768011, 36.0704, 0.185259, 117.78, 0.430459, -179.636, 9.15513E-015, 129.094, 1.25607E-015, 135, 1.35865E-014, -11.3099
2150, 43.00000, 0.191205, -77.7427, 1.0441, -165.629, 0.501659, -41.9266, 7.5886E-015, 69.444, 7.75568E-015, 156.371, 3.97205E-015, 153.435
2250, 45.00000, 0.224, -102.525, 0.398147, -118.051, 0.861933, 89.5953, 2.51215E-015, -45, 3.66205E-015, -14.0362, 9.56597E-015, 21.8014
2350, 47.00000, 1.26456, 147.43, 0.316444, -80.1959, 0.547499, -107.122, 1.11288E-014, 28.6105, 5.32907E-015, 90, 4.72073E-015, -41.1859
2450, 49.00000, 0.0616624, 153.499, 1.23515, -55.6624, 0.422289, 43.9564, 4.46304E-015, 95.7106, 4.37377E-015, 23.9625, 1.08439E-014, 10.6197
