Freq, Harmonic, V1, VAngle1, V2, VAngle2, V3, VAngle3, I1, IAngle1, I2, IAngle2, I3, IAngle3
50, 1.00000, 214.065, -32.2586, 208.918, -153.648, 222.176, 87.496, 1.95911E-011, -158.199, 3.14006E-011, -10.008, 2.99995E-011, -75.9638
100, 2.00000, 0.00853949, -133.278, 0.0109153, 96.8443, 0.0450962, 168.301, 1.61651E-015, 164.055, 1.11022E-015, 180, 3.55271E-015, 0
150, 3.00000, 1.45685, -70.8013, 1.14986, -76.6794, 1.29481, -94.7676, 4.15834E-014, -109.983, 2.86429E-014, 7.12502, 5.68434E-014, 180
200, 4.00000, 0.0320145, -159.601, 0.0381604, 60.1121, 0.051757, -10.6544, 9.99201E-016, 180, 8.88178E-016, 90, 1.98603E-015, 63.4349
250, 5.00000, 1.66102, 67.1918, 0.108225, -177.062, 0.486156, -22.7052, 3.99187E-014, -147.724, 2.00972E-014, -45, 3.49902E-014, -23.9625
300, 6.00000, 0.0722593, 170.984, 0.0485376, 162.826, 0.132449, 172.221, 1.98603E-015, -153.435, 9.93014E-016, 63.4349, 3.97205E-015, 153.435
350, 7.00000, 1.43853, -150.537, 1.33857, 95.2064, 0.441937, -4.95194, 0, 0, 3.10227E-014, -13.2405, 1.58882E-014, 63.4349
400, 8.00000, 0.0462029, -3.63195, 0.0453436, 107.901, 0.069606, -158.323, 2.67377E-015, 138.366, 6.66134E-016, 0, 8.88178E-016, -90
450, 9.00000, 1.29863, -96.7445, 0.986047, -128.341, 1.071, -134.147, 3.55271E-015, 0, 7.94411E-015, -63.4349, 7.10543E-015, -90
500, 10.00000, 0.027537, 25.5293, 0.0117126, 27.1016, 0.0535815, 132.475, 6.49741E-016, -109.983, 0, 0, 9.15513E-016, 75.9638
550, 11.00000, 0.890316, 85.1583, 0.655795, -170.808, 0.268235, -86.4827, 1.01268E-014, -105.255, 1.08052E-014, 99.4623, 8.88178E-015, 90
650, 13.00000, 0.209983, 114.684, 0.0814995, 137.231, 0.875445, 91.6916, 1.06581E-014, 0, 1.28095E-014, -56.3099, 3.55271E-015, -90
750, 15.00000, 0.0581251, 34.2956, 0.106551, -7.68511, 0.491856, -172.35, 1.77636E-015, 180, 1.77636E-015, 90, 0, 0
850, 17.00000, 0.445982, 4.90738, 0.243208, 121.948, 0.43167, -103.511, 5.40258E-015, -80.5377, 3.20237E-015, -33.6901, 8.88178E-016, 90
950, 19.00000, 0.165857, -56.6435, 0.391928, 93.8223, 0.339992, 119.638, 4.78299E-015, 111.801, 1.77636E-015, 180, 3.55271E-015, 90
1050, 21.00000, 0.140422, -170.504, 0.158407, 124.894, 0.245411, 24.5007, 8.88178E-016, -90, 1.60119E-015, -33.6901, 3.97205E-015, 26.5651
1150, 23.00000, 0.371818, 79.7025, 0.262798, -125.533, 0.196962, 48.4746, 6.35839E-015, 155.225, 8.88178E-016, 0, 1.77636E-015, 0
1250, 25.00000, 0.383727, -8.97091, 0.419368, -150.771, 0.105363, 159.132, 6.28037E-016, -45, 5.1263E-015, -107.65, 2.70129E-015, 9.46232
1350, 27.00000, 0.41818, -94.3363, 0.412727, -96.8273, 0.104415, -138.911, 6.23309E-015, 85.9144, 3.55445E-015, -38.6598, 3.33067E-015, 36.8699
1450, 29.00000, 0.797574, -176.549, 0.492026, -31.5849, 0.589653, 82.7683, 4.78299E-015, 111.801, 4.78299E-015, 68.1986, 3.20237E-015, -56.3099
1550, 31.00000, 1.07498, 154.768, 0.750196, -3.94275, 1.01393, -64.4244, 1.91319E-014, 68.1986, 2.66454E-015, 90, 0, 0
1650, 33.00000, 0.189718, 6.26887, 0.272152, -178.216, 0.739125, -91.9745, 7.53644E-015, 45, 2.51215E-015, 45, 2.51215E-015, -45
1750, 35.00000, 1.09344, -41.5371, 0.664715, 97.8855, 0.972935, -132.771, 1.37882E-014, 14.9314, 8.88178E-016, 180, 7.94411E-015, -116.565
1850, 37.00000, 0.706296, -163.334, 0.586593, 83.429, 0.243901, -156.268, 8.87345E-015, 121.701, 2.26442E-015, -168.69, 2.66454E-015, 90
1950, 39.00000, 0.564205, 133.872, 0.161236, 78.5704, 0.378561, 7.86454, 1.98603E-015, 26.5651, 3.23302E-015, 164.055, 5.68712E-015, -51.3402
2050, 41.00000, 0.800658, 52.6572, 0.221118, -108.646, 0.231557, -62.5003, 6.28037E-015, 8.1301, 2.04715E-015, -49.3987, 4.3794E-015, 30.4655
2150, 43.00000, 0.693793, -14.2342, 0.710366, -149.092, 0.250921, -174.429, 6.88338E-015, 0, 3.10862E-015, -90, 5.0243E-015, 45
2250, 45.00000, 0.538005, -133.172, 0.228692, 157.535, 0.363151, 129.209, 8.88178E-016, -90, 9.15513E-016, -165.964, 1.89715E-015, 69.444
2350, 47.00000, 0.968527, 168.822, 0.441997, -23.4509, 0.641143, 75.4223, 8.88178E-016, 90, 1.25607E-015, -135, 6.04027E-015, -107.103
2450, 49.00000, 0.761657, 107.728, 0.80587, -38.371, 0.350648, -76.7574, 6.53053E-015, -17.8189, 2.22045E-016, -90, 6.40475E-015, -123.69
