Freq, Harmonic, V1, VAngle1, V2, VAngle2, V3, VAngle3, I1, IAngle1, I2, IAngle2, I3, IAngle3
50, 1.00000, 227.839, -31.3088, 222.764, -151.709, 227.315, 88.2976, 1.22022E-011, 26.5651, 3.63798E-012, 90, 7.27596E-012, 0
100, 2.00000, 0.00479312, 24.8141, 0.0250439, 53.715, 0.0185322, 168.566, 3.88578E-016, 0, 1.38778E-015, 180, 1.83103E-015, -14.0362
150, 3.00000, 0.388713, -64.6521, 0.865125, -78.9859, 0.51576, -83.5809, 2.16832E-014, -34.992, 4.83221E-014, 53.9726, 1.42109E-014, -90
200, 4.00000, 0.00834616, -177.566, 0.0224407, 81.918, 0.0340328, -7.68081, 4.47545E-016, 150.255, 3.88578E-016, 0, 4.44089E-016, 0
250, 5.00000, 0.368846, -85.5527, 0.282869, -172.883, 0.159855, -113.278, 1.01268E-014, 15.2551, 2.51215E-015, -45, 3.66205E-015, 14.0362
300, 6.00000, 0.017546, 69.9653, 0.0492957, 167.692, 0.0820697, 178.618, 0, 0, 1.79018E-015, 82.875, 1.98603E-015, 63.4349
350, 7.00000, 0.137724, -137.829, 0.346373, 96.4869, 0.415242, -34.2008, 1.77636E-015, 90, 1.12347E-014, -18.4349, 5.32907E-015, 180
400, 8.00000, 0.0143967, 35.2467, 0.0466971, 85.5477, 0.0328795, -147.345, 9.48575E-016, -69.444, 9.99201E-016, 180, 4.44089E-016, -90
450, 9.00000, 0.321174, 179.888, 0.4798, -112.332, 0.452311, -123.737, 4.44089E-015, 0, 1.28095E-014, -56.3099, 1.77636E-015, -90
500, 10.00000, 0.0121405, 140.479, 0.00979097, -93.5403, 0.0419146, 141.881, 3.14018E-016, -45, 2.77556E-016, -143.13, 5.90092E-016, 131.186
550, 11.00000, 0.413127, 102.247, 0.273789, 171.161, 0.257621, -82.2436, 4.44089E-015, -36.8699, 6.21725E-015, -90, 5.0243E-015, -45
650, 13.00000, 0.283911, 19.785, 0.303397, -104.679, 0.445011, 106.596, 8.74754E-015, -66.0375, 1.08052E-014, 170.538, 1.00486E-014, -45
750, 15.00000, 0.137251, 46.0898, 0.230766, 168.351, 0.189271, -164.18, 3.97205E-015, -63.4349, 4.72073E-015, -131.186, 2.66454E-015, -90
850, 17.00000, 0.165735, 3.21215, 0.341134, 133.103, 0.0187158, -107.233, 7.85046E-016, 45, 1.54337E-015, -127.694, 1.22911E-015, 154.592
950, 19.00000, 0.126385, -135.078, 0.171919, -162.319, 0.218696, 145.061, 1.98603E-015, 26.5651, 1.79018E-015, -172.875, 3.66205E-015, -75.9638
1050, 21.00000, 0.0710337, 155.098, 0.0818531, -43.3514, 0.160761, 38.0531, 6.28037E-016, 135, 6.28037E-016, 45, 2.88658E-015, -157.38
1150, 23.00000, 0.194293, 129.18, 0.166817, -69.6868, 0.0316011, -94.4572, 1.69195E-015, 131.009, 2.87213E-015, -131.082, 1.48122E-015, 102.995
1250, 25.00000, 0.148504, -27.6998, 0.0485164, -80.7075, 0.11613, 118.401, 1.51007E-015, 53.9726, 8.9509E-016, 7.12502, 1.11022E-015, 53.1301
1350, 27.00000, 0.19268, -77.0028, 0.133219, -34.407, 0.170101, -85.4969, 2.09476E-015, -32.0054, 2.22045E-016, -90, 1.77636E-015, -90
1450, 29.00000, 0.293361, -80.9767, 0.228588, -13.5798, 0.307516, 97.6278, 3.97205E-015, 116.565, 0, 0, 8.88178E-016, 0
1550, 31.00000, 0.277461, -141.221, 0.437557, 91.8348, 0.644431, -54.9815, 8.88178E-015, 143.13, 8.88178E-016, -90, 5.61733E-015, 71.565
1650, 33.00000, 0.343866, 152.829, 0.191658, -94.7836, 0.247162, -70.537, 4.72073E-015, -41.1859, 3.55965E-015, 176.424, 8.88178E-016, -90
1750, 35.00000, 0.230477, 15.672, 0.41808, 115.84, 0.497489, -103.004, 4.52884E-015, 78.6901, 1.77636E-015, 90, 2.22045E-015, 36.8699
1850, 37.00000, 0.202764, -125.549, 0.128714, 68.4666, 0.224581, -100.819, 1.83103E-015, -165.964, 1.40433E-015, -71.565, 2.51215E-015, 135
1950, 39.00000, 0.0487333, -91.0408, 0.0855078, 168.165, 0.13823, -103.358, 1.29473E-015, -30.9638, 4.96507E-016, 116.565, 8.9509E-016, -119.745
2050, 41.00000, 0.047944, -105.746, 0.0916583, 53.615, 0.0645813, 50.4014, 2.48253E-016, 63.4349, 2.00148E-016, 146.31, 4.96507E-016, -26.5651
2150, 43.00000, 0.15159, 89.2025, 0.0522944, -70.0924, 0.0267353, -150.419, 1.0638E-015, 82.5041, 2.48253E-016, 26.5651, 5.00371E-016, 176.82
2250, 45.00000, 0.069363, 84.9012, 0.172594, -84.241, 0.019365, 22.0847, 4.69594E-016, -55.8403, 6.77742E-016, 132.51, 3.10317E-016, -153.435
2350, 47.00000, 0.167795, -108.478, 0.208751, -7.89078, 0.177465, 152.597, 1.79018E-015, 172.875, 0, 0, 1.18018E-015, 131.186
2450, 49.00000, 0.175313, -145.774, 0.147759, 37.7219, 0.0878698, -52.2366, 1.95554E-015, 124.592, 6.68443E-016, 131.634, 9.4369E-016, -151.928
