Freq, Harmonic, V1, VAngle1, V2, VAngle2, V3, VAngle3, I1, IAngle1, I2, IAngle2, I3, IAngle3
50, 1.00000, 235.921, -31.4102, 229.377, -150.317, 211.201, 86.8793, 3.83716E-011, 5.44033, 1.55415E-011, -69.444, 2.91038E-011, 0
100, 2.00000, 0.0130851, -53.6457, 0.0261199, 59.4678, 0.013775, 178.031, 2.31089E-015, 114.102, 1.00074E-015, 160.56, 8.88178E-016, -90
150, 3.00000, 0.421819, -92.3296, 0.579491, -86.2469, 0.716675, -68.7763, 1.58882E-014, 153.435, 2.13163E-014, 0, 2.84217E-014, 90
200, 4.00000, 0.0185072, -122.386, 0.0311646, 125.853, 0.0326013, -37.8752, 1.42178E-015, -128.66, 2.92054E-015, -8.74616, 1.89715E-015, -110.556
250, 5.00000, 0.163542, 68.2855, 0.204083, 163.885, 0.362804, 159.291, 1.25607E-014, 45, 7.10543E-015, 180, 2.58641E-014, 15.9454
300, 6.00000, 0.0626314, 156.058, 0.097302, 176.138, 0.0596185, 157.234, 6.67612E-015, -93.8141, 1.40433E-015, 18.4349, 4.72073E-015, -48.8141
350, 7.00000, 0.229486, -146.056, 0.336495, 94.65, 0.540844, -33.1974, 2.38984E-014, -138.013, 3.97205E-015, 26.5651, 1.51772E-014, 110.556
400, 8.00000, 0.0281461, -13.4303, 0.0524869, 99.0285, 0.0314262, -141.413, 2.73361E-015, -77.0926, 1.60215E-015, -75.9638, 3.23302E-015, -15.9454
450, 9.00000, 0.356878, -147.42, 0.472471, -116.313, 0.580267, -143.712, 9.56597E-015, -158.199, 1.13742E-014, -38.6598, 1.77636E-014, 143.13
500, 10.00000, 0.0188082, 39.0047, 0.0471255, -80.4241, 0.0184747, 166.697, 1.63263E-015, 144.689, 1.25852E-015, -131.424, 3.88578E-016, 0
550, 11.00000, 0.140429, 24.6229, 0.413158, 159.196, 0.532665, -54.8385, 1.19162E-014, 153.435, 1.58882E-014, 63.4349, 2.92964E-014, -75.9638
650, 13.00000, 0.29895, -5.32084, 0.42863, -108.526, 0.591839, 101.228, 1.19162E-014, -153.435, 1.08052E-014, -170.538, 3.55271E-015, 90
750, 15.00000, 0.198828, 166.754, 0.26392, -159.375, 0.112561, 149.301, 6.28429E-015, -32.0054, 9.33644E-015, 177.274, 8.48431E-015, -47.1211
850, 17.00000, 0.111268, 39.9698, 0.125016, 126.733, 0.158195, -161.001, 2.70129E-015, 80.5377, 2.74654E-015, 75.9638, 3.97205E-015, 26.5651
950, 19.00000, 0.0043569, 111.912, 0.247013, -60.4418, 0.123222, -18.6959, 3.58036E-015, -150.255, 1.98603E-015, 26.5651, 6.76417E-015, 113.199
1050, 21.00000, 0.136797, -12.4523, 0.141189, 25.1551, 0.0940904, 18.6384, 1.33227E-015, 180, 2.51215E-015, 45, 1.98603E-015, -153.435
1150, 23.00000, 0.0676178, -125.128, 0.044547, 164.187, 0.187977, -33.1736, 3.1792E-015, -114.775, 1.73422E-015, -140.194, 5.90927E-015, 115.602
1250, 25.00000, 0.102539, -31.8783, 0.212051, -91.1647, 0.195963, 77.6096, 4.18953E-015, -32.0054, 9.93014E-016, -63.4349, 7.54952E-015, 61.9275
1350, 27.00000, 0.101294, -130.527, 0.00986861, -141.775, 0.29508, -79.9292, 6.76417E-015, 156.801, 3.20237E-015, 146.31, 5.40258E-015, 80.5377
1450, 29.00000, 0.306045, -117.984, 0.40894, -19.716, 0.284635, 76.2077, 6.04027E-015, -36.0274, 2.97904E-015, -116.565, 4.52884E-015, 78.6901
1550, 31.00000, 0.275047, 160.032, 0.846813, 99.0169, 0.509201, -79.6708, 3.55271E-015, 0, 8.89288E-015, -2.86241, 5.32907E-015, 180
1650, 33.00000, 0.216038, -108.933, 0.262715, -26.2041, 0.383941, -153.814, 1.83103E-015, 104.036, 2.51215E-015, -45, 9.56597E-015, 21.8014
1750, 35.00000, 0.60582, 39.9452, 0.4232, 141.043, 0.451012, -176.812, 4.52884E-015, 101.31, 1.24662E-014, -94.0856, 4.52884E-015, 168.69
1850, 37.00000, 0.0970913, 152.852, 0.234501, 76.4879, 0.227819, -75.6702, 2.97904E-015, 63.4349, 2.09476E-015, 32.0054, 3.58036E-015, -172.875
1950, 39.00000, 0.0457285, -164.653, 0.0332502, 2.7427, 0.157901, -151.513, 1.58596E-015, -57.1443, 3.60822E-016, 180, 2.84356E-015, 128.66
2050, 41.00000, 0.105504, -86.7876, 0.0547963, 148.308, 0.11528, -15.0587, 9.15513E-016, 75.9638, 1.19575E-015, -68.1986, 1.42178E-015, -38.6598
2150, 43.00000, 0.0706015, 11.2734, 0.134822, 5.9211, 0.139601, 133.153, 1.40433E-015, -161.565, 1.20089E-015, -123.69, 1.11022E-015, 143.13
2250, 45.00000, 0.0407664, -132.348, 0.023872, -151.961, 0.090557, -49.8204, 9.15513E-016, -104.036, 0, 0, 4.47545E-016, 97.125
2350, 47.00000, 0.191676, -74.9308, 0.09224, -20.7063, 0.231022, 57.4642, 1.48952E-015, 63.4349, 2.22045E-016, 0, 5.40714E-015, -70.821
2450, 49.00000, 0.0979677, 115.618, 0.170699, 119.904, 0.178511, -116.657, 1.73422E-015, 140.194, 1.83103E-015, 165.964, 3.26007E-015, 47.07
