Freq, Harmonic, V1, VAngle1, V2, VAngle2, V3, VAngle3, I1, IAngle1, I2, IAngle2, I3, IAngle3
50, 1.00000, 209.18, -33.7622, 225.974, -151.913, 214.196, 87.781, 2.37167E-011, -175.601, 1.7915E-011, 156.038, 1.62695E-011, -116.565
100, 2.00000, 0.00965645, -165.775, 0.019785, 71.5349, 0.0586816, 166.159, 2.80867E-015, 18.4349, 8.00593E-016, -33.6901, 3.97205E-015, -26.5651
150, 3.00000, 1.72081, -68.8297, 1.33859, -89.2176, 1.78459, -96.136, 2.05206E-013, -73.9184, 9.95394E-014, -2.04541, 1.42109E-013, 90
200, 4.00000, 0.0401464, -158.498, 0.0205702, 74.5152, 0.0748452, -10.4595, 3.02013E-015, 162.897, 3.33067E-016, 0, 2.51215E-015, -45
250, 5.00000, 2.24336, 65.9581, 0.887048, -142.693, 1.42097, -35.7306, 1.06581E-013, 180, 9.26434E-014, -4.39871, 7.10543E-014, 53.1301
300, 6.00000, 0.108301, 156.032, 0.0877157, 141.334, 0.224425, 171.484, 4.44089E-015, 53.1301, 1.98603E-015, -116.565, 7.94411E-015, -26.5651
350, 7.00000, 2.12726, -158.505, 1.0658, 104.932, 1.14154, -17.5686, 1.46482E-014, -75.9638, 3.62307E-014, -168.69, 2.5619E-014, 33.6901
400, 8.00000, 0.047694, -1.41792, 0.0604724, 106.694, 0.115773, -154.051, 3.20237E-015, 56.3099, 1.98603E-015, 63.4349, 5.61733E-015, 161.565
450, 9.00000, 1.9748, -109.003, 1.16525, -126.776, 1.76227, -117.232, 7.65278E-014, 158.199, 2.92964E-014, -165.964, 4.01944E-014, 135
500, 10.00000, 0.0471711, 32.6793, 0.0155774, -31.6568, 0.0962838, 136.125, 1.33689E-015, 48.3665, 6.66134E-016, -90, 1.25607E-015, 45
550, 11.00000, 0.922994, 76.1356, 0.342372, -171.755, 0.693672, -101.405, 1.74951E-014, -23.9625, 9.56597E-015, 21.8014, 1.46482E-014, -165.964
650, 13.00000, 0.297111, 147.88, 0.311229, 20.3174, 0.808607, 77.8162, 3.55271E-015, 0, 3.97205E-015, -63.4349, 7.94411E-015, -153.435
750, 15.00000, 0.141512, 33.4291, 0.252015, 123.215, 0.651696, 178.938, 5.61733E-015, 108.435, 5.32907E-015, -90, 1.77636E-014, 90
850, 17.00000, 0.40121, -0.957376, 0.518768, 155.72, 0.460676, -100.684, 2.51215E-015, -45, 9.05768E-015, 101.31, 0, 0
950, 19.00000, 0.156333, 142.718, 0.12738, 83.9529, 0.607099, 136.654, 7.5886E-015, 159.444, 1.83103E-015, -165.964, 4.44089E-015, 0
1050, 21.00000, 0.241714, 166.487, 0.132906, -116.553, 0.244687, -0.440876, 3.66205E-015, -165.964, 9.93014E-016, -63.4349, 1.98603E-015, -26.5651
1150, 23.00000, 0.423934, 45.4634, 0.287516, -69.4545, 0.0792902, 124.842, 3.89845E-015, -70.0169, 2.68527E-015, 172.875, 4.49057E-015, 98.5308
1250, 25.00000, 0.622772, -40.8972, 0.282069, -134.628, 0.374688, 146.846, 7.16072E-015, 119.745, 5.34754E-015, -175.236, 6.16948E-015, -120.256
1350, 27.00000, 0.717521, -111.952, 0.0741589, -106.626, 0.0718216, 10.6217, 6.86635E-015, 157.166, 5.07312E-015, 23.1986, 3.58724E-015, 21.8014
1450, 29.00000, 0.872246, 166.962, 0.781528, -29.5126, 0.943682, 44.9684, 1.33227E-014, -126.87, 0, 0, 1.44585E-014, -169.38
1550, 31.00000, 1.19812, 113.685, 0.43679, 37.0201, 1.81737, -71.8907, 1.51772E-014, 20.556, 0, 0, 0, 0
1650, 33.00000, 0.222062, -131.702, 0.489574, -170.553, 1.1344, -98.2107, 1.82887E-014, -60.9454, 1.77636E-015, 0, 5.0243E-015, -135
1750, 35.00000, 1.02336, -58.9604, 1.35561, 120.14, 1.17151, -151.857, 1.29321E-014, 15.9454, 7.16072E-015, 29.7449, 4.61853E-014, 180
1850, 37.00000, 0.899959, 174.073, 0.732399, 86.6009, 0.336108, -55.4579, 1.09862E-014, 75.9638, 4.88498E-015, -90, 8.88178E-015, -53.1301
1950, 39.00000, 0.906549, 92.3351, 0.165962, 27.3737, 0.287087, 1.48972, 1.43352E-014, 16.1892, 2.22045E-015, 90, 5.4208E-015, 34.992
2050, 41.00000, 0.940208, 35.9935, 0.55559, -138.719, 0.479151, -99.4272, 2.63776E-014, -45, 3.55271E-015, 0, 5.17893E-015, -120.964
2150, 43.00000, 0.835344, -55.0619, 0.577854, -147.463, 0.755903, 133.632, 1.84818E-014, -125.218, 1.83103E-015, 14.0362, 3.7943E-015, 110.556
2250, 45.00000, 0.921292, 177.477, 0.124176, 97.1948, 0.254176, 129.769, 5.27794E-015, -157.751, 1.42178E-015, 128.66, 6.66134E-016, 0
2350, 47.00000, 0.937218, 143.582, 1.11, -23.8553, 0.540996, 35.7765, 1.03579E-014, -120.964, 8.98115E-015, 98.5308, 2.39149E-015, 111.801
2450, 49.00000, 0.744209, 50.7187, 0.469046, -35.8524, 0.936726, -107.586, 3.97205E-015, 116.565, 3.97205E-015, 26.5651, 7.32411E-015, 75.9638
