Freq, Harmonic, V1, VAngle1, V2, VAngle2, V3, VAngle3, I1, IAngle1, I2, IAngle2, I3, IAngle3
50, 1.00000, 224.709, -32.3643, 242.795, -149.852, 221.623, 88.7649, 1.64717E-011, -96.3402, 1.93361E-011, -41.1859, 2.91038E-011, -90
100, 2.00000, 0.0064306, -68.0583, 0.00454341, 141.013, 0.0302523, 170.841, 2.09476E-015, 32.0054, 3.14018E-016, 135, 7.10543E-015, 180
150, 3.00000, 0.386634, -56.3218, 0.179487, -130.841, 0.944115, -95.2053, 4.41685E-014, 164.846, 2.34486E-014, -24.6236, 0, 0
200, 4.00000, 0.0204117, -143.432, 0.0035436, -109.101, 0.0321164, -23.2743, 1.65047E-015, 42.2737, 7.4476E-016, 63.4349, 1.98603E-015, -153.435
250, 5.00000, 0.370185, -77.6095, 0.0863038, -132.6, 0.173559, -43.1421, 3.3914E-014, -45, 1.35575E-014, -148.393, 3.03544E-014, -159.444
300, 6.00000, 0.0262139, 170.502, 0.0136307, 103.714, 0.077376, -178.153, 2.40178E-015, 146.31, 3.30093E-015, -109.654, 9.93014E-015, -10.3048
350, 7.00000, 0.223407, -164.189, 0.0449432, -95.658, 0.455069, -8.46208, 2.64074E-014, 47.7263, 1.12347E-014, 18.4349, 7.10543E-015, 180
400, 8.00000, 0.00875123, 1.96281, 0.0105987, 130.673, 0.0553347, -154.254, 1.7422E-015, -149.349, 3.60822E-016, 180, 3.20237E-015, -33.6901
450, 9.00000, 0.328902, -155.419, 0.152573, 165.134, 0.547579, -98.2657, 2.14638E-014, -155.556, 7.32411E-015, 14.0362, 7.94411E-015, 153.435
500, 10.00000, 0.0172271, 41.0638, 0.00739316, 31.4214, 0.0280453, 127.552, 7.30135E-016, -81.2538, 3.37661E-016, 170.538, 9.15513E-016, 104.036
550, 11.00000, 0.266788, 72.1242, 0.0314226, -93.2095, 0.327227, -71.3313, 2.45658E-014, -77.4712, 5.0243E-015, -135, 3.57485E-014, 63.4349
650, 13.00000, 0.433336, -7.65935, 0.0957158, -21.5538, 0.418748, 117.256, 2.76086E-014, 25.7407, 7.16072E-015, -7.12502, 1.81154E-014, -78.6901
750, 15.00000, 0.0241675, -60.8941, 0.0847087, 89.6971, 0.335152, 176.673, 1.24662E-014, 94.0856, 7.53644E-015, -135, 1.43214E-014, 60.2551
850, 17.00000, 0.0807408, -132.356, 0.137719, 166.229, 0.342494, -99.028, 1.58136E-014, 141.843, 3.66205E-015, 75.9638, 6.40475E-015, -33.6901
950, 19.00000, 0.0209942, -85.4085, 0.114788, 47.0502, 0.342239, 128.213, 1.98603E-015, 153.435, 5.34754E-015, -131.634, 1.19162E-014, 116.565
1050, 21.00000, 0.143654, 89.8866, 0.0281763, -80.9609, 0.141486, -46.7731, 7.22605E-015, -111.638, 1.25607E-015, 45, 1.79018E-015, 150.255
1150, 23.00000, 0.16147, 42.9138, 0.125167, -30.4735, 0.165749, 75.3404, 1.02237E-014, 145.62, 1.40433E-015, -108.435, 6.25283E-015, -106.504
1250, 25.00000, 0.12309, -51.7151, 0.0784446, -167.02, 0.0734605, -104.896, 3.83469E-015, -112.109, 9.93014E-016, -63.4349, 1.98603E-015, -153.435
1350, 27.00000, 0.295593, -75.5179, 0.0883267, -117.337, 0.239253, 50.795, 7.69505E-015, -136.169, 3.72215E-015, 72.646, 4.63643E-015, 163.301
1450, 29.00000, 0.260982, -131.457, 0.0666881, 81.1833, 0.22451, 93.4832, 1.2339E-014, 30.2564, 2.22045E-015, 36.8699, 3.20237E-015, -56.3099
1550, 31.00000, 0.463783, -174.361, 0.0999021, -172.583, 0.497362, -28.8181, 9.44147E-015, -138.814, 3.55271E-015, 180, 1.03674E-014, 43.2643
1650, 33.00000, 0.127786, 148.407, 0.168876, -175.906, 0.531038, -67.1438, 1.28095E-014, -123.69, 2.51215E-015, -45, 4.44089E-015, -53.1301
1750, 35.00000, 0.242429, 2.63356, 0.12881, 158.346, 0.3836, -131.742, 1.53323E-014, 79.992, 4.17184E-015, 154.799, 1.77636E-015, 180
1850, 37.00000, 0.231586, 170.646, 0.1883, 140.236, 0.331902, -88.684, 1.83103E-015, -14.0362, 9.93014E-016, -153.435, 1.03959E-014, 70.0169
1950, 39.00000, 0.149336, -81.5039, 0.0102525, -140.863, 0.106636, 89.188, 2.92054E-015, -81.2538, 9.15513E-016, -165.964, 5.85899E-015, 117.051
2050, 41.00000, 0.158111, 146.843, 0.100622, 91.8855, 0.130424, -104.437, 4.96507E-015, -63.4349, 3.14018E-016, 45, 3.38208E-015, 66.8014
2150, 43.00000, 0.109878, 42.6909, 0.112869, -40.8258, 0.0917725, 82.4953, 4.27111E-015, 171.027, 7.4476E-016, -153.435, 3.24254E-015, -128.047
2250, 45.00000, 0.0653303, 54.9945, 0.0673912, 175.073, 0.166211, -101.175, 4.55597E-015, 133.025, 1.13221E-015, 101.31, 3.14215E-015, -147.995
2350, 47.00000, 0.110112, -91.4378, 0.0727718, 13.8503, 0.230175, 101.399, 2.88017E-015, 117.553, 8.9509E-016, -7.12502, 2.39149E-015, -158.199
2450, 49.00000, 0.145115, 164.195, 0.0746805, 122.459, 0.144878, -69.2879, 1.53134E-015, 136.469, 1.48952E-015, 26.5651, 1.42178E-015, -51.3402
