Freq, Harmonic, V1, VAngle1, V2, VAngle2, V3, VAngle3, I1, IAngle1, I2, IAngle2, I3, IAngle3
50, 1.00000, 214.367, -33.4693, 206.035, -153.187, 202.032, 85.69, 5.14488E-012, 135, 1.82806E-011, -174.289, 3.63798E-012, 0
100, 2.00000, 0.00423848, -24.0555, 0.0207646, 58.216, 0.0402034, 155.54, 4.44089E-016, 0, 4.96507E-016, -63.4349, 8.88178E-016, 180
150, 3.00000, 1.28894, -103.433, 1.76964, -88.2614, 2.0775, -90.6286, 6.55088E-014, 130.601, 6.67494E-014, 115.201, 5.68434E-014, 180
200, 4.00000, 0.0382269, -157.521, 0.0316703, 46.0417, 0.0643348, -42.2129, 8.88178E-016, 0, 9.93014E-016, 63.4349, 3.72215E-015, -107.354
250, 5.00000, 0.520371, -115.565, 0.606028, -156.872, 1.58457, -57.2877, 1.46482E-014, -165.964, 3.55271E-014, -36.8699, 1.42109E-014, 0
300, 6.00000, 0.0352109, 152.349, 0.0229008, 117.477, 0.139261, 171.562, 8.88178E-016, 180, 4.44089E-016, 0, 8.88178E-016, 180
350, 7.00000, 0.953334, -131.779, 0.799552, 115.83, 1.62784, -37.2083, 3.01458E-014, -45, 2.24693E-014, -161.565, 2.84217E-014, 0
400, 8.00000, 0.0346731, 18.039, 0.0558156, 94.5801, 0.0902287, -164.288, 1.09344E-015, 23.9625, 4.57757E-016, -104.036, 1.25607E-015, -45
450, 9.00000, 0.845698, -158.771, 0.965269, -137.115, 1.69702, -112.591, 2.00972E-014, -45, 2.00972E-014, 45, 1.42109E-014, 90
500, 10.00000, 0.0122124, -4.56199, 0.0263816, 55.3194, 0.0469141, 103.494, 5.97873E-016, 68.1986, 4.57757E-016, -14.0362, 9.93014E-016, -63.4349
550, 11.00000, 0.845051, 95.3142, 0.889845, -156.679, 0.602089, -73.6113, 4.5851E-014, -158.405, 7.99361E-015, -90, 1.00486E-014, 135
650, 13.00000, 0.543604, -27.1614, 0.509974, -111.182, 0.20185, 97.4851, 6.28037E-015, 81.8699, 6.40475E-015, 123.69, 9.05768E-015, -78.6901
750, 15.00000, 0.148051, 14.1468, 0.163507, 51.48, 0.251864, 147.702, 1.98603E-015, -153.435, 3.55271E-015, 180, 6.16948E-015, 59.7436
850, 17.00000, 0.425174, 20.676, 0.828296, 109.781, 0.603594, -129.721, 8.88178E-016, 0, 2.66454E-015, 180, 4.44089E-015, -143.13
950, 19.00000, 0.268705, -57.2238, 0.386746, 140.446, 0.474806, 56.7587, 1.77636E-015, 180, 8.88178E-016, 0, 4.44089E-015, -36.8699
1050, 21.00000, 0.180017, 106.009, 0.242794, 150.641, 0.0891107, 129.859, 4.44089E-016, 90, 8.88178E-016, 0, 1.79018E-015, 29.7449
1150, 23.00000, 0.384602, 129.092, 0.502901, -130.09, 0.285338, 3.35277, 9.56597E-015, 68.1986, 3.66205E-015, 14.0362, 5.68712E-015, 128.66
1250, 25.00000, 0.193454, -67.534, 0.0798806, -82.021, 0.225263, 92.2361, 1.40433E-015, 71.565, 1.33227E-015, 180, 1.83103E-015, 165.964
1350, 27.00000, 0.199637, -122.806, 0.385005, -91.5425, 0.615379, -100.783, 3.97205E-015, -63.4349, 5.0243E-015, -135, 1.98603E-015, 153.435
1450, 29.00000, 0.57713, -134.322, 0.520556, -49.2308, 0.629112, 18.8179, 4.37377E-015, 156.038, 3.7943E-015, -69.444, 3.97205E-015, 116.565
1550, 31.00000, 0.741572, 116.604, 0.961333, 52.7395, 1.15114, -128.459, 7.16072E-015, 29.7449, 8.88178E-016, 180, 1.28095E-014, -146.31
1650, 33.00000, 0.244196, 147.283, 0.331888, 90.849, 0.508284, -134.556, 2.51215E-015, -45, 1.33227E-015, 180, 1.77636E-015, 180
1750, 35.00000, 0.728706, -41.3248, 0.802461, 43.4723, 1.1267, 164.569, 3.97205E-015, -153.435, 2.51215E-015, 45, 1.58882E-014, 116.565
1850, 37.00000, 0.488984, 124.079, 0.611066, 37.0655, 0.447087, -118.996, 6.35839E-015, 77.9052, 3.58036E-015, -97.125, 7.85674E-015, 47.2906
1950, 39.00000, 0.202741, -44.8421, 0.158513, 9.04042, 0.216094, 83.0647, 2.04715E-015, -49.3987, 6.28037E-016, 45, 1.79018E-015, 7.12502
2050, 41.00000, 0.401373, 33.0212, 0.315263, 122.823, 0.331189, -116.893, 6.28037E-016, 45, 6.28037E-016, 135, 2.22045E-015, -36.8699
2150, 43.00000, 0.405281, -61.4049, 0.60332, -154.999, 0.53403, 37.2955, 6.35839E-015, -24.7751, 8.88178E-016, 180, 4.78299E-015, -111.801
2250, 45.00000, 0.296312, 45.5898, 0.123163, 161.945, 0.509634, 150.385, 2.22045E-015, -36.8699, 1.77636E-015, -90, 1.79018E-015, 29.7449
2350, 47.00000, 0.849809, 169.726, 0.763066, -107.116, 0.612993, 10.4486, 4.63643E-015, -73.3008, 1.25607E-015, 135, 3.97205E-015, 153.435
2450, 49.00000, 0.448505, 74.0325, 0.888498, -34.2809, 0.64826, 156.556, 8.88178E-016, -90, 1.77636E-015, 180, 1.77636E-015, 90
