Freq, Harmonic, V1, VAngle1, V2, VAngle2, V3, VAngle3, I1, IAngle1, I2, IAngle2, I3, IAngle3
50, 1.00000, 227.228, -31.4907, 218.258, -152.211, 223.969, 88.048, 3.27418E-011, 0, 1.80071E-011, -135, 2.99995E-011, 75.9638
100, 2.00000, 0.0152542, -58.011, 0.00921326, 39.9425, 0.00511669, 143.332, 4.44089E-016, 90, 1.11022E-015, -90, 9.15513E-016, -14.0362
150, 3.00000, 0.685684, -95.6544, 0.894647, -72.6889, 1.00918, -85.8896, 3.97205E-014, 153.435, 7.32411E-015, 14.0362, 8.98773E-014, 161.565
200, 4.00000, 0.0234509, -148.165, 0.0314523, 85.4096, 0.0163786, -89.2795, 2.13127E-015, -47.375, 1.10398E-015, -134.745, 6.28037E-016, 45
250, 5.00000, 0.0109054, -94.1571, 0.644361, -170.272, 0.321217, -32.5807, 1.28095E-014, 33.6901, 2.66454E-014, 0, 1.06581E-014, 180
300, 6.00000, 0.0518645, 177.286, 0.0503909, -176.114, 0.0202654, 61.4234, 1.19575E-015, 68.1986, 2.59897E-015, 109.983, 4.96507E-016, 26.5651
350, 7.00000, 0.33211, -115.032, 0.915815, 92.6929, 0.571438, -1.73495, 1.24345E-014, 180, 2.51215E-014, -98.1301, 1.58882E-014, 26.5651
400, 8.00000, 0.0350871, -17.1343, 0.0325485, 107.749, 0.0162321, -115.283, 2.43491E-015, -46.8476, 1.51007E-015, -162.897, 4.74287E-016, -20.556
450, 9.00000, 0.542271, -132.292, 0.80017, -105.481, 0.492021, -110.444, 2.27485E-014, 38.6598, 1.28095E-014, 123.69, 7.10543E-015, 180
500, 10.00000, 0.010046, 9.81288, 0.0221777, -97.8597, 0.0186044, -40.6839, 4.51828E-016, 169.38, 6.68443E-016, -131.634, 9.93014E-016, 116.565
550, 11.00000, 0.251367, 58.8906, 0.546186, -149.566, 0.496858, -3.44934, 1.38738E-014, 50.1944, 3.35162E-014, -32.0054, 1.77636E-014, 53.1301
650, 13.00000, 0.312071, 3.10092, 0.214651, -154.337, 0.213612, -156.451, 1.24424E-014, -87.9546, 5.68712E-015, -38.6598, 5.32907E-015, 180
750, 15.00000, 0.0943938, -156.481, 0.0706431, -25.6364, 0.170013, 93.8487, 6.31169E-015, 140.711, 1.33227E-015, -90, 5.0243E-015, 135
850, 17.00000, 0.125529, 62.2814, 0.347625, 133.259, 0.445294, -100.477, 4.78299E-015, -158.199, 5.40258E-015, -80.5377, 1.09862E-014, 165.964
950, 19.00000, 0.197613, -25.8015, 0.033761, 159.609, 0.279374, 48.9659, 1.43833E-014, 81.1193, 5.40258E-015, -80.5377, 5.0243E-015, 45
1050, 21.00000, 0.11364, 85.3904, 0.139717, 132.127, 0.224186, -138.106, 3.58036E-015, 29.7449, 8.88178E-016, -90, 5.68712E-015, -38.6598
1150, 23.00000, 0.0913533, -150.967, 0.255254, -121.869, 0.294868, 34.0632, 7.39112E-015, 57.2648, 2.39149E-015, 158.199, 2.51215E-015, -45
1250, 25.00000, 0.0795677, 81.3299, 0.313697, -145.448, 0.0500982, -157.972, 1.84528E-015, 6.91123, 9.69461E-016, -113.629, 3.46845E-015, -50.1944
1350, 27.00000, 0.11673, -75.9569, 0.365039, -69.4596, 0.166547, -26.0969, 3.97205E-015, 63.4349, 9.93014E-016, -116.565, 5.40258E-015, -80.5377
1450, 29.00000, 0.274408, -163.056, 0.385826, -28.555, 0.31317, 152.36, 5.68712E-015, 51.3402, 6.9369E-015, -50.1944, 1.98603E-015, -153.435
1550, 31.00000, 0.548597, -148.574, 0.679955, 29.4692, 0.264033, -52.1925, 8.0428E-015, -6.34019, 4.96507E-015, 26.5651, 4.44089E-015, -90
1650, 33.00000, 0.233055, -90.0598, 0.0680566, -107.596, 0.180425, 160.886, 3.9968E-015, 90, 4.96507E-016, 26.5651, 8.88178E-016, 90
1750, 35.00000, 0.637055, -3.46598, 0.622045, 92.8138, 0.246989, -111.099, 1.70845E-014, 152.103, 5.49308E-015, -165.964, 9.76996E-015, 0
1850, 37.00000, 0.228958, -168.421, 0.335642, 97.3946, 0.345761, -37.8509, 3.66205E-015, -14.0362, 1.42178E-015, -51.3402, 5.77316E-015, -67.3801
1950, 39.00000, 0.185447, 7.83608, 0.136328, 165.778, 0.279015, 92.9412, 2.78221E-015, 118.61, 1.42178E-015, 51.3402, 2.26442E-015, 101.31
2050, 41.00000, 0.162015, 105.416, 0.385195, -164.696, 0.171508, -46.1678, 3.55965E-015, 176.424, 1.61651E-015, 105.945, 2.39149E-015, -21.8014
2150, 43.00000, 0.171616, 26.5942, 0.429375, -95.6778, 0.370107, 102.536, 3.72215E-015, 17.354, 2.97904E-015, -153.435, 2.97904E-015, 153.435
2250, 45.00000, 0.211789, 130.215, 0.149588, -136.206, 0.289868, -131.563, 1.83103E-015, -14.0362, 6.28037E-016, 45, 1.40433E-015, -18.4349
2350, 47.00000, 0.331609, -112.755, 0.601871, -40.579, 0.417869, 102.344, 9.86038E-015, 144.162, 1.60119E-015, 56.3099, 4.44089E-016, 0
2450, 49.00000, 0.28658, 161.254, 0.461695, 33.0094, 0.432717, -126.574, 4.96507E-015, -63.4349, 2.66454E-015, -90, 2.22045E-015, 36.8699
