Freq, Harmonic, V1, VAngle1, V2, VAngle2, V3, VAngle3, I1, IAngle1, I2, IAngle2, I3, IAngle3
50, 1.00000, 228.341, -32.4412, 228.598, -150.533, 208.574, 86.8214, 9.09495E-012, -143.13, 9.79556E-012, -21.8014, 2.2129E-011, 99.4623
100, 2.00000, 0.00230013, -79.9809, 0.0119744, 49.1689, 0.0156655, 135.814, 2.22045E-016, 180, 4.44089E-016, -90, 4.44089E-016, 0
150, 3.00000, 0.968653, -84.4424, 1.00054, -77.8795, 1.65737, -62.1289, 1.42109E-014, -90, 7.65278E-014, 111.801, 1.42109E-014, 0
200, 4.00000, 0.0161658, -179.946, 0.0123191, 72.1048, 0.0378974, -59.4244, 1.11022E-016, -90, 8.00593E-016, -146.31, 4.44089E-016, 0
250, 5.00000, 0.287016, -154.981, 0.853151, -150.643, 1.67146, -56.7523, 1.42109E-014, 180, 4.49387E-014, -18.4349, 3.17764E-014, -63.4349
300, 6.00000, 0.0119141, 35.1124, 0.0229783, 172.698, 0.0493819, -167.145, 1.46554E-015, -65.3764, 0, 0, 1.25607E-015, -135
350, 7.00000, 0.550669, -123.957, 0.411858, 136.21, 1.5117, -38.5303, 1.58882E-014, 63.4349, 2.00972E-014, -45, 2.86429E-014, 82.875
400, 8.00000, 0.010361, 47.4417, 0.0316908, 104.038, 0.0441755, -150.661, 4.57757E-016, 104.036, 1.09344E-015, 23.9625, 9.93014E-016, 26.5651
450, 9.00000, 0.619167, -143.369, 0.602866, -115.065, 1.49533, -92.7375, 1.46482E-014, -14.0362, 2.84217E-014, 180, 1.42109E-014, -90
500, 10.00000, 0.00759892, -170.71, 0.00364652, 90.6876, 0.0177559, 121.708, 2.23773E-016, 60.2551, 1.24127E-016, 153.435, 4.44089E-016, -90
550, 11.00000, 0.429281, 131.174, 0.393967, -135.706, 0.632577, -42.0313, 5.0243E-015, 135, 7.32411E-015, -165.964, 1.00486E-014, 135
650, 13.00000, 0.0555522, 27.9905, 0.0593094, -160.789, 0.453146, -84.7988, 1.98603E-015, -153.435, 8.88178E-016, -90, 0, 0
750, 15.00000, 0.0540014, 56.4452, 0.0619799, 169.924, 0.098294, -55.2762, 1.79018E-015, 7.12502, 0, 0, 4.44089E-016, 180
850, 17.00000, 0.333013, 41.5817, 0.407927, 147.614, 0.45532, -122.257, 1.12347E-014, -18.4349, 3.66205E-015, 75.9638, 2.22045E-015, 90
950, 19.00000, 0.21516, -85.7185, 0.248216, -157.597, 0.21128, 20.4252, 5.97461E-015, 48.0128, 4.18953E-015, -57.9946, 2.66454E-015, 0
1050, 21.00000, 0.127418, 161.577, 0.0179047, -170.901, 0.206389, 152.988, 3.66205E-015, -75.9638, 1.77636E-015, 180, 3.59582E-015, -98.8807
1150, 23.00000, 0.356868, 153.828, 0.192199, -112.272, 0.296153, -41.0148, 2.22045E-015, 143.13, 2.97904E-015, 153.435, 1.77636E-015, 0
1250, 25.00000, 0.123511, -42.4671, 0.20409, -46.4772, 0.39541, 85.2542, 2.80867E-015, -18.4349, 1.98603E-015, 116.565, 1.98603E-015, -26.5651
1350, 27.00000, 0.0408498, -138.22, 0.0290039, 129.337, 0.553478, -94.9724, 3.20237E-015, 56.3099, 3.20237E-015, -123.69, 5.40258E-015, 9.46232
1450, 29.00000, 0.539975, -83.6462, 0.380257, -41.7376, 0.604953, 48.3929, 1.28095E-014, 33.6901, 5.34754E-015, -41.6335, 6.16948E-015, 30.2564
1550, 31.00000, 0.343952, 130.433, 0.7088, 95.1143, 0.809564, -123.374, 9.76996E-015, 0, 5.61733E-015, 161.565, 7.16072E-015, -7.12502
1650, 33.00000, 0.108683, -133.754, 0.0772985, -109.237, 0.471445, -10.9709, 1.98603E-015, -116.565, 8.88178E-016, 0, 3.97205E-015, 153.435
1750, 35.00000, 0.586474, 27.0478, 0.703296, 91.8791, 0.952596, 178.605, 7.94411E-015, 63.4349, 3.97205E-015, -116.565, 1.06581E-014, 0
1850, 37.00000, 0.341149, -169.706, 0.386437, 169.645, 0.688427, -25.9885, 4.78299E-015, 111.801, 8.88178E-016, 90, 7.5886E-015, -69.444
1950, 39.00000, 0.370587, 36.1737, 0.15889, -8.87745, 0.700058, 120.14, 2.67377E-015, 48.3665, 1.83103E-015, -165.964, 0, 0
2050, 41.00000, 0.411506, 142.62, 0.383223, -159.023, 0.572986, -71.9725, 5.61733E-015, -18.4349, 8.88178E-016, -90, 1.98603E-015, -26.5651
2150, 43.00000, 0.364189, -36.0746, 0.563785, -58.8019, 0.718585, 98.5232, 2.22045E-015, 36.8699, 1.77636E-015, -90, 1.25607E-015, 45
2250, 45.00000, 0.250142, 147.056, 0.181635, 65.7728, 0.779426, -141.656, 8.15239E-015, 60.6422, 2.22045E-015, 0, 4.78299E-015, 68.1986
2350, 47.00000, 0.788658, -110.411, 0.463416, -35.4721, 0.777408, 35.3549, 1.09862E-014, 75.9638, 1.33227E-015, 0, 6.9369E-015, 39.8056
2450, 49.00000, 0.381751, 78.1821, 0.693828, 54.583, 0.649064, -147.286, 2.80867E-015, 161.565, 3.66205E-015, -14.0362, 1.98603E-015, -116.565
