Freq, Harmonic, V1, VAngle1, V2, VAngle2, V3, VAngle3, I1, IAngle1, I2, IAngle2, I3, IAngle3
50, 1.00000, 191.316, -35.6254, 230.6, -152.349, 210.543, 87.9524, 4.06738E-012, -116.565, 2.22036E-011, 34.992, 0, 0
100, 2.00000, 0.0515124, -85.9127, 0.00709082, -136.737, 0.0209961, -164.026, 4.37377E-015, 23.9625, 4.44089E-016, 90, 8.88178E-016, 180
150, 3.00000, 2.23241, -90.2408, 0.979104, -112.76, 1.27555, -85.3951, 9.66443E-014, 126.027, 4.61853E-014, 90, 8.52651E-014, 0
200, 4.00000, 0.0703002, -170.201, 0.0158679, 79.7865, 0.0272349, -63.6456, 2.9142E-015, 40.3645, 1.61651E-015, 15.9454, 9.93014E-016, 116.565
250, 5.00000, 0.93925, 53.7727, 0.338172, 1.78567, 0.173033, -80.532, 3.12034E-014, -24.3765, 9.56597E-015, -111.801, 2.16103E-014, 99.4623
300, 6.00000, 0.111401, 163.347, 0.0266514, 47.5187, 0.0129763, 137.196, 2.84572E-015, 159.444, 1.13221E-015, 168.69, 9.48575E-016, -69.444
350, 7.00000, 1.3628, -165.396, 0.438331, 128.735, 0.620091, -5.87933, 1.38738E-014, -50.1944, 2.64074E-014, -109.654, 3.55271E-015, 180
400, 8.00000, 0.0899458, -63.862, 0.0299148, 174.989, 0.0572999, -147.764, 3.11654E-015, 94.0856, 4.57757E-016, -104.036, 3.20237E-015, -56.3099
450, 9.00000, 1.52114, -127.494, 0.481541, 171.843, 0.602797, -141.015, 8.42413E-014, 155.056, 2.30926E-014, -67.3801, 1.77636E-014, -90
500, 10.00000, 0.0445313, -29.3333, 0.00819598, 138.294, 0.0158075, -75.4321, 1.29116E-015, -115.463, 2.77556E-016, 143.13, 3.51083E-016, -161.565
550, 11.00000, 0.579309, 36.7768, 0.633059, -121.437, 0.749262, -42.0163, 8.88178E-015, -36.8699, 1.43214E-014, -119.745, 1.42109E-014, -90
650, 13.00000, 0.533608, -52.0154, 0.344687, -130.133, 0.51909, 144.074, 2.13902E-014, 48.3665, 8.88178E-015, 36.8699, 8.88178E-016, 180
750, 15.00000, 0.352298, 101.341, 0.239349, 28.091, 0.205899, 1.28832, 1.60119E-015, 146.31, 4.96507E-015, 169.695, 8.37906E-015, -57.9946
850, 17.00000, 0.70824, -43.0056, 0.50201, 158.86, 0.596378, -134.14, 7.32411E-015, -104.036, 5.40258E-015, 80.5377, 1.58882E-014, -153.435
950, 19.00000, 0.58515, -92.6292, 0.364434, 175.756, 0.282469, 60.5887, 3.58036E-015, 82.875, 4.46304E-015, -84.2894, 3.97205E-015, 63.4349
1050, 21.00000, 0.210357, 137.414, 0.104713, 151.12, 0.199744, 129.079, 1.42178E-015, -128.66, 2.97904E-015, 153.435, 1.98603E-015, 153.435
1150, 23.00000, 0.410769, 86.895, 0.399023, -79.06, 0.430704, -10.8399, 6.76417E-015, -66.8014, 3.66205E-015, 14.0362, 7.10543E-015, 180
1250, 25.00000, 0.227574, -40.4653, 0.0510347, -10.613, 0.0480838, 63.8921, 1.32415E-015, 56.9761, 9.48575E-016, -69.444, 6.66134E-016, -90
1350, 27.00000, 0.861245, -108.134, 0.156037, 141.717, 0.16775, -72.7407, 6.89769E-015, 146.821, 2.67377E-015, -4.76364, 4.52884E-015, -101.31
1450, 29.00000, 0.430607, 124.719, 0.430973, 20.2912, 0.367807, 76.2281, 3.66205E-015, -14.0362, 0, 0, 4.78299E-015, 111.801
1550, 31.00000, 1.17391, 82.3718, 0.283634, -38.2183, 0.995112, -55.702, 7.51351E-015, -18.9704, 3.55271E-015, -90, 3.55271E-015, 90
1650, 33.00000, 0.435362, 140.692, 0.192541, 41.4737, 0.349333, 40.9015, 2.51215E-015, -135, 9.93014E-016, 63.4349, 3.58036E-015, 172.875
1750, 35.00000, 0.660745, -122.796, 0.563408, 80.7762, 0.595552, 175.229, 5.17893E-015, -149.036, 2.80867E-015, 161.565, 8.88178E-016, 0
1850, 37.00000, 0.0940005, -56.5044, 0.0954025, -110.998, 0.496308, -83.4874, 1.98603E-015, 26.5651, 1.83103E-015, 14.0362, 8.88178E-016, 0
1950, 39.00000, 0.0755536, 99.2273, 0.147875, 25.361, 0.0304683, 168.639, 1.0721E-015, 21.2505, 3.92523E-016, -135, 1.13933E-015, 55.9228
2050, 41.00000, 0.136259, 74.6441, 0.109856, 122.577, 0.232746, -17.5294, 1.33227E-015, 180, 0, 0, 8.00593E-016, -33.6901
2150, 43.00000, 0.200216, -73.2466, 0.0320108, 116.221, 0.386812, 106.666, 1.60119E-015, 123.69, 8.88178E-016, 0, 1.83103E-015, 104.036
2250, 45.00000, 0.437131, 128.775, 0.0387812, -5.07411, 0.220489, -56.9212, 4.07166E-015, -64.1336, 1.33689E-015, 175.236, 3.47555E-015, -116.565
2350, 47.00000, 0.401148, 66.7534, 0.616351, -55.8534, 0.265791, 61.1041, 4.57757E-015, -157.166, 1.89715E-015, 69.444, 3.97205E-015, -153.435
2450, 49.00000, 0.329652, 3.65557, 0.0728004, 153.456, 0.66658, -129.363, 6.66134E-015, 53.1301, 9.93014E-016, -63.4349, 7.5886E-015, 20.556
