Freq, Harmonic, V1, VAngle1, V2, VAngle2, V3, VAngle3, I1, IAngle1, I2, IAngle2, I3, IAngle3
50, 1.00000, 206.38, -34.3427, 227.531, -151.812, 210.215, 87.5326, 1.81899E-012, 0, 1.32424E-011, -164.055, 7.27596E-012, 90
100, 2.00000, 0.0362277, -74.8172, 0.0244305, 53.2249, 0.0155481, 174.123, 2.02597E-015, -80.5377, 1.44755E-015, -85.6013, 9.93014E-016, 26.5651
150, 3.00000, 1.60911, -78.7818, 1.13006, -96.9103, 1.31364, -74.3109, 5.54952E-014, 39.8056, 3.55271E-014, -36.8699, 8.98773E-014, -161.565
200, 4.00000, 0.0542856, -152.322, 0.0276682, 108.877, 0.0439159, -35.5469, 1.35064E-015, 9.46232, 1.13221E-015, 11.3099, 3.61462E-015, -79.3803
250, 5.00000, 0.739573, 50.8284, 0.197382, -88.067, 1.46209, -49.9679, 1.42109E-014, -90, 7.94411E-015, 26.5651, 6.07088E-014, -110.556
300, 6.00000, 0.126038, 162.025, 0.0826229, 151.636, 0.101726, 173.003, 2.58946E-015, 59.0362, 1.60119E-015, -33.6901, 1.77636E-015, 180
350, 7.00000, 1.36738, -160.956, 0.276594, 133.107, 1.45876, -27.2397, 2.84217E-014, 90, 7.10543E-015, 0, 3.55271E-015, 180
400, 8.00000, 0.0682222, -47.3379, 0.0461585, 102.652, 0.0713106, -137.903, 2.58946E-015, -120.964, 4.96507E-016, 63.4349, 3.7943E-015, 159.444
450, 9.00000, 1.4227, -125.757, 0.849954, -152.719, 1.2224, -104.346, 3.82639E-014, 111.801, 0, 0, 5.85929E-014, 165.964
500, 10.00000, 0.0498762, 11.1691, 0.0277561, -95.5026, 0.0320437, 150.8, 1.72442E-015, 146.821, 7.77156E-016, 0, 4.96507E-016, -63.4349
550, 11.00000, 0.503227, 39.6466, 0.331784, -168.04, 0.810238, -56.3756, 7.32411E-015, 165.964, 6.40475E-015, -56.3099, 1.46482E-014, -104.036
650, 13.00000, 0.329437, -40.9109, 0.531647, -124.013, 0.1397, 89.709, 3.9968E-015, 90, 1.02526E-014, -4.96974, 2.80867E-015, 71.565
750, 15.00000, 0.275092, 154.126, 0.305798, 161.979, 0.0450118, 30.3244, 3.8202E-015, -125.538, 4.98613E-015, 78.4399, 4.44089E-015, -143.13
850, 17.00000, 0.450276, -20.0474, 0.371041, 150.998, 0.364644, -119.737, 1.44585E-014, -79.3803, 1.98603E-015, -116.565, 1.33227E-015, -90
950, 19.00000, 0.102256, -112.536, 0.281961, -133.519, 0.0745819, 74.1622, 2.26442E-015, -168.69, 1.19575E-015, -111.801, 2.22045E-015, -90
1050, 21.00000, 0.0748086, 46.4097, 0.102226, -15.6875, 0.0578162, 160.327, 2.15566E-015, -34.5085, 1.33227E-015, -90, 1.79018E-015, 82.875
1150, 23.00000, 0.157421, 97.5891, 0.199407, -77.7849, 0.256025, -46.2967, 0, 0, 1.77636E-015, -90, 1.77636E-015, -90
1250, 25.00000, 0.48066, -45.2555, 0.0893689, -13.4414, 0.43294, 108.472, 3.58036E-015, 60.2551, 3.97205E-015, -153.435, 3.97205E-015, 26.5651
1350, 27.00000, 0.549297, -113.261, 0.0941127, 139.017, 0.288478, -77.6144, 0, 0, 8.88178E-016, 0, 7.10543E-015, 90
1450, 29.00000, 0.385002, 172.515, 0.582181, -24.3363, 0.90625, 50.0542, 5.0243E-015, 45, 3.55271E-015, 180, 5.68712E-015, -128.66
1550, 31.00000, 1.24759, 111.862, 0.684186, 76.8488, 1.19038, -82.6743, 1.12347E-014, 18.4349, 1.06581E-014, 0, 1.46482E-014, 75.9638
1650, 33.00000, 0.517333, -138.15, 0.303236, -133.089, 0.0547205, -95.2441, 4.55733E-015, 145.923, 1.15911E-015, -106.699, 2.59184E-015, -46.7357
1750, 35.00000, 0.430263, -76.0706, 1.01008, 110.729, 1.24549, -161.07, 7.32411E-015, 75.9638, 5.0243E-015, -45, 1.42109E-014, 0
1850, 37.00000, 0.445837, 161.215, 0.232814, -1.49209, 0.630674, -38.4396, 1.83103E-015, 165.964, 4.44089E-016, 90, 4.86982E-015, 46.8476
1950, 39.00000, 0.312227, 69.0946, 0.295609, 13.8491, 0.373032, 174.853, 4.37377E-015, 23.9625, 9.93014E-016, 63.4349, 4.80356E-015, -33.6901
2050, 41.00000, 0.109646, -85.9317, 0.238728, 179.848, 0.58169, -57.616, 2.22045E-015, 90, 1.83103E-015, 165.964, 3.20237E-015, -33.6901
2150, 43.00000, 0.451513, -44.6463, 0.113113, 26.5949, 0.748046, 116.358, 5.34754E-015, 131.634, 3.58036E-015, 7.12502, 1.77636E-015, 180
2250, 45.00000, 0.499375, 154.621, 0.154344, 99.3912, 0.280622, -80.865, 5.32907E-015, 180, 1.48952E-015, 26.5651, 4.213E-015, 161.565
2350, 47.00000, 0.192216, 99.9488, 0.678342, -39.6566, 0.692972, 52.531, 5.68712E-015, 38.6598, 2.66454E-015, 180, 7.32411E-015, 14.0362
2450, 49.00000, 0.420702, 58.3564, 0.149332, 122.259, 0.860144, -124.541, 8.88178E-016, 180, 1.77636E-015, 90, 1.79018E-015, 172.875
