Freq, Harmonic, V1, VAngle1, V2, VAngle2, V3, VAngle3, I1, IAngle1, I2, IAngle2, I3, IAngle3
50, 1.00000, 195.395, -34.7324, 206.195, -154.462, 206.642, 86.3965, 3.91822E-011, -158.199, 1.54346E-011, -135, 7.27596E-012, 180
100, 2.00000, 0.00344701, -67.3619, 0.0171034, 77.5616, 0.034385, 162.225, 1.86107E-015, -107.354, 5.55112E-016, -126.87, 5.40258E-015, 80.5377
150, 3.00000, 1.64778, -73.7574, 1.23067, -79.9442, 1.61341, -75.0522, 1.13687E-013, -90, 6.02915E-014, -45, 2.34371E-013, 14.0362
200, 4.00000, 0.0461948, 176.535, 0.037198, 56.473, 0.0523286, -38.3486, 3.76822E-015, 135, 6.28037E-016, -45, 4.31133E-015, 124.509
250, 5.00000, 0.260456, -29.4222, 0.534952, 19.6657, 0.593605, -82.4892, 1.06674E-014, -177.614, 1.07411E-014, -7.12502, 2.13163E-014, 90
300, 6.00000, 0.0216963, 175.008, 0.0207374, 159.643, 0.0927526, 173.721, 4.00297E-015, 86.8202, 9.93014E-016, 63.4349, 5.0243E-015, -45
350, 7.00000, 1.24336, -157.01, 0.731303, 104.286, 0.833285, -36.1042, 1.42109E-014, 180, 4.26696E-014, -177.614, 2.92964E-014, 75.9638
400, 8.00000, 0.0395815, -3.7734, 0.0394601, 99.1313, 0.0653112, -160.901, 2.04715E-015, 12.5288, 1.35064E-015, -80.5377, 1.77636E-015, 0
450, 9.00000, 0.844925, -136.785, 0.690925, -172.064, 0.978196, -130.435, 1.13742E-014, 38.6598, 1.59872E-014, 180, 2.86429E-014, 172.875
500, 10.00000, 0.0065696, 108.005, 0.0271062, 41.3028, 0.0314502, 113.194, 9.15513E-016, 14.0362, 7.4476E-016, -153.435, 9.93014E-016, -63.4349
550, 11.00000, 1.2349, 74.4532, 0.78432, -163.333, 0.721053, -59.3427, 2.75765E-014, -104.931, 3.66205E-014, 165.964, 3.49902E-014, -23.9625
650, 13.00000, 0.45449, -17.0029, 0.7137, -139.862, 0.624679, 97.8713, 1.63772E-014, 102.529, 7.10543E-015, 90, 7.94411E-015, 116.565
750, 15.00000, 0.133722, -53.8753, 0.00807015, -54.4589, 0.310161, -173.88, 6.40475E-015, -146.31, 4.52884E-015, 101.31, 5.61733E-015, -18.4349
850, 17.00000, 0.472435, -27.9339, 0.421514, 84.45, 0.443011, -140.896, 1.06951E-014, 94.7636, 8.88178E-016, 0, 1.98603E-014, 100.305
950, 19.00000, 0.279983, -135.067, 0.497503, 91.3027, 0.410955, 32.8398, 7.94411E-015, 153.435, 9.05768E-015, -168.69, 7.94411E-015, 26.5651
1050, 21.00000, 0.112897, 84.4114, 0.108606, 76.8872, 0.196552, 6.98377, 5.40258E-015, 170.538, 2.66454E-015, 0, 1.25607E-015, 45
1150, 23.00000, 0.4723, 67.7705, 0.481613, -149.088, 0.302249, -39.7947, 6.28037E-015, 98.1301, 2.70129E-015, 9.46232, 9.60712E-015, -146.31
1250, 25.00000, 0.375599, -96.2768, 0.203906, -177.878, 0.308892, 81.1126, 4.52884E-015, -101.31, 3.66205E-015, 14.0362, 2.51215E-015, 45
1350, 27.00000, 0.409666, -140.74, 0.229821, -120.066, 0.330564, -128.359, 5.18368E-015, -170.134, 8.88178E-016, 90, 5.77316E-015, -22.6199
1450, 29.00000, 0.546691, 178.323, 0.756849, -39.1574, 0.643722, 38.4265, 8.88178E-015, 126.87, 3.55271E-015, 0, 5.32907E-015, 0
1550, 31.00000, 0.717002, 96.5418, 0.622641, 17.2581, 1.20924, -110.647, 1.06581E-014, 180, 1.42109E-014, 180, 8.88178E-015, -143.13
1650, 33.00000, 0.106212, -17.0694, 0.210857, 128.836, 0.328078, -121.521, 5.32907E-015, -90, 1.83103E-015, 104.036, 5.34754E-015, 175.236
1750, 35.00000, 0.758135, -104.721, 0.9237, 68.3378, 1.21611, 155.407, 1.19162E-014, -153.435, 1.12347E-014, -161.565, 1.12347E-014, -71.565
1850, 37.00000, 0.697967, 123.449, 0.420109, 0.970421, 0.35953, -75.2452, 2.41815E-014, 7.38604, 5.55112E-015, 143.13, 2.80867E-015, 18.4349
1950, 39.00000, 0.367559, 73.0031, 0.222673, -62.3245, 0.153942, 142.198, 5.51212E-015, 27.5973, 2.49492E-015, -110.854, 6.12537E-015, -133.531
2050, 41.00000, 0.43331, -13.0742, 0.313478, -143.961, 0.328456, -103.757, 4.213E-015, 18.4349, 2.58946E-015, -30.9638, 3.55271E-015, 180
2150, 43.00000, 0.570901, -81.9501, 0.211329, 168.49, 0.522204, 99.7728, 1.15804E-014, 147.529, 1.98603E-015, 63.4349, 2.51215E-015, 135
2250, 45.00000, 0.338147, 179.086, 0.182912, 67.7214, 0.157915, -160.008, 5.0634E-015, -164.745, 1.11022E-015, 126.87, 3.39663E-015, -168.69
2350, 47.00000, 0.620695, 108.689, 0.62592, -84.9676, 0.682998, 11.9803, 5.40258E-015, -80.5377, 1.77636E-015, 180, 8.0428E-015, -173.66
2450, 49.00000, 0.594021, 39.6616, 0.326885, -83.0645, 0.666903, -160.193, 1.16568E-014, 17.7447, 2.84356E-015, -141.34, 3.55271E-015, -90
