Freq, Harmonic, V1, VAngle1, V2, VAngle2, V3, VAngle3, I1, IAngle1, I2, IAngle2, I3, IAngle3
50, 1.00000, 205.973, -33.0418, 192.944, -155.564, 216.246, 86.6161, 2.05795E-011, -135, 1.67703E-011, -40.6013, 1.45519E-011, 90
100, 2.00000, 0.00724569, -60.8555, 0.00767562, 98.4053, 0.0535078, 168.549, 3.38208E-015, 23.1986, 9.93014E-016, -116.565, 9.05768E-015, -11.3099
150, 3.00000, 1.16297, -83.3035, 1.53871, -60.0628, 1.58202, -94.9704, 9.76996E-014, -90, 1.72013E-013, 54.6687, 1.42109E-013, 90
200, 4.00000, 0.0535177, -148.033, 0.044462, 45.7307, 0.0757915, -18.4935, 4.0214E-015, 173.66, 2.80867E-015, -18.4349, 3.20237E-015, -33.6901
250, 5.00000, 0.195387, 19.2687, 0.444564, 150.976, 1.09696, -49.5106, 1.46482E-014, 14.0362, 3.82639E-014, 68.1986, 2.92964E-014, -104.036
300, 6.00000, 0.0982647, 163.472, 0.0423782, 136.449, 0.224517, 170.135, 2.51215E-015, -135, 1.77636E-015, -90, 7.94411E-015, -116.565
350, 7.00000, 1.3854, -140.827, 1.38351, 79.923, 1.31396, -32.7254, 1.42109E-014, 90, 3.55271E-015, -90, 3.55271E-014, 180
400, 8.00000, 0.053166, 0.457226, 0.0487987, 106.588, 0.109734, -159.941, 3.72215E-015, -107.354, 2.88658E-015, 112.62, 4.78299E-015, -111.801
450, 9.00000, 0.95693, -135.588, 1.14958, -143.977, 1.40453, -121.352, 6.55088E-014, -102.529, 3.55271E-014, -36.8699, 2.92964E-014, -14.0362
500, 10.00000, 0.0388456, 14.4348, 0.0320359, 11.3394, 0.080916, 125.478, 1.79018E-015, -60.2551, 6.28037E-016, 135, 1.25607E-015, 45
550, 11.00000, 1.12752, 72.9596, 1.13544, 177.298, 0.5139, -105.332, 1.13742E-014, -128.66, 2.84772E-014, -93.5763, 2.75765E-014, -75.0686
650, 13.00000, 0.7391, -33.5267, 0.388472, -139.636, 0.68568, 82.0782, 1.52808E-014, -35.5377, 3.55271E-015, 180, 1.00486E-014, 45
750, 15.00000, 0.0178519, 124.282, 0.235987, -51.0319, 0.670198, 173.831, 3.97205E-015, 116.565, 5.32907E-015, 0, 7.10543E-015, 0
850, 17.00000, 0.219458, -31.9339, 0.381687, 62.2691, 0.452104, -114.876, 1.06951E-014, 41.6335, 2.51215E-015, -45, 8.88178E-016, 90
950, 19.00000, 0.261593, -64.9926, 0.733942, 56.7518, 0.280541, 124.684, 4.0943E-015, -49.3987, 7.22925E-015, -169.38, 1.77636E-015, 0
1050, 21.00000, 0.0137395, -79.1434, 0.228999, 77.6863, 0.340373, -30.3692, 2.22045E-015, 36.8699, 3.58036E-015, -172.875, 3.58036E-015, -82.875
1150, 23.00000, 0.34423, 55.7853, 0.446661, 148.382, 0.301326, 36.2413, 5.95808E-015, -63.4349, 3.55271E-015, -90, 2.84356E-015, 51.3402
1250, 25.00000, 0.518905, -28.5196, 0.506539, 168.35, 0.276392, 88.5946, 8.43769E-015, -90, 4.44089E-015, 0, 7.6404E-015, 144.462
1350, 27.00000, 0.117822, -51.385, 0.803808, -142.169, 0.0649591, -7.47668, 5.61404E-015, -114.538, 9.37925E-015, 6.1155, 2.12108E-015, -47.1211
1450, 29.00000, 0.796557, 173.679, 0.810876, -93.3483, 0.930973, 50.6819, 1.09862E-014, -75.9638, 1.20805E-014, 36.0274, 2.24693E-014, 161.565
1550, 31.00000, 1.57805, 130.852, 0.777709, -29.8965, 1.18894, -108.367, 1.85457E-014, -73.3008, 3.55271E-015, -90, 1.44585E-014, 42.5104
1650, 33.00000, 0.405946, 177.662, 0.324107, 79.1438, 0.935335, -121.387, 4.44089E-015, 180, 5.40258E-015, 80.5377, 1.06674E-014, 177.614
1750, 35.00000, 0.862284, -53.3448, 0.722065, 20.9526, 1.68009, -159.953, 1.79623E-014, 81.4692, 7.10543E-015, 90, 7.94411E-015, -153.435
1850, 37.00000, 0.542511, 153.011, 0.657914, 30.1171, 0.481271, -125.048, 1.78135E-014, 94.2892, 6.40475E-015, -56.3099, 4.44089E-015, 90
1950, 39.00000, 0.0585616, 140.235, 0.422296, 75.9949, 0.0776544, 91.4982, 2.09476E-015, -122.005, 1.40433E-015, 161.565, 1.55431E-015, 0
2050, 41.00000, 0.48079, 33.3411, 0.353566, 121.514, 0.326906, -70.2766, 4.44089E-015, 53.1301, 4.57757E-015, -112.834, 7.22925E-015, -47.4896
2150, 43.00000, 0.694894, -23.2464, 0.489123, 174.584, 0.235077, 51.3853, 5.18368E-015, -136.736, 3.20237E-015, -33.6901, 2.59897E-015, 109.983
2250, 45.00000, 0.102841, -18.5973, 0.335796, 154.083, 0.174546, -165.302, 9.93014E-016, -153.435, 5.55112E-016, 126.87, 1.40433E-015, -71.565
2350, 47.00000, 0.434253, 153.254, 0.463574, -155.072, 0.877506, 42.8335, 7.16072E-015, 82.875, 4.44089E-015, 53.1301, 3.20237E-015, -123.69
2450, 49.00000, 0.879818, 92.2502, 0.372889, -87.9268, 0.130895, 163.86, 1.53965E-014, -33.2317, 5.81146E-015, -6.58194, 5.09373E-015, 20.4099
