Freq, Harmonic, V1, VAngle1, V2, VAngle2, V3, VAngle3, I1, IAngle1, I2, IAngle2, I3, IAngle3
50, 1.00000, 236.336, -30.6091, 237.373, -150.172, 232.019, 89.2972, 1.63709E-011, 180, 1.81899E-012, 180, 7.59632E-011, 73.3008
100, 2.00000, 0.00405386, 100.676, 0.00214352, -156.641, 0.00250317, 105.282, 5.3027E-016, -47.1211, 1.41526E-016, 11.3099, 8.40036E-016, 7.59464
150, 3.00000, 0.100059, -25.0876, 0.093974, -30.3384, 0.402268, -32.9086, 6.7408E-014, -108.435, 1.28095E-014, -146.31, 8.88178E-014, -126.87
200, 4.00000, 0.00476065, -177.178, 0.00305142, 75.8498, 0.00680913, -80.3102, 2.8986E-016, 101.041, 1.14439E-016, -165.964, 4.96507E-016, -153.435
250, 5.00000, 0.12629, -87.4007, 0.0104795, 78.3866, 0.294349, -59.9044, 3.08314E-014, 41.4965, 6.9369E-015, -140.194, 2.5619E-014, 123.69
300, 6.00000, 0.00571178, -74.6011, 0.00506053, -77.6778, 0.00629815, -54.4792, 6.20634E-017, 153.435, 5.3551E-016, -121.218, 8.67112E-016, 50.1944
350, 7.00000, 0.15992, -127.717, 0.114427, 137.973, 0.251045, -32.3243, 1.88202E-014, -19.29, 6.40475E-015, -123.69, 1.38738E-014, 50.1944
400, 8.00000, 0.00616668, 98.2028, 0.00361389, -158.398, 0.00334682, -115.379, 2.37549E-016, 6.70984, 2.54762E-016, -60.6422, 1.75542E-016, -18.4349
450, 9.00000, 0.0703049, -149.288, 0.0684856, -151.15, 0.232647, -72.0901, 1.17243E-014, -24.6236, 5.19793E-015, 70.0169, 3.97205E-015, -63.4349
500, 10.00000, 0.00436644, -159.912, 0.00427675, 95.34, 0.00280042, -54.5, 2.29823E-016, 118.887, 6.93889E-017, 53.1301, 2.42365E-016, -113.629
550, 11.00000, 0.116508, 128.425, 0.131093, -109.944, 0.2083, -4.65024, 2.51215E-015, 45, 6.28037E-015, 8.1301, 1.11288E-014, -28.6105
650, 13.00000, 0.0170742, -16.3616, 0.0771827, -143.329, 0.10426, -91.391, 3.38208E-015, 66.8014, 3.46845E-015, -50.1944, 5.32907E-015, -90
750, 15.00000, 0.0778693, -28.8674, 0.0635724, -36.7074, 0.0815026, -43.2684, 7.1089E-015, 104.47, 1.40433E-015, -71.565, 2.66454E-015, 180
850, 17.00000, 0.0374613, -141.105, 0.0396573, 104.515, 0.106979, -117.029, 3.20237E-015, -33.6901, 9.15513E-016, 75.9638, 6.78691E-015, 74.8271
950, 19.00000, 0.10745, -105.384, 0.0762994, 144.594, 0.127919, 26.8413, 2.74654E-015, -75.9638, 1.61651E-015, 164.055, 6.21725E-015, 0
1050, 21.00000, 0.0511236, 111.512, 0.0426715, 103.201, 0.0543982, 147.935, 2.28609E-015, -119.055, 5.55112E-016, -36.8699, 1.35064E-015, 80.5377
1150, 23.00000, 0.0606275, 156.442, 0.0846996, -109.112, 0.142137, -6.40563, 1.98603E-015, -116.565, 6.28037E-016, -45, 0, 0
1250, 25.00000, 0.0886693, 19.8472, 0.0733311, -72.3615, 0.103804, 142.311, 4.62045E-015, 54.7824, 1.80731E-015, 42.5104, 2.74654E-015, -104.036
1350, 27.00000, 0.0519379, -121.987, 0.0520653, -134.921, 0.152412, -56.3349, 4.96507E-015, 79.6952, 1.33689E-015, -175.236, 1.60119E-015, -123.69
1450, 29.00000, 0.0836067, -56.0909, 0.110314, 31.9506, 0.181084, 133.508, 2.31821E-015, -16.6992, 8.88178E-016, -90, 5.69145E-015, 69.444
1550, 31.00000, 0.122984, -179.305, 0.084544, 87.5581, 0.158317, -49.9, 8.74754E-015, 113.962, 1.35064E-015, 170.538, 4.46856E-015, 63.4349
1650, 33.00000, 0.0400437, 17.3432, 0.0484259, -2.46323, 0.187325, 85.6693, 5.77316E-015, 112.62, 2.80867E-015, 18.4349, 2.70129E-015, -80.5377
1750, 35.00000, 0.154872, 75.602, 0.137269, 161.538, 0.228661, -104.465, 8.81492E-015, 139.086, 1.98603E-015, 63.4349, 1.98603E-015, -116.565
1850, 37.00000, 0.117122, -68.3444, 0.0707291, -121, 0.189613, 57.2554, 1.36805E-014, 54.2461, 8.88178E-016, -90, 4.17922E-015, 16.9908
1950, 39.00000, 0.0297126, 100.206, 0.0405221, 94.3687, 0.144283, -154.638, 1.51007E-015, 17.1027, 7.21645E-016, 0, 4.18953E-015, 32.0054
2050, 41.00000, 0.0927965, -148.349, 0.0950864, -61.306, 0.151182, 35.3505, 8.98115E-015, -171.469, 1.77982E-015, 86.4237, 1.73422E-015, 39.8056
2150, 43.00000, 0.0949618, 77.3067, 0.102269, 18.7166, 0.134187, -167.236, 4.08224E-015, 45, 1.13221E-015, 78.6901, 1.69104E-015, 156.801
2250, 45.00000, 0.0443815, 170.57, 0.0514303, -174.162, 0.156341, -36.3899, 2.07407E-015, 15.5241, 3.14018E-016, -135, 3.88578E-016, 180
2350, 47.00000, 0.119018, -24.6371, 0.11217, 36.539, 0.203823, 139.277, 4.37518E-015, -35.7067, 9.99201E-016, -90, 9.48575E-016, -69.444
2450, 49.00000, 0.0941538, -171.378, 0.124093, 135.629, 0.132756, -58.1158, 3.5739E-015, -6.24191, 8.9509E-016, 172.875, 3.54751E-015, -69.8637
