Freq, Harmonic, V1, VAngle1, V2, VAngle2, V3, VAngle3, I1, IAngle1, I2, IAngle2, I3, IAngle3
50, 1.00000, 199.181, -34.7766, 204.236, -154.222, 195.532, 85.2034, 1.49998E-011, 14.0362, 3.09228E-011, 0, 7.27596E-012, 90
100, 2.00000, 0.0440801, -77.4684, 0.0348263, 50.6242, 0.0218508, 162.771, 1.93654E-015, -152.7, 1.38778E-015, 126.87, 1.77636E-015, 0
150, 3.00000, 2.44352, -80.0144, 1.80464, -87.6266, 2.24085, -76.4865, 8.28628E-014, -149.036, 1.71121E-013, 85.2364, 5.68434E-014, 90
200, 4.00000, 0.0639507, -165.578, 0.0823818, 95.1372, 0.0346765, -69.6068, 1.88411E-015, -45, 1.42178E-015, -38.6598, 1.83103E-015, 75.9638
250, 5.00000, 2.12364, 59.9823, 0.757807, -177.712, 0.41523, -54.9529, 1.06818E-013, 176.186, 8.88178E-015, -36.8699, 1.58882E-014, 26.5651
300, 6.00000, 0.168872, 161.877, 0.185226, 168.392, 0.0413484, 95.5954, 3.5266E-015, 151.821, 2.40178E-015, 33.6901, 2.80867E-015, -108.435
350, 7.00000, 1.71165, -168.2, 1.97592, 82.1406, 0.935987, -24.0148, 1.12347E-013, 108.435, 5.82688E-014, -142.431, 6.55088E-014, 139.399
400, 8.00000, 0.113233, -43.2402, 0.0895356, 87.4164, 0.0436554, -147.69, 1.98603E-015, 153.435, 8.88178E-016, -90, 3.02013E-015, -126.027
450, 9.00000, 2.03839, -123.863, 1.60001, -132.088, 1.3964, -155.253, 8.10922E-014, -61.1892, 6.20455E-014, 166.759, 4.26326E-014, 90
500, 10.00000, 0.043164, -0.231816, 0.0859064, -118.298, 0.0270239, -128.265, 2.77556E-016, -53.1301, 1.5896E-015, 77.9052, 1.88411E-015, 135
550, 11.00000, 0.802268, 32.8621, 0.838001, 169.575, 1.20055, -49.7858, 2.16103E-014, 9.46232, 7.94411E-015, -153.435, 1.46482E-014, 75.9638
650, 13.00000, 0.240714, 37.116, 0.557634, 175.311, 0.624048, 101.58, 1.67581E-014, 32.0054, 1.08052E-014, 9.46232, 1.12347E-014, 161.565
750, 15.00000, 0.374323, 157.435, 0.296908, 176.62, 0.133501, 63.3404, 9.15513E-015, -140.906, 7.27344E-015, 58.7363, 6.04027E-015, -126.027
850, 17.00000, 0.655191, -11.9198, 0.44994, 110.83, 0.794055, -162.669, 4.97459E-014, 88.977, 1.20805E-014, -17.1027, 1.58882E-014, 153.435
950, 19.00000, 0.224376, -109.41, 0.268679, -138.776, 0.466366, -24.2901, 5.0243E-015, -45, 3.20237E-015, 123.69, 6.04027E-015, -143.973
1050, 21.00000, 0.120041, -28.7727, 0.228169, -3.65647, 0.207192, 109.622, 2.66454E-015, 180, 3.97205E-015, -26.5651, 3.66205E-015, 75.9638
1150, 23.00000, 0.166651, 90.1802, 0.328248, -159.25, 0.656133, -73.5281, 0, 0, 3.55271E-015, 180, 1.77636E-015, 0
1250, 25.00000, 0.351631, -73.9453, 0.688623, 176.633, 0.311314, 89.0516, 5.17893E-015, -149.036, 7.16072E-015, 150.255, 7.16072E-015, -97.125
1350, 27.00000, 0.516816, -163.199, 0.102658, 178.667, 0.55572, -148.634, 1.06789E-014, 86.4237, 1.79018E-015, 82.875, 5.61733E-015, 71.565
1450, 29.00000, 1.07231, 123.81, 1.1099, -74.7672, 0.963309, 47.2083, 1.15463E-014, -112.62, 7.94411E-015, 63.4349, 1.57135E-014, 47.2906
1550, 31.00000, 1.02913, 100.5, 1.63766, -23.6544, 1.39064, -114.361, 1.81154E-014, 101.31, 1.00486E-014, -45, 2.64074E-014, 47.7263
1650, 33.00000, 0.684812, -132.573, 0.780317, -145.61, 0.285631, 83.0404, 4.44089E-015, 53.1301, 3.20237E-015, 33.6901, 7.5886E-015, -69.444
1750, 35.00000, 1.86798, -93.6196, 1.52646, 59.8102, 0.761302, 128.061, 2.13348E-014, -2.38594, 6.40475E-015, -123.69, 1.74951E-014, -23.9625
1850, 37.00000, 0.874244, 130.295, 0.735603, 11.8939, 0.527282, -94.8224, 7.94411E-015, -153.435, 1.98603E-015, 63.4349, 8.88178E-015, 126.87
1950, 39.00000, 0.63372, 49.6273, 0.0752121, -115.532, 0.42582, -26.7546, 6.28037E-015, 81.8699, 2.51215E-015, -45, 7.6404E-015, 54.4623
2050, 41.00000, 0.757896, -14.2057, 0.485524, 154.016, 0.392808, -119.897, 1.25607E-014, 98.1301, 3.97205E-015, 63.4349, 6.04027E-015, 72.8973
2150, 43.00000, 0.677955, -102.152, 0.775979, 164.58, 0.592473, 65.0528, 1.66874E-014, 25.2011, 3.20237E-015, -56.3099, 5.61733E-015, 108.435
2250, 45.00000, 0.586682, 129.182, 0.223452, 6.49098, 0.428274, 82.8096, 8.00593E-015, 109.44, 1.25607E-015, 45, 8.88178E-016, 0
2350, 47.00000, 1.11136, 105.264, 0.933124, -104.328, 0.824653, -38.5891, 8.37906E-015, 147.995, 4.44089E-015, -36.8699, 8.88178E-015, 90
2450, 49.00000, 0.63263, -7.69212, 0.801212, -81.3466, 0.714682, 158.011, 1.26234E-014, 129.289, 1.98603E-015, -26.5651, 3.55271E-015, 90
