Freq, Harmonic, V1, VAngle1, V2, VAngle2, V3, VAngle3, I1, IAngle1, I2, IAngle2, I3, IAngle3
50, 1.00000, 229.485, -31.093, 231.819, -150.94, 230.392, 88.9507, 5.69724E-011, -16.6992, 1.16472E-011, 128.66, 7.27596E-012, 0
100, 2.00000, 0.00389128, -169.957, 0.00489574, 155.888, 0.0178222, 166.441, 4.57757E-016, 104.036, 5.23691E-016, 57.9946, 2.70129E-015, -9.46232
150, 3.00000, 0.593033, -80.1249, 0.181624, -66.9718, 0.683651, -88.4037, 2.41611E-014, 107.103, 5.17283E-014, 164.055, 2.84217E-014, -90
200, 4.00000, 0.0101092, 165.857, 0.00718436, 46.1971, 0.0202421, -21.5881, 7.30135E-016, 8.74616, 1.18669E-015, -10.7843, 1.79018E-015, -150.255
250, 5.00000, 0.183269, 67.9517, 0.238584, 34.0646, 0.500089, -33.433, 2.07157E-014, 30.9638, 1.28095E-014, -123.69, 3.81917E-014, 0
300, 6.00000, 0.00922787, 32.4619, 0.00376085, 29.9774, 0.045495, -171.283, 5.55112E-017, 180, 6.68443E-016, -94.7636, 2.66454E-015, 0
350, 7.00000, 0.38849, -121.484, 0.0862217, 121.004, 0.390784, -17.4774, 3.65774E-014, -150.945, 5.32907E-015, 0, 1.28095E-014, 33.6901
400, 8.00000, 0.0078497, 53.1294, 0.0103978, 155.057, 0.0335693, -151.519, 6.66134E-016, 0, 9.15513E-016, 104.036, 1.55431E-015, 90
450, 9.00000, 0.277845, -95.0237, 0.242145, -166.465, 0.475241, -91.3034, 3.97205E-015, 26.5651, 7.10543E-015, 180, 7.10543E-015, 90
500, 10.00000, 0.00617505, -134.061, 0.0115489, 67.2701, 0.019406, 133.034, 6.33533E-016, -151.189, 2.48253E-016, 26.5651, 4.57757E-016, 75.9638
550, 11.00000, 0.384456, 122.279, 0.184751, -142.839, 0.117887, -45.6184, 2.95645E-014, 32.7352, 2.88658E-015, -22.6199, 7.22925E-015, 100.62
650, 13.00000, 0.121247, 83.3563, 0.121188, -81.8398, 0.151722, 111.868, 5.9952E-015, -90, 3.61462E-015, -10.6197, 8.88178E-016, 180
750, 15.00000, 0.0934353, 83.0917, 0.134881, 11.7407, 0.151259, -169.254, 2.26442E-015, 78.6901, 2.58946E-015, 59.0362, 1.77636E-015, 180
850, 17.00000, 0.196437, 28.9894, 0.0203558, -99.1728, 0.338821, -84.2546, 7.10543E-015, 180, 8.88178E-016, -90, 5.32907E-015, 90
950, 19.00000, 0.21133, -29.2827, 0.146113, 121.03, 0.143714, 136.223, 7.57885E-015, -58.1726, 1.77636E-015, -90, 1.77636E-015, 180
1050, 21.00000, 0.126966, -130.177, 0.149978, 135.466, 0.0252585, -13.0344, 7.88962E-015, 166.159, 1.44436E-015, 177.797, 1.69468E-015, -148.393
1150, 23.00000, 0.170977, 139.787, 0.0433266, -108.53, 0.194267, 78.7503, 6.76417E-015, -156.801, 1.83103E-015, 75.9638, 3.58036E-015, -119.745
1250, 25.00000, 0.0694478, 129.861, 0.0692539, -136.228, 0.0720623, 113.285, 2.23773E-015, -172.875, 9.69461E-016, 23.6294, 1.79018E-015, 60.2551
1350, 27.00000, 0.113408, -16.9986, 0.220477, -65.3245, 0.0941265, -15.4687, 2.58946E-015, 120.964, 1.79018E-015, 60.2551, 3.26526E-015, 125.311
1450, 29.00000, 0.203681, -76.2757, 0.135977, 8.54521, 0.089011, 117.878, 3.58036E-015, -29.7449, 9.15513E-016, 14.0362, 7.1089E-016, -38.6598
1550, 31.00000, 0.229453, -145.066, 0.136679, 132.812, 0.333438, -45.5996, 3.76822E-015, 135, 1.83103E-015, -165.964, 7.16072E-015, 119.745
1650, 33.00000, 0.0906739, 148.377, 0.198007, 158.003, 0.263142, -38.2888, 1.11022E-015, 143.13, 1.25607E-015, -45, 3.10862E-015, 180
1750, 35.00000, 0.179896, 8.52976, 0.290421, 142.31, 0.245113, -114.968, 4.18953E-015, 147.995, 1.40433E-015, 71.565, 5.51547E-015, 130.101
1850, 37.00000, 0.161083, -157.72, 0.176341, 142.035, 0.130647, -15.1414, 5.51547E-015, -130.101, 4.44089E-016, -90, 1.79018E-015, -150.255
1950, 39.00000, 0.135623, 148.448, 0.114101, -16.0505, 0.0573105, 168.77, 3.40569E-015, 70.9744, 3.51083E-016, -108.435, 1.00074E-015, 33.6901
2050, 41.00000, 0.178542, 120.869, 0.103298, -57.3703, 0.134182, -65.1921, 2.48253E-015, 169.695, 9.15513E-016, -165.964, 3.14018E-015, -81.8699
2150, 43.00000, 0.195446, 6.2636, 0.116475, -42.4448, 0.176816, -176.831, 2.9873E-015, 131.987, 0, 0, 8.00593E-016, 146.31
2250, 45.00000, 0.172868, -82.6376, 0.156398, 137.376, 0.14179, -86.0972, 1.72353E-015, 104.931, 1.11022E-015, 0, 3.95339E-015, 128.157
2350, 47.00000, 0.271777, -106.447, 0.177545, 54.8185, 0.27061, 119.874, 3.58724E-015, -111.801, 2.22045E-015, 36.8699, 8.88178E-016, 0
2450, 49.00000, 0.255176, 155.974, 0.137112, 77.743, 0.225415, -38.5598, 5.79021E-015, 122.471, 9.93014E-016, -26.5651, 6.28037E-016, -135
