Freq, Harmonic, V1, VAngle1, V2, VAngle2, V3, VAngle3, I1, IAngle1, I2, IAngle2, I3, IAngle3
50, 1.00000, 210.629, -33.4272, 204.988, -153.615, 201.442, 85.3003, 5.07364E-011, -75.4655, 2.30086E-011, -18.4349, 1.95911E-011, 158.199
100, 2.00000, 0.0127501, -32.0714, 0.0543215, 48.0607, 0.020282, 155.443, 1.88411E-015, -135, 4.00297E-015, -176.82, 2.66454E-015, 90
150, 3.00000, 1.42348, -81.9448, 1.96085, -99.9668, 1.53909, -89.7755, 1.99459E-013, -175.914, 1.30438E-013, 29.3578, 1.02476E-013, 56.3099
200, 4.00000, 0.0259799, 163.975, 0.0686536, 86.4745, 0.0623062, -31.5744, 1.83103E-015, 75.9638, 3.66205E-015, -14.0362, 3.55271E-015, -90
250, 5.00000, 0.281127, 66.4139, 0.765453, -167.498, 0.320969, -103.806, 1.43214E-014, 7.12502, 2.49324E-014, -94.0856, 7.10543E-015, -90
300, 6.00000, 0.0375274, 102.221, 0.160362, 165.287, 0.112444, 159.337, 4.88498E-015, -90, 9.05768E-015, 168.69, 3.55271E-015, 90
350, 7.00000, 0.797496, -145.043, 1.16679, 96.6624, 1.31706, -35.3572, 4.83221E-014, 107.103, 2.24693E-014, 161.565, 6.35529E-014, 26.5651
400, 8.00000, 0.0493519, -10.2218, 0.112326, 75.7056, 0.0503154, -146.292, 2.70357E-015, 160.821, 3.22729E-015, -63.4349, 1.60119E-015, 123.69
450, 9.00000, 0.867293, -148.86, 1.34789, -125.293, 1.23741, -141.163, 9.95394E-014, -92.0454, 2.13163E-014, -90, 2.92964E-014, 14.0362
500, 10.00000, 0.027278, 139.08, 0.0508559, -130.38, 0.0534062, 122.309, 1.79018E-015, -97.125, 1.93892E-015, -76.7595, 2.39149E-015, -158.199
550, 11.00000, 0.833765, 77.3579, 0.565685, 149.923, 0.899577, -57.3021, 2.5619E-014, -146.31, 2.16103E-014, -99.4623, 3.77659E-014, -48.8141
650, 13.00000, 0.401822, 26.9435, 0.725573, -150.408, 0.841436, 78.3557, 1.91319E-014, 21.8014, 2.07157E-014, 149.036, 2.13163E-014, -90
750, 15.00000, 0.251041, 28.9975, 0.50904, 144.547, 0.108204, 96.6705, 2.29255E-014, -31.5348, 2.80867E-015, -161.565, 9.11195E-015, -133.025
850, 17.00000, 0.578841, -6.99136, 0.672836, 115.655, 0.324753, -149.284, 2.11118E-014, -67.751, 1.52032E-014, 173.29, 1.52808E-014, -35.5377
950, 19.00000, 0.335086, -159.002, 0.556036, -163.746, 0.317673, 75.7097, 1.48886E-014, 17.354, 1.98603E-015, -26.5651, 1.98603E-015, 153.435
1050, 21.00000, 0.23249, 140.77, 0.170946, -73.8127, 0.138255, 82.7964, 3.8202E-015, 125.538, 1.40433E-015, -71.565, 2.22045E-015, 143.13
1150, 23.00000, 0.378218, 106.561, 0.466104, -87.205, 0.317582, -66.1801, 1.99593E-014, -122.276, 1.44585E-014, 47.4896, 8.1886E-015, 139.399
1250, 25.00000, 0.223824, -63.8584, 0.163058, -119.534, 0.291408, 57.6878, 9.93014E-016, -63.4349, 1.98603E-015, -153.435, 9.32587E-015, -90
1350, 27.00000, 0.492052, -118.008, 0.222568, -37.1731, 0.557168, -119.568, 1.57135E-014, 42.7094, 7.10543E-015, -90, 1.27187E-014, -73.7798
1450, 29.00000, 0.661686, -164.225, 0.467849, -93.8192, 0.691028, 45.1644, 1.52808E-014, -35.5377, 3.20237E-015, -146.31, 1.06951E-014, -175.236
1550, 31.00000, 0.622423, 153.63, 1.28571, 17.6837, 1.3466, -132.317, 1.51772E-014, -110.556, 1.08052E-014, -99.4623, 2.54336E-014, -65.2249
1650, 33.00000, 0.654034, 76.0872, 0.900585, -148.73, 0.414136, 160.721, 1.28095E-014, -33.6901, 7.99361E-015, -90, 9.49354E-015, 169.216
1750, 35.00000, 0.916623, -55.5376, 1.0985, 52.6514, 0.860002, 159.376, 2.22577E-014, 28.6105, 7.94411E-015, -116.565, 7.16072E-015, 82.875
1850, 37.00000, 0.676221, 157.067, 0.463155, -6.74433, 0.547768, -157.909, 2.94039E-014, -115.017, 3.55271E-015, 90, 2.11118E-014, 157.751
1950, 39.00000, 0.0864379, 77.9568, 0.0798848, -15.2683, 0.0616193, 45.8666, 1.54337E-015, -52.3058, 3.51083E-016, -108.435, 1.34149E-015, 24.444
2050, 41.00000, 0.253066, 30.0824, 0.0813275, 56.521, 0.378649, -112.831, 9.2409E-015, 144.782, 1.25607E-015, -45, 8.88178E-016, 90
2150, 43.00000, 0.43484, -55.119, 0.419528, -165.788, 0.318333, 44.4819, 5.69145E-015, -110.556, 2.22045E-015, -126.87, 8.48431E-015, 42.8789
2250, 45.00000, 0.0731968, 159.666, 0.170364, 130.338, 0.27972, 103.15, 1.88738E-015, -90, 1.42178E-015, 51.3402, 3.20237E-015, -33.6901
2350, 47.00000, 0.791818, 151.93, 0.518174, -88.0215, 0.577717, -3.32361, 1.00191E-014, 77.1957, 2.84356E-015, 38.6598, 4.96507E-015, 116.565
2450, 49.00000, 0.431383, 53.6485, 0.662196, -39.6055, 0.452837, 176.427, 4.78299E-015, 68.1986, 3.20237E-015, 56.3099, 2.80867E-015, 161.565
