Freq, Harmonic, V1, VAngle1, V2, VAngle2, V3, VAngle3, I1, IAngle1, I2, IAngle2, I3, IAngle3
50, 1.00000, 236.791, -31.135, 223.778, -150.799, 216.331, 87.1205, 4.84343E-011, 145.713, 6.21658E-011, 159.444, 1.81899E-011, -126.87
100, 2.00000, 0.0090612, 106.211, 0.020498, 76.1293, 0.0353769, 158.051, 9.93014E-016, 153.435, 1.73422E-015, 50.1944, 1.98603E-015, 116.565
150, 3.00000, 0.290167, -90.8902, 0.456536, -70.9316, 1.58123, -102.548, 6.70325E-014, -147.995, 7.32411E-014, 14.0362, 1.72883E-013, 170.538
200, 4.00000, 0.00751799, -162.031, 0.0158095, 97.1952, 0.0300807, -49.2423, 1.35064E-015, 170.538, 2.09476E-015, -122.005, 3.33067E-015, -53.1301
250, 5.00000, 0.187957, 0.536563, 0.36231, 44.6131, 0.245854, 11.9433, 1.88202E-014, 70.71, 2.84772E-014, 176.424, 1.58882E-014, -63.4349
300, 6.00000, 0.00698051, 40.6172, 0.0268321, 179.777, 0.0368232, 154.473, 1.40433E-015, 18.4349, 1.40433E-015, 161.565, 2.51215E-015, 45
350, 7.00000, 0.293019, -125.549, 0.190345, 31.9022, 0.340348, 18.1166, 9.15513E-015, -104.036, 1.43214E-014, 150.255, 1.58882E-014, 26.5651
400, 8.00000, 0.0175976, 78.2531, 0.03643, 91.6772, 0.0509914, -171.572, 1.72353E-015, 165.069, 8.08255E-016, -164.055, 4.44089E-016, 0
450, 9.00000, 0.168741, -165.902, 0.38508, -156.1, 0.534919, -116.532, 1.77636E-014, -36.8699, 2.24693E-014, -18.4349, 1.74951E-014, 113.962
500, 10.00000, 0.00461936, -142.683, 0.0160214, -66.1876, 0.0143475, 65.2342, 5.97873E-016, 68.1986, 2.48253E-016, -26.5651, 5.55112E-016, -36.8699
550, 11.00000, 0.259148, 116.417, 0.320638, -167.913, 0.2219, -34.5839, 4.80356E-015, -123.69, 9.44147E-015, 131.186, 5.0243E-015, -45
650, 13.00000, 0.131723, 51.9473, 0.283583, -95.4744, 0.610745, 119.173, 2.22045E-015, -90, 2.66454E-015, 90, 0, 0
750, 15.00000, 0.210514, 21.2149, 0.0991914, -27.3298, 0.488242, 137.473, 4.78299E-015, -111.801, 8.1886E-015, 49.3987, 2.00972E-014, -45
850, 17.00000, 0.146617, 127.183, 0.336967, 121.786, 0.682168, -112.751, 8.88178E-015, 0, 6.40475E-015, -33.6901, 1.50729E-014, 135
950, 19.00000, 0.223446, -46.3884, 0.102495, 8.09756, 0.600701, 86.047, 5.0243E-015, -45, 1.77636E-015, -90, 1.19162E-014, -153.435
1050, 21.00000, 0.122983, 124.149, 0.261128, 103.316, 0.25476, -110.555, 7.16072E-015, -150.255, 5.34754E-015, 85.2364, 1.98603E-015, 153.435
1150, 23.00000, 0.0246745, 45.1696, 0.257879, -94.0241, 0.463095, 51.662, 1.03579E-014, 59.0362, 4.18953E-015, 122.005, 4.44089E-015, 36.8699
1250, 25.00000, 0.13639, 103.428, 0.2579, -170.941, 0.342778, -99.9442, 9.44147E-015, 138.814, 3.55271E-015, -90, 9.56597E-015, -158.199
1350, 27.00000, 0.307201, -102.071, 0.38184, -76.7542, 0.367407, 6.8429, 1.23709E-014, 158.962, 5.61733E-015, 18.4349, 6.76417E-015, 156.801
1450, 29.00000, 0.167552, -105.38, 0.296178, 30.6713, 0.238314, -147.186, 8.62265E-015, -124.509, 2.97904E-015, 63.4349, 6.76417E-015, -113.199
1550, 31.00000, 0.247065, -157.361, 0.316235, 114.92, 0.567237, -33.872, 1.25057E-014, -73.4956, 4.37377E-015, 113.962, 1.44585E-014, -79.3803
1650, 33.00000, 0.353557, 107.097, 0.245666, 105.338, 0.46728, -123.261, 7.17448E-015, 21.8014, 2.84356E-015, -141.34, 7.99361E-015, 90
1750, 35.00000, 0.432349, 5.66356, 0.218075, 120.809, 0.235909, 82.9552, 1.51772E-014, -110.556, 5.77316E-015, -67.3801, 5.40258E-015, -170.538
1850, 37.00000, 0.158559, 73.3182, 0.331827, 100.507, 0.538703, -148.688, 4.37377E-015, 23.9625, 3.58036E-015, -29.7449, 7.94411E-015, 116.565
1950, 39.00000, 0.273612, -122.225, 0.23155, -79.6643, 0.239541, 20.4395, 8.64835E-015, 119.197, 2.09476E-015, 57.9946, 5.77316E-015, 180
2050, 41.00000, 0.143351, 110.119, 0.297205, 33.7889, 0.351874, -170.395, 1.98603E-015, 116.565, 3.7943E-015, 110.556, 5.17893E-015, -149.036
2150, 43.00000, 0.0797347, -99.8861, 0.130196, -50.6488, 0.274431, -4.14422, 1.77636E-015, 180, 1.77636E-015, -90, 6.79326E-015, -11.3099
2250, 45.00000, 0.168991, 30.2166, 0.217882, 64.9501, 0.255095, -154.598, 9.3707E-015, 13.707, 8.88178E-016, 0, 1.83103E-015, 75.9638
2350, 47.00000, 0.329891, -95.6621, 0.0547724, -46.4347, 0.231911, 20.0423, 1.07503E-014, 38.2902, 3.33067E-015, 0, 5.62172E-015, -99.0903
2450, 49.00000, 0.126331, 107.624, 0.20112, 84.677, 0.19153, -175.087, 3.06269E-015, -133.531, 4.57757E-016, 75.9638, 4.08224E-015, 22.3801
