Freq, Harmonic, V1, VAngle1, V2, VAngle2, V3, VAngle3, I1, IAngle1, I2, IAngle2, I3, IAngle3
50, 1.00000, 213.557, -32.8025, 221.836, -152.521, 220.115, 88.0373, 1.62695E-011, -116.565, 5.14488E-012, 45, 1.45519E-011, -90
100, 2.00000, 0.0221948, -61.1987, 0.0129997, 52.138, 0.00759609, 177.657, 3.14018E-016, 135, 1.63922E-015, 28.3008, 4.44089E-016, 180
150, 3.00000, 1.02886, -94.4398, 0.836811, -91.9247, 0.9383, -92.4606, 5.28149E-014, -132.274, 4.23727E-014, -33.0239, 6.35529E-014, 153.435
200, 4.00000, 0.0352956, -160.7, 0.0318845, 87.9249, 0.0176694, -71.7998, 4.65268E-016, 162.646, 6.68443E-016, -131.634, 4.96507E-016, 63.4349
250, 5.00000, 0.106743, -65.8381, 0.212138, 170.561, 0.45647, 144.456, 5.0243E-015, 135, 3.97205E-015, -26.5651, 2.22045E-015, 180
300, 6.00000, 0.0594879, 179.743, 0.0452587, -176.526, 0.0212673, 32.6359, 2.13267E-015, 128.66, 8.47341E-016, 31.6075, 1.25607E-015, -45
350, 7.00000, 0.451347, -133.286, 0.673984, 95.5676, 0.337457, 25.0705, 3.14771E-014, -163.61, 1.33227E-014, 126.87, 7.94411E-015, -26.5651
400, 8.00000, 0.0489925, -27.9282, 0.0322357, 99.8699, 0.0175676, -115.83, 4.00297E-016, -56.3099, 8.67112E-016, 140.194, 6.68443E-016, -4.76364
450, 9.00000, 0.583859, -131.849, 0.500942, -117.106, 0.353455, -163.512, 1.60119E-014, -93.1798, 1.98603E-014, 169.695, 1.77636E-014, -36.8699
500, 10.00000, 0.00921817, -13.386, 0.0184008, -114.138, 0.0181509, -36.5096, 4.96507E-016, -116.565, 1.38778E-016, 143.13, 2.22045E-016, 180
550, 11.00000, 0.470923, 60.3849, 0.370797, -146.557, 0.631534, -12.7125, 1.77636E-015, 180, 6.40475E-015, -56.3099, 7.32411E-015, 104.036
650, 13.00000, 0.58267, -5.4161, 0.358443, -134.702, 0.470385, 141.363, 7.16072E-015, 172.875, 3.97205E-015, 26.5651, 1.12347E-014, 161.565
750, 15.00000, 0.0865602, 146.92, 0.0306346, 83.8159, 0.149802, 77.5668, 1.60119E-015, -33.6901, 9.93014E-016, -153.435, 2.22045E-015, -36.8699
850, 17.00000, 0.250076, 10.2507, 0.344065, 140.303, 0.409799, -112.532, 1.43214E-014, -82.875, 2.51215E-015, 45, 1.09862E-014, -165.964
950, 19.00000, 0.23235, -46.4616, 0.123235, -166.783, 0.338393, 61.284, 5.17893E-015, -30.9638, 3.7943E-015, 69.444, 3.66205E-015, -165.964
1050, 21.00000, 0.113822, 104.051, 0.0875131, 118.901, 0.142363, -166.827, 1.40433E-015, 161.565, 4.44089E-016, 0, 9.93014E-016, 116.565
1150, 23.00000, 0.125459, 157.299, 0.276372, -81.2163, 0.345554, 21.0047, 7.2836E-015, 37.5686, 1.25607E-015, -135, 5.40258E-015, 9.46232
1250, 25.00000, 0.059931, -163.895, 0.195309, -159.509, 0.0864687, -83.8559, 0, 0, 7.02167E-016, -161.565, 8.00593E-016, -56.3099
1350, 27.00000, 0.345907, -62.2994, 0.301765, -67.3543, 0.19496, -39.4906, 4.78299E-015, -68.1986, 1.60119E-015, 146.31, 1.98603E-015, -26.5651
1450, 29.00000, 0.336984, -175.05, 0.225932, 16.8702, 0.388933, 156.51, 4.63643E-015, 16.6992, 1.33227E-015, -90, 5.32907E-015, -90
1550, 31.00000, 0.571585, -168.14, 0.576522, 30.2164, 0.446218, -19.8919, 2.80867E-015, 108.435, 3.97205E-015, -63.4349, 4.18953E-015, 57.9946
1650, 33.00000, 0.138452, -129.829, 0.111871, -152.755, 0.296632, 149.217, 9.93014E-016, 26.5651, 0, 0, 2.59184E-015, -43.2643
1750, 35.00000, 0.637362, -35.2872, 0.407756, 102.456, 0.217491, -155.169, 4.31133E-015, -11.8887, 6.66134E-016, 0, 7.75568E-015, 166.759
1850, 37.00000, 0.412283, 144.973, 0.247529, 48.2743, 0.293947, -80.7458, 6.15749E-015, -64.359, 1.79018E-015, -119.745, 4.0943E-015, -49.3987
1950, 39.00000, 0.148479, -74.7917, 0.146328, -121.585, 0.123679, 26.8254, 4.57757E-016, 104.036, 2.48253E-016, 63.4349, 8.00593E-016, -33.6901
2050, 41.00000, 0.134648, 36.7656, 0.0771908, 154.414, 0.0448674, -110.897, 7.02167E-016, -71.565, 6.66134E-016, 90, 7.81604E-016, 173.884
2150, 43.00000, 0.159761, -18.7562, 0.244555, -113.391, 0.103563, 103.749, 4.44089E-016, -90, 2.77556E-016, -143.13, 1.11022E-015, 53.1301
2250, 45.00000, 0.0421546, 150.391, 0.0325651, -143.499, 0.0762363, 178.633, 5.97873E-016, 21.8014, 2.22045E-016, 180, 2.48253E-016, 153.435
2350, 47.00000, 0.301401, -166.596, 0.375428, -23.6013, 0.319203, 89.5508, 3.38936E-015, 121.608, 4.44089E-016, -90, 1.83103E-015, 75.9638
2450, 49.00000, 0.284609, 131.315, 0.310077, 15.5445, 0.292579, -95.2306, 9.93014E-016, -63.4349, 1.40433E-015, -161.565, 2.26442E-015, 11.3099
