Freq, Harmonic, V1, VAngle1, V2, VAngle2, V3, VAngle3, I1, IAngle1, I2, IAngle2, I3, IAngle3
50, 1.00000, 201.967, -35.4073, 205.647, -153.389, 191.84, 84.9852, 1.62695E-011, 153.435, 2.22036E-011, 145.008, 7.27596E-012, -90
100, 2.00000, 0.00843163, -75.4434, 0.0339255, 53.1619, 0.0411025, 159.344, 6.28037E-016, -135, 4.78299E-015, -111.801, 2.51215E-015, 45
150, 3.00000, 1.88264, -72.6462, 2.06033, -81.0026, 2.23578, -77.937, 3.55271E-014, -143.13, 1.1099E-013, 39.8056, 1.27106E-013, -116.565
200, 4.00000, 0.0428849, 179.729, 0.0529798, 78.8998, 0.0585801, -46.2913, 8.88178E-016, 0, 9.93014E-016, 153.435, 2.22045E-015, 53.1301
250, 5.00000, 0.523966, 29.2648, 1.18808, -173.633, 0.607191, -85.4596, 4.01256E-014, 152.301, 4.06724E-014, 58.3925, 3.17764E-014, 116.565
300, 6.00000, 0.0407082, 136.25, 0.114484, 164.557, 0.0975869, 153.776, 6.28037E-016, 135, 2.80867E-015, -108.435, 3.97205E-015, -153.435
350, 7.00000, 1.15785, -166.751, 1.54498, 86.3589, 1.11788, -47.9176, 1.74951E-014, 66.0375, 4.05461E-014, 28.8108, 6.35529E-014, -153.435
400, 8.00000, 0.0442267, -12.0445, 0.0882584, 83.2159, 0.0722001, -170.602, 1.60119E-015, 146.31, 1.77636E-015, -90, 2.51215E-015, -135
450, 9.00000, 1.32232, -150.179, 1.43144, -129.882, 1.59023, -144.143, 4.15834E-014, 160.017, 4.76647E-014, -153.435, 1.42109E-014, -90
500, 10.00000, 0.0112229, 75.6543, 0.0311006, -104.887, 0.0373447, 117.579, 6.86635E-016, 14.0362, 4.57757E-016, -165.964, 8.00593E-016, -146.31
550, 11.00000, 1.01982, 70.4508, 0.814264, 179.404, 0.883205, -66.9579, 1.63772E-014, 130.601, 1.28095E-014, -56.3099, 1.00486E-014, 135
650, 13.00000, 0.414002, -1.43261, 0.202124, -128.193, 0.536018, 83.0006, 2.5619E-014, 146.31, 5.0243E-015, -45, 7.10543E-015, 0
750, 15.00000, 0.100119, -45.6488, 0.191105, 155.633, 0.272886, 155.382, 2.66454E-015, 0, 4.44089E-016, 90, 3.55271E-015, 0
850, 17.00000, 0.457486, -27.2208, 0.727055, 104.69, 0.635647, -162.696, 1.85457E-014, -106.699, 9.93014E-015, 10.3048, 7.94411E-015, -63.4349
950, 19.00000, 0.403108, -151.476, 0.223536, 143.3, 0.409019, 23.2817, 1.03579E-014, 149.036, 3.10862E-015, 0, 1.03579E-014, 149.036
1050, 21.00000, 0.236057, 71.5616, 0.0549985, -11.5104, 0.168142, 36.3533, 6.43929E-015, 180, 1.60119E-015, 33.6901, 1.98603E-015, 116.565
1150, 23.00000, 0.416665, 57.4186, 0.484022, -150.333, 0.449198, -68.2804, 1.44585E-014, 169.38, 1.16568E-014, 139.635, 3.55271E-015, 0
1250, 25.00000, 0.43758, -94.1525, 0.495457, -167.857, 0.374786, 53.2961, 2.39149E-015, 158.199, 4.44089E-015, 126.87, 2.51215E-015, 45
1350, 27.00000, 0.608576, -170.645, 0.133861, -135.817, 0.542444, -149.571, 1.18018E-014, -131.186, 2.84356E-015, 38.6598, 5.95808E-015, 153.435
1450, 29.00000, 0.768167, 161.348, 0.96134, -79.425, 0.6056, 19.9867, 1.10309E-014, -40.1009, 9.05768E-015, -168.69, 7.94411E-015, -26.5651
1550, 31.00000, 0.710611, 79.7358, 1.31305, -1.10735, 1.22656, -141.933, 2.16103E-014, -80.5377, 1.19162E-014, 116.565, 8.88178E-015, -143.13
1650, 33.00000, 0.0420414, 148.658, 0.240924, -137.343, 0.439223, 177.508, 1.77636E-015, 0, 1.98603E-015, 63.4349, 1.98603E-015, 63.4349
1750, 35.00000, 1.23314, -86.972, 1.58577, 42.6652, 1.07549, 115.331, 9.44147E-015, 138.814, 3.55271E-015, 180, 5.0243E-015, 135
1850, 37.00000, 0.605278, 114.223, 0.760211, 27.168, 0.450271, -104.6, 3.66205E-015, 104.036, 1.77636E-015, 0, 3.97205E-015, 63.4349
1950, 39.00000, 0.439077, -7.85683, 0.101407, 173.101, 0.328629, -13.1409, 5.32907E-015, 180, 3.23302E-015, 105.945, 1.33227E-015, 180
2050, 41.00000, 0.453895, -4.79714, 0.505792, 140.395, 0.235221, 177.797, 6.60186E-015, -137.726, 1.79018E-015, 97.125, 2.26442E-015, -78.6901
2150, 43.00000, 0.333844, -128.239, 0.693769, 174.15, 0.536446, 33.4683, 3.9968E-015, 0, 3.20237E-015, -56.3099, 9.93014E-016, -153.435
2250, 45.00000, 0.488979, 68.104, 0.167754, -97.1617, 0.402006, 84.5108, 7.53644E-015, -45, 1.25607E-015, -135, 3.20237E-015, 123.69
2350, 47.00000, 0.807024, 112.035, 1.09575, -117.027, 0.578315, -63.4447, 4.80356E-015, -56.3099, 3.58036E-015, -172.875, 8.88178E-015, -53.1301
2450, 49.00000, 0.346234, -38.0068, 0.778502, -73.0974, 0.716623, 133.594, 9.05768E-015, -168.69, 2.51215E-015, -135, 5.77316E-015, 67.3801
