Freq, Harmonic, V1, VAngle1, V2, VAngle2, V3, VAngle3, I1, IAngle1, I2, IAngle2, I3, IAngle3
50, 1.00000, 229.857, -31.3772, 231.805, -150.846, 225.899, 88.6502, 6.11191E-011, 126.529, 1.22022E-011, -153.435, 5.99991E-011, 75.9638
100, 2.00000, 0.0175366, -70.6036, 0.00111831, 167.016, 0.0114736, -160.98, 3.53358E-015, -43.727, 3.51083E-016, 71.565, 1.83103E-015, -165.964
150, 3.00000, 0.412344, -69.0867, 0.356558, -74.5005, 0.33049, -61.8183, 2.95645E-014, 32.7352, 1.77636E-015, 180, 7.10543E-015, 180
200, 4.00000, 0.0235495, -125.133, 0.00492513, 50.4408, 0.0213717, -28.2589, 4.96507E-016, 26.5651, 4.00297E-016, 33.6901, 9.93014E-016, 26.5651
250, 5.00000, 0.126441, -29.8209, 0.199536, 31.6675, 0.135842, -136.412, 1.27168E-014, 102.095, 3.97205E-015, 26.5651, 1.77636E-015, 90
300, 6.00000, 0.0536867, 175.126, 0.0171673, 83.853, 0.0493483, -178.119, 2.23152E-015, 84.2894, 2.09476E-015, 122.005, 8.88178E-016, 0
350, 7.00000, 0.23476, -165.487, 0.103056, 152.978, 0.403187, -24.4518, 2.51215E-015, 45, 7.32411E-015, -75.9638, 3.59246E-014, 81.4692
400, 8.00000, 0.0240836, -35.2374, 0.010879, 167.476, 0.0313732, -134.503, 8.88178E-016, 90, 9.4369E-016, 151.928, 1.11022E-015, -36.8699
450, 9.00000, 0.330593, -128.769, 0.214089, -172.319, 0.310805, -122.326, 1.95399E-014, 0, 1.60856E-014, 173.66, 1.43214E-014, -60.2551
500, 10.00000, 0.0306965, 29.8065, 0.0084161, 44.2324, 0.0105679, 167.84, 2.02064E-016, -105.945, 3.92523E-016, -171.87, 6.75322E-016, -80.5377
550, 11.00000, 0.139864, 47.1422, 0.324677, -130.563, 0.312058, -66.5902, 8.15239E-015, 150.642, 2.66454E-015, -90, 5.0243E-015, 45
650, 13.00000, 0.355626, -8.13398, 0.243831, -86.934, 0.288574, 114.393, 5.77316E-015, 22.6199, 2.66454E-015, 90, 5.61733E-015, -108.435
750, 15.00000, 0.187833, -152.456, 0.0822628, 102.17, 0.0571253, -113.338, 6.31169E-015, -50.7106, 8.00593E-016, 33.6901, 3.14018E-015, -81.8699
850, 17.00000, 0.114219, 2.47681, 0.11049, 130.1, 0.0537313, -159.922, 2.5317E-015, 37.875, 2.06588E-015, 120.7, 4.96507E-016, 153.435
950, 19.00000, 0.0897568, 42.0511, 0.114318, 178.01, 0.0884619, -15.0319, 3.55965E-015, -3.57633, 1.35064E-015, -80.5377, 1.83103E-015, -75.9638
1050, 21.00000, 0.136186, 42.2676, 0.0565162, -91.6482, 0.0969264, 63.0042, 2.28878E-015, 129.094, 1.33689E-015, -41.6335, 1.33689E-015, -131.634
1150, 23.00000, 0.0605213, 147.517, 0.130534, -102.521, 0.046729, -22.3265, 1.9984E-015, -90, 8.00593E-016, 56.3099, 5.23691E-016, -57.9946
1250, 25.00000, 0.164472, -9.9882, 0.033147, -35.8898, 0.177095, 121.911, 1.09344E-015, 66.0375, 9.93014E-016, 116.565, 2.70129E-015, 99.4623
1350, 27.00000, 0.149219, -75.2477, 0.0453025, -73.2646, 0.14185, -66.6647, 2.22322E-015, 2.86241, 8.9509E-016, -7.12502, 1.25607E-015, 45
1450, 29.00000, 0.205135, -100.151, 0.196083, 38.61, 0.312813, 94.1673, 2.39149E-015, -111.801, 3.66205E-015, 14.0362, 2.51215E-015, 45
1550, 31.00000, 0.479593, -173.054, 0.298776, 122.837, 0.353158, -46.0119, 6.40475E-015, 123.69, 4.44089E-016, -90, 7.54952E-015, 151.928
1650, 33.00000, 0.146466, -71.3193, 0.209725, 177.308, 0.103829, -90.8615, 2.67377E-015, 138.366, 2.48253E-015, 26.5651, 1.11022E-015, -143.13
1750, 35.00000, 0.25966, 37.7557, 0.213136, 148.416, 0.51568, -103.85, 5.32907E-015, 0, 4.44089E-015, 0, 4.44089E-016, -90
1850, 37.00000, 0.0970183, 177.148, 0.0823277, 96.8932, 0.153691, -22.1518, 1.25607E-015, -45, 0, 0, 1.09344E-015, -23.9625
1950, 39.00000, 0.0589436, -90.6119, 0.0698859, 133.577, 0.11234, -106.45, 8.00593E-016, -123.69, 4.44089E-016, 180, 1.18018E-015, -138.814
2050, 41.00000, 0.104299, -100.824, 0.0368438, -147.289, 0.0700674, 77.1983, 1.34149E-015, 65.556, 1.11022E-016, 0, 1.02358E-015, -102.529
2150, 43.00000, 0.0941664, 112.062, 0.0637027, 15.2506, 0.101205, -166.524, 1.61651E-015, -105.945, 4.47545E-016, -97.125, 5.55112E-016, 143.13
2250, 45.00000, 0.0319068, -35.8291, 0.0449556, -65.4568, 0.0450467, 29.8795, 3.34221E-016, -138.366, 5.55112E-017, 0, 4.00297E-016, -33.6901
2350, 47.00000, 0.106954, -65.2138, 0.140984, 18.3307, 0.145363, 148.025, 1.65047E-015, 160.346, 9.99201E-016, -90, 1.73511E-015, 7.35238
2450, 49.00000, 0.0915276, -129.435, 0.0945291, 110.718, 0.13337, -45.041, 4.44089E-016, 180, 4.96507E-016, 63.4349, 8.9509E-016, -150.255
